"dx","TQIP_severity","TQIP_issbr","NIS_severity","NIS_issbr","TQIP_only_severity","TQIP_only_issbr","NIS_only_severity","NIS_only_issbr","TQIP_effect","TQIP_intercept","NIS_effect","NIS_intercept"
"S300",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.129714040476826,-4.27367040846742,-0.0600457737708633,-3.90847840866382
"S301",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.0729040497057193,-4.27367040846742,-0.0143638413461509,-3.90847840866382
"S302",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.194764986334602,-4.27367040846742,-0.0625248079461182,-3.90847840866382
"S303",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.146518721061252,-4.27367040846742,-1.31023500811524,-3.90847840866382
"S308",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.129901066581929,-4.27367040846742,-0.298061852126612,-3.90847840866382
"S309",3,"Abdomen",1,"Abdomen",3,"Abdomen",1,"Abdomen",0.544470675247318,-4.27367040846742,-0.229697446115745,-3.90847840866382
"S310",1,"Abdomen",3,"Abdomen",1,"Abdomen",3,"Abdomen",0.202708856318924,-4.27367040846742,0.225176203805682,-3.90847840866382
"S311",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.0930704608575694,-4.27367040846742,-0.183975527788726,-3.90847840866382
"S312",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.137638266432794,-4.27367040846742,-0.832225260893607,-3.90847840866382
"S313",1,"Abdomen",3,"Abdomen",1,"Abdomen",3,"Abdomen",0.160632791019275,-4.27367040846742,0.306810902808031,-3.90847840866382
"S314",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.323632054591757,-4.27367040846742,-0.559705084558336,-3.90847840866382
"S315",3,"Abdomen",3,"Abdomen",3,"Abdomen",3,"Abdomen",0.538660144385286,-4.27367040846742,0.437917459667842,-3.90847840866382
"S316",2,"Abdomen",2,"Abdomen",2,"Abdomen",2,"Abdomen",0.40381933689337,-4.27367040846742,-0.0806654539785089,-3.90847840866382
"S318",2,"Abdomen",1,"Abdomen",2,"Abdomen",1,"Abdomen",0.259379790219706,-4.27367040846742,-0.285843505491445,-3.90847840866382
"S320",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.153055328462519,-4.27367040846742,-0.229661636465127,-3.90847840866382
"S321",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.0931313494533843,-4.27367040846742,-0.0337309967292981,-3.90847840866382
"S322",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.388128082624314,-4.27367040846742,0.0220004301837404,-3.90847840866382
"S323",1,"Abdomen",3,"Abdomen",1,"Abdomen",3,"Abdomen",0.169514445325425,-4.27367040846742,0.23971476714951,-3.90847840866382
"S324",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.133500992577019,-4.27367040846742,0.0294285274324862,-3.90847840866382
"S325",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.178658605112407,-4.27367040846742,0.138307072531567,-3.90847840866382
"S326",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.165277483559593,-4.27367040846742,-0.0268537362253336,-3.90847840866382
"S328",3,"Abdomen",2,"Abdomen",3,"Abdomen",2,"Abdomen",0.466458069530787,-4.27367040846742,0.145621764352589,-3.90847840866382
"S329",3,"Abdomen",4,"Abdomen",3,"Abdomen",4,"Abdomen",0.735210089789303,-4.27367040846742,0.507345166239174,-3.90847840866382
"S330",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.958486639865113,-4.27367040846742,-1.15131412193067,-3.90847840866382
"S331",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.370269188415613,-4.27367040846742,-1.20815682940018,-3.90847840866382
"S332",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.158473665235997,-4.27367040846742,-0.858923232389044,-3.90847840866382
"S333",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.0110773792101964,-4.27367040846742,-1.86609081370056,-3.90847840866382
"S334",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.102848201237566,-4.27367040846742,-1.44567088040382,-3.90847840866382
"S335",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.729646948672192,-4.27367040846742,-0.0782964875641293,-3.90847840866382
"S336",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.0262520301420297,-4.27367040846742,-1.31386140601868,-3.90847840866382
"S338",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-1.22693919105119,-4.27367040846742,-1.2447395246171,-3.90847840866382
"S339",1,"Abdomen",3,"Abdomen",1,"Abdomen",3,"Abdomen",-0.0605045537308693,-4.27367040846742,0.325145235932218,-3.90847840866382
"S340",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-1.05214198567094,-4.27367040846742,-1.66031886491918,-3.90847840866382
"S341",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.388027095216636,-4.27367040846742,-0.176891873979459,-3.90847840866382
"S342",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-1.58533353326723,-4.27367040846742,-1.53790027737969,-3.90847840866382
"S343",2,"Abdomen",3,"Abdomen",2,"Abdomen",3,"Abdomen",0.31940913859172,-4.27367040846742,0.477723371514803,-3.90847840866382
"S344",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.0483875922769145,-4.27367040846742,-1.40383135584873,-3.90847840866382
"S345",4,"Abdomen",1,"Abdomen",4,"Abdomen",1,"Abdomen",1.03132451017363,-4.27367040846742,-1.40629604184254,-3.90847840866382
"S346",5,"Abdomen",1,"Abdomen",5,"Abdomen",1,"Abdomen",1.81264514651796,-4.27367040846742,-1.09592535689802,-3.90847840866382
"S348",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-1.4556370536848,-4.27367040846742,-1.14671423633339,-3.90847840866382
"S349",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-1.8306944371022,-4.27367040846742,-1.24177369126063,-3.90847840866382
"S350",5,"Abdomen",5,"Abdomen",5,"Abdomen",5,"Abdomen",1.71849065263164,-4.27367040846742,0.754024958544127,-3.90847840866382
"S351",5,"Abdomen",5,"Abdomen",5,"Abdomen",5,"Abdomen",2.00801063020422,-4.27367040846742,1.21628026178531,-3.90847840866382
"S352",3,"Abdomen",4,"Abdomen",3,"Abdomen",4,"Abdomen",0.508974829062444,-4.27367040846742,0.576826521039537,-3.90847840866382
"S353",4,"Abdomen",5,"Abdomen",4,"Abdomen",5,"Abdomen",1.25099927059401,-4.27367040846742,0.973834820044476,-3.90847840866382
"S354",2,"Abdomen",2,"Abdomen",2,"Abdomen",2,"Abdomen",0.354261564191169,-4.27367040846742,0.154705633565084,-3.90847840866382
"S355",5,"Abdomen",5,"Abdomen",5,"Abdomen",5,"Abdomen",1.46516174243274,-4.27367040846742,1.28191446006461,-3.90847840866382
"S358",4,"Abdomen",4,"Abdomen",4,"Abdomen",4,"Abdomen",0.783761507914168,-4.27367040846742,0.668073088046216,-3.90847840866382
"S359",4,"Abdomen",2,"Abdomen",4,"Abdomen",2,"Abdomen",0.791873465303484,-4.27367040846742,0.0435024910567219,-3.90847840866382
"S360",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",0.145001653785125,-4.27367040846742,0.124534891469749,-3.90847840866382
"S361",2,"Abdomen",3,"Abdomen",2,"Abdomen",3,"Abdomen",0.402346401502304,-4.27367040846742,0.302001637096574,-3.90847840866382
"S362",2,"Abdomen",3,"Abdomen",2,"Abdomen",3,"Abdomen",0.305010504435401,-4.27367040846742,0.438095282937911,-3.90847840866382
"S363",2,"Abdomen",4,"Abdomen",2,"Abdomen",4,"Abdomen",0.422771266121649,-4.27367040846742,0.556248043938698,-3.90847840866382
"S364",2,"Abdomen",3,"Abdomen",2,"Abdomen",3,"Abdomen",0.375100890670257,-4.27367040846742,0.289165241404472,-3.90847840866382
"S365",2,"Abdomen",3,"Abdomen",2,"Abdomen",3,"Abdomen",0.292583249603583,-4.27367040846742,0.361954642950276,-3.90847840866382
"S366",2,"Abdomen",2,"Abdomen",2,"Abdomen",2,"Abdomen",0.366892399898129,-4.27367040846742,0.0468877736297317,-3.90847840866382
"S368",3,"Abdomen",4,"Abdomen",3,"Abdomen",4,"Abdomen",0.548310310771886,-4.27367040846742,0.716185276842886,-3.90847840866382
"S369",4,"Abdomen",2,"Abdomen",4,"Abdomen",2,"Abdomen",0.973891880003704,-4.27367040846742,-0.0415238991635494,-3.90847840866382
"S370",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.00468659969765539,-4.27367040846742,-0.262683470784819,-3.90847840866382
"S371",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.433017539280451,-4.27367040846742,0.104684855351314,-3.90847840866382
"S372",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.176004612383839,-4.27367040846742,-0.161529875671111,-3.90847840866382
"S373",1,"Abdomen",4,"Abdomen",1,"Abdomen",4,"Abdomen",-0.169286743215776,-4.27367040846742,0.553321224066818,-3.90847840866382
"S374",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.509355121962209,-4.27367040846742,-2.04187934543356,-3.90847840866382
"S375",3,"Abdomen",1,"Abdomen",3,"Abdomen",1,"Abdomen",0.624241850901177,-4.27367040846742,-1.29668397945181,-3.90847840866382
"S376",1,"Abdomen",2,"Abdomen",1,"Abdomen",2,"Abdomen",-0.0199848480645514,-4.27367040846742,-0.056165074932129,-3.90847840866382
"S378",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.303765181580902,-4.27367040846742,-0.526852028368132,-3.90847840866382
"S379",2,"Abdomen",5,"Abdomen",2,"Abdomen",5,"Abdomen",0.300195794474484,-4.27367040846742,0.83672113983841,-3.90847840866382
"S380",3,"Abdomen",5,"Abdomen",3,"Abdomen",5,"Abdomen",0.728948908711708,-4.27367040846742,1.86008820732316,-3.90847840866382
"S381",5,"Abdomen",3,"Abdomen",5,"Abdomen",3,"Abdomen",1.4743862895742,-4.27367040846742,0.395648819844608,-3.90847840866382
"S382",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.315293457443494,-4.27367040846742,-1.14145809866512,-3.90847840866382
"S383",5,"Abdomen",1,"Abdomen",5,"Abdomen",1,"Abdomen",2.30871670975238,-4.27367040846742,-3.04459297041703,-3.90847840866382
"S390",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",-0.285236389877468,-4.27367040846742,-0.913886271426155,-3.90847840866382
"S398",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.0380902983051055,-4.27367040846742,-0.413837726929059,-3.90847840866382
"S399",1,"Abdomen",1,"Abdomen",1,"Abdomen",1,"Abdomen",0.147854449020337,-4.27367040846742,-0.32345629918235,-3.90847840866382
"S400",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.250181603208053,-4.27367040846742,-0.136679550316258,-3.90847840866382
"S402",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.17102196644147,-4.27367040846742,-0.389858189371343,-3.90847840866382
"S408",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.117910098537486,-4.27367040846742,-0.194087817561519,-3.90847840866382
"S409",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.010799683140773,-4.27367040846742,-0.37625318400579,-3.90847840866382
"S410",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.310485805103096,-4.27367040846742,-0.751495214622032,-3.90847840866382
"S411",2,"Extremities",2,"Extremities",2,"Extremities",2,"Extremities",0.258232150417052,-4.27367040846742,-0.0319072668066699,-3.90847840866382
"S420",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.14315539977843,-4.27367040846742,-0.348284918569525,-3.90847840866382
"S421",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.212468739707179,-4.27367040846742,-0.196198582833163,-3.90847840866382
"S422",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.118783812729567,-4.27367040846742,0.141852428030769,-3.90847840866382
"S423",2,"Extremities",3,"Extremities",2,"Extremities",3,"Extremities",0.289438622448217,-4.27367040846742,0.174698029512173,-3.90847840866382
"S424",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.558168739537137,-4.27367040846742,-0.348823880174311,-3.90847840866382
"S429",3,"Extremities",3,"Extremities",3,"Extremities",3,"Extremities",0.643757897098034,-4.27367040846742,0.49227231391267,-3.90847840866382
"S430",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.103618190527369,-4.27367040846742,-0.415304899277423,-3.90847840866382
"S431",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.858339252657721,-4.27367040846742,-1.4134385996436,-3.90847840866382
"S432",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.00154569121655993,-4.27367040846742,-0.52955886572534,-3.90847840866382
"S433",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0602385467764139,-4.27367040846742,-1.19332775427793,-3.90847840866382
"S434",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.718654837545152,-4.27367040846742,-0.795773842119036,-3.90847840866382
"S435",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.793926976262428,-4.27367040846742,-0.575244164973468,-3.90847840866382
"S436",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.580425147352831,-4.27367040846742,-1.36896953413477,-3.90847840866382
"S438",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.157004352994982,-4.27367040846742,-1.23103540131002,-3.90847840866382
"S439",1,"Extremities",1,"Extremities",1,"Extremities",NA,NA,-0.0711808968901742,-4.27367040846742,NA,NA
"S440",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.10608668844754,-4.27367040846742,-1.20782793319301,-3.90847840866382
"S441",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.909249570233166,-4.27367040846742,-1.16437668581307,-3.90847840866382
"S442",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.60796545640064,-4.27367040846742,-1.30039560815636,-3.90847840866382
"S443",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.674260118762889,-4.27367040846742,-1.33319042072039,-3.90847840866382
"S444",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.91229075116653,-4.27367040846742,-0.332872031894728,-3.90847840866382
"S445",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.823640836002354,-4.27367040846742,-0.621703335160078,-3.90847840866382
"S448",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.54287155653639,-4.27367040846742,-0.868274642747625,-3.90847840866382
"S449",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.19371270641125,-4.27367040846742,-1.4645533117303,-3.90847840866382
"S450",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",0.192727096921548,-4.27367040846742,1.10492206429778,-3.90847840866382
"S451",3,"Extremities",3,"Extremities",3,"Extremities",3,"Extremities",0.44517895913704,-4.27367040846742,0.262494805463584,-3.90847840866382
"S452",3,"Extremities",3,"Extremities",3,"Extremities",3,"Extremities",0.458097386865206,-4.27367040846742,0.420989410035084,-3.90847840866382
"S453",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.20616060858745,-4.27367040846742,-1.33430693062455,-3.90847840866382
"S458",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.135132928209662,-4.27367040846742,-1.43159538543028,-3.90847840866382
"S459",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",-0.257908832886214,-4.27367040846742,1.90854072598948,-3.90847840866382
"S460",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.626240945866415,-4.27367040846742,-0.851905619015453,-3.90847840866382
"S461",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.751150943500372,-4.27367040846742,-1.16813229812663,-3.90847840866382
"S462",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.352952534350559,-4.27367040846742,-0.411686141324917,-3.90847840866382
"S463",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.361720017208302,-4.27367040846742,-1.25272880869481,-3.90847840866382
"S468",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.341356713963084,-4.27367040846742,0.127889402305887,-3.90847840866382
"S469",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.537609184052949,-4.27367040846742,-0.835009036301338,-3.90847840866382
"S471",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.390164188030823,-4.27367040846742,-1.56801530412227,-3.90847840866382
"S472",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",-0.273066817843605,-4.27367040846742,1.24539167102737,-3.90847840866382
"S479",5,"Extremities",5,"Extremities",5,"Extremities",NA,NA,2.09773589461175,-4.27367040846742,NA,NA
"S480",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",2.25441504573588,-4.27367040846742,-3.09045147903783,-3.90847840866382
"S481",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.02567009976417,-4.27367040846742,-1.26537073368101,-3.90847840866382
"S489",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",1.30048847274918,-4.27367040846742,-1.00747781698411,-3.90847840866382
"S490",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.27631840374232,-4.27367040846742,-1.633919630295,-3.90847840866382
"S491",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.18891460623314,-4.27367040846742,-1.54891785386081,-3.90847840866382
"S498",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.14776834217391,-4.27367040846742,-1.22318339489741,-3.90847840866382
"S499",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.145544082028825,-4.27367040846742,-0.153567012964285,-3.90847840866382
"S500",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0274405664830081,-4.27367040846742,-0.450768854061702,-3.90847840866382
"S501",3,"Extremities",3,"Extremities",3,"Extremities",3,"Extremities",0.519362661842096,-4.27367040846742,0.271856307162066,-3.90847840866382
"S503",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.127846588548599,-4.27367040846742,-0.36767530488831,-3.90847840866382
"S508",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0762577373016547,-4.27367040846742,-0.410627198996303,-3.90847840866382
"S509",2,"Extremities",3,"Extremities",2,"Extremities",3,"Extremities",0.378110554067876,-4.27367040846742,0.319224314894596,-3.90847840866382
"S510",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.196791705316584,-4.27367040846742,-0.282787528262095,-3.90847840866382
"S518",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.1771086991985,-4.27367040846742,-0.222218558903909,-3.90847840866382
"S520",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.157758702806507,-4.27367040846742,-0.382867454550918,-3.90847840866382
"S521",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.221439522533447,-4.27367040846742,-0.503203531841296,-3.90847840866382
"S522",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.317662817509271,-4.27367040846742,-0.109033581483716,-3.90847840866382
"S523",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.257260622429787,-4.27367040846742,-0.681922416409727,-3.90847840866382
"S525",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.375934735235464,-4.27367040846742,-0.484417628079581,-3.90847840866382
"S526",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.183448523675325,-4.27367040846742,-0.130305390377108,-3.90847840866382
"S529",4,"Extremities",3,"Extremities",4,"Extremities",3,"Extremities",0.96074886758628,-4.27367040846742,0.495897421902855,-3.90847840866382
"S530",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.447662251790815,-4.27367040846742,-0.159952506865153,-3.90847840866382
"S531",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.303514682443174,-4.27367040846742,-0.199327925363693,-3.90847840866382
"S532",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.886542232490746,-4.27367040846742,-0.882036943394423,-3.90847840866382
"S533",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.595212646637412,-4.27367040846742,-0.78661195388347,-3.90847840866382
"S534",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.755939137492213,-4.27367040846742,-0.412887567071,-3.90847840866382
"S540",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.726601086969983,-4.27367040846742,-1.01559335552963,-3.90847840866382
"S541",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.764075071546139,-4.27367040846742,-0.795797978500935,-3.90847840866382
"S542",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.02465263884404,-4.27367040846742,-1.12404556305685,-3.90847840866382
"S543",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.772359493591207,-4.27367040846742,-0.777325981774758,-3.90847840866382
"S548",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.935314690057944,-4.27367040846742,-0.604311038561065,-3.90847840866382
"S549",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.27345656204552,-4.27367040846742,-1.04334071135197,-3.90847840866382
"S550",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.824771106095501,-4.27367040846742,-0.854661749163445,-3.90847840866382
"S551",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.516630983964163,-4.27367040846742,-0.139878521231263,-3.90847840866382
"S552",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.04911668859674,-4.27367040846742,0.0274324963455094,-3.90847840866382
"S558",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.491523904033378,-4.27367040846742,-1.09376931470763,-3.90847840866382
"S559",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.301809769114228,-4.27367040846742,-1.17785213481661,-3.90847840866382
"S560",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.241283266207099,-4.27367040846742,-0.622087062947968,-3.90847840866382
"S561",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.849393578891641,-4.27367040846742,-0.720043176127948,-3.90847840866382
"S562",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.694619497088787,-4.27367040846742,-0.847322516265338,-3.90847840866382
"S563",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.875671849171887,-4.27367040846742,-0.697738248191282,-3.90847840866382
"S564",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.581128496454603,-4.27367040846742,-0.868328375041105,-3.90847840866382
"S565",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.835848606497996,-4.27367040846742,-0.199774715098846,-3.90847840866382
"S568",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.40708807801958,-4.27367040846742,-0.98538497118247,-3.90847840866382
"S569",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0715415554258007,-4.27367040846742,-1.17558302527231,-3.90847840866382
"S570",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.121915090518976,-4.27367040846742,-0.79857501934137,-3.90847840866382
"S578",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0971431530991686,-4.27367040846742,-1.48558055797411,-3.90847840866382
"S580",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.17759572906433,-4.27367040846742,-1.29911654956957,-3.90847840866382
"S581",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.05128042160536,-4.27367040846742,-1.36543569787112,-3.90847840866382
"S589",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.993517963048095,-4.27367040846742,1.43022800218609,-3.90847840866382
"S590",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.895575961755734,-4.27367040846742,0.146994625542971,-3.90847840866382
"S591",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.92036154398881,-4.27367040846742,-1.11307629714904,-3.90847840866382
"S592",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.730333195453665,-4.27367040846742,-0.371433334852382,-3.90847840866382
"S598",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.405955710920905,-4.27367040846742,-1.29497577612811,-3.90847840866382
"S599",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.19650304751821,-4.27367040846742,-1.35942235755625,-3.90847840866382
"S600",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.064826875791621,-4.27367040846742,-0.772709722127275,-3.90847840866382
"S601",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.761196294679952,-4.27367040846742,0.858812712785219,-3.90847840866382
"S602",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.183866933782943,-4.27367040846742,-0.590928473874979,-3.90847840866382
"S603",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0830233573521736,-4.27367040846742,-1.31543387788154,-3.90847840866382
"S604",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.128724863495141,-4.27367040846742,-0.761643213188631,-3.90847840866382
"S605",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0605436894864223,-4.27367040846742,-0.626382390593413,-3.90847840866382
"S608",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.00792391664573966,-4.27367040846742,-0.625049653228638,-3.90847840866382
"S609",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.227365059226426,-4.27367040846742,-0.359749514060635,-3.90847840866382
"S610",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0659651354360681,-4.27367040846742,-0.899201145448229,-3.90847840866382
"S611",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.985240180454329,-4.27367040846742,-1.1280586792814,-3.90847840866382
"S612",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.208353460514733,-4.27367040846742,-0.532226516287169,-3.90847840866382
"S613",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.372802509777564,-4.27367040846742,-0.975657900978459,-3.90847840866382
"S614",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0366165243860884,-4.27367040846742,-0.290000010758764,-3.90847840866382
"S615",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.18302074690711,-4.27367040846742,-0.434871383730416,-3.90847840866382
"S61S",1,"Extremities",1,"Extremities",1,"Extremities",NA,NA,-0.664117993831785,-4.27367040846742,NA,NA
"S620",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.710669623591311,-4.27367040846742,-0.4034003735323,-3.90847840866382
"S621",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.431470858605389,-4.27367040846742,0.0372845679200748,-3.90847840866382
