dx,severity,issbr
S25809A,2,Chest
S25811A,2,Chest
S25812A,2,Chest
S25819A,2,Chest
S25891A,2,Chest
S25892A,2,Chest
S25899A,2,Chest
S2590XA,2,Chest
S2591XA,2,Chest
S2599XA,2,Chest
S2600XA,3,Chest
S2601XA,3,Chest
S26020A,3,Chest
S26021A,3,Chest
S26022A,5,Chest
S2609XA,3,Chest
S2610XA,3,Chest
S2611XA,3,Chest
S2612XA,3,Chest
S2619XA,3,Chest
S2690XA,3,Chest
S2691XA,3,Chest
S2692XA,3,Chest
S2699XA,3,Chest
S270XXA,3,Chest
S271XXA,3,Chest
S272XXA,3,Chest
S27301A,3,Chest
S27302A,3,Chest
S27309A,3,Chest
S27311A,3,Chest
S27312A,3,Chest
S27319A,3,Chest
S27321A,3,Chest
S27322A,3,Chest
S27329A,3,Chest
S27331A,3,Chest
S27332A,3,Chest
S27339A,3,Chest
S27391A,3,Chest
S27392A,3,Chest
S27399A,3,Chest
S27401A,3,Chest
S27402A,3,Chest
S27409A,3,Chest
S27411A,3,Chest
S27412A,3,Chest
S27419A,3,Chest
S27421A,3,Chest
S27422A,3,Chest
S27429A,3,Chest
S27431A,3,Chest
S27432A,3,Chest
S27439A,3,Chest
S27491A,3,Chest
S27492A,3,Chest
S27499A,3,Chest
S2750XA,2,Chest
S2751XA,2,Chest
S2752XA,2,Chest
S2753XA,2,Chest
S2759XA,2,Chest
S2760XA,2,Chest
S2763XA,2,Chest
S2769XA,2,Chest
S27802A,3,Chest
S27803A,3,Chest
S27808A,3,Chest
S27809A,3,Chest
S27812A,2,Chest
S27813A,2,Chest
S27818A,2,Chest
S27819A,2,Chest
S27892A,2,Chest
S27893A,2,Chest
S27898A,2,Chest
S27899A,2,Chest
S279XXA,5,Chest
S280XXA,2,Chest
S281XXA,1,Chest
S28211A,1,General
S28212A,1,General
S28219A,1,General
S28221A,1,General
S28222A,1,General
S28229A,1,General
S29001A,1,Chest
S29002A,1,Chest
S29009A,1,Chest
S29011A,1,General
S29012A,1,General
S29019A,1,General
S29021A,1,Chest
S29022A,1,Chest
S29029A,1,Chest
S29091A,1,Chest
S29092A,1,Chest
S29099A,1,Chest
S298XXA,1,Chest
S299XXA,1,Chest
S300XXA,1,General
S301XXA,1,Abdomen
S30201A,1,Abdomen
S30202A,1,Abdomen
S3021XA,1,Abdomen
S3022XA,1,Abdomen
S3023XA,1,Abdomen
S303XXA,1,General
S30810A,1,General
S30811A,1,General
S30812A,1,General
S30813A,1,General
S30814A,1,General
S30815A,1,General
S30816A,1,General
S30817A,1,General
S30820A,1,General
S30821A,1,General
S30822A,1,General
S30823A,1,General
S30824A,1,General
S30825A,1,General
S30826A,1,General
S30827A,1,General
S30840A,1,General
S30841A,1,General
S30842A,1,General
S30843A,1,General
S30844A,1,General
S30845A,1,General
S30846A,1,General
S30850A,1,General
S30851A,1,General
S30852A,1,General
S30853A,1,General
S30854A,1,General
S30855A,1,General
S30856A,1,General
S30857A,1,General
S30860A,1,General
S30861A,1,General
S30862A,1,General
S30863A,1,General
S30864A,1,General
S30865A,1,General
S30866A,1,General
S30867A,1,General
S30870A,1,General
S30871A,1,General
S30872A,1,General
S30873A,1,General
S30874A,1,General
S30875A,1,General
S30876A,1,General
S30877A,1,General
S3091XA,1,General
S3092XA,1,General
S3093XA,1,General
S3094XA,1,General
S3095XA,1,General
S3096XA,1,General
S3097XA,1,General
S3098XA,1,General
S31000A,1,5
S31001A,3,Abdomen
S31010A,1,5
S31011A,3,Abdomen
S31020A,1,5
S31021A,3,Abdomen
S31030A,1,5
S31031A,3,Abdomen
S31040A,1,5
S31041A,3,Abdomen
S31050A,1,5
S31051A,3,Abdomen
S31100A,1,Abdomen
S31101A,1,Abdomen
S31102A,1,Abdomen
S31103A,1,Abdomen
S31104A,1,Abdomen
S31105A,1,Abdomen
S31109A,1,Abdomen
S31110A,1,Abdomen
S31111A,1,Abdomen
S31112A,1,Abdomen
S31113A,1,Abdomen
S31114A,1,Abdomen
S31115A,1,Abdomen
S31119A,1,Abdomen
S31120A,1,Abdomen
S31121A,1,Abdomen
S31122A,1,Abdomen
S31123A,1,Abdomen
S31124A,1,Abdomen
S31125A,1,Abdomen
S31129A,1,Abdomen
S31130A,1,Abdomen
S31131A,1,Abdomen
S31132A,1,Abdomen
S31133A,1,Abdomen
S31134A,1,Abdomen
S31135A,1,Abdomen
S31139A,1,Abdomen
S31140A,1,Abdomen
S31141A,1,Abdomen
S31142A,1,Abdomen
S31143A,1,Abdomen
S31144A,1,Abdomen
S31145A,1,Abdomen
S31149A,1,Abdomen
S31150A,1,Abdomen
S31151A,1,Abdomen
S31152A,1,Abdomen
S31153A,1,Abdomen
S31154A,1,Abdomen
S31155A,1,Abdomen
S31159A,1,Abdomen
S3120XA,1,General
S3121XA,1,General
S3122XA,2,Abdomen
S3123XA,1,General
S3124XA,2,Abdomen
S3125XA,1,General
S3130XA,1,Abdomen
S3131XA,1,Abdomen
S3132XA,2,Abdomen
S3133XA,1,Abdomen
S3134XA,2,Abdomen
S3135XA,1,Abdomen
S3140XA,1,Abdomen
S3141XA,1,Abdomen
S3142XA,2,Abdomen
S3143XA,1,Abdomen
S3144XA,2,Abdomen
S3145XA,1,Abdomen
S31501A,1,Abdomen
S31502A,1,Abdomen
S31511A,1,Abdomen
S31512A,1,Abdomen
S31521A,2,Abdomen
S31522A,2,Abdomen
S31531A,1,Abdomen
S31532A,1,Abdomen
S31541A,2,Abdomen
S31542A,2,Abdomen
S31551A,1,Abdomen
S31552A,1,Abdomen
S31600A,1,Abdomen
S31601A,1,Abdomen
S31602A,1,Abdomen
S31603A,1,Abdomen
S31604A,1,Abdomen
S31605A,1,Abdomen
S31609A,1,Abdomen
S31610A,1,Abdomen
S31611A,1,Abdomen
S31612A,1,Abdomen
S31613A,1,Abdomen
S31614A,1,Abdomen
S31615A,1,Abdomen
S31619A,1,Abdomen
S31620A,1,Abdomen
S31621A,1,Abdomen
S31622A,1,Abdomen
S31623A,1,Abdomen
S31624A,1,Abdomen
S31625A,1,Abdomen
S31629A,1,Abdomen
S31630A,1,Abdomen
S31631A,1,Abdomen
S31632A,1,Abdomen
S31633A,1,Abdomen
S31634A,1,Abdomen
S31635A,1,Abdomen
S31639A,1,Abdomen
S31640A,1,Abdomen
S31641A,1,Abdomen
S31642A,1,Abdomen
S31643A,1,Abdomen
S31644A,1,Abdomen
S31645A,1,Abdomen
S31649A,1,Abdomen
S31650A,1,Abdomen
S31651A,1,Abdomen
S31652A,1,Abdomen
S31653A,1,Abdomen
S31654A,1,Abdomen
S31655A,1,Abdomen
S31659A,1,Abdomen
S31801A,1,General
S31802A,1,General
S31803A,1,General
S31804A,1,General
S31805A,1,General
S31809A,1,General
S31811A,1,General
S31812A,1,General
S31813A,1,General
S31814A,1,General
S31815A,1,General
S31819A,1,General
S31821A,1,General
S31822A,1,General
S31823A,1,General
S31824A,1,General
S31825A,1,General
S31829A,1,General
S31831A,1,Abdomen
S31832A,2,Abdomen
S31833A,1,Abdomen
S31834A,2,Abdomen
S31835A,1,Abdomen
S31839A,1,Abdomen
S32000A,2,Abdomen
S32001A,2,Abdomen
S32002A,2,Abdomen
S32008A,2,Abdomen
S32009A,2,Abdomen
S32010A,2,Abdomen
S32011A,2,Abdomen
S32012A,2,Abdomen
S32018A,2,Abdomen
S32019A,2,Abdomen
S32020A,2,Abdomen
S32021A,2,Abdomen
S32022A,2,Abdomen
S32028A,2,Abdomen
S32029A,2,Abdomen
S32030A,2,Abdomen
S32031A,2,Abdomen
S32032A,2,Abdomen
S32038A,2,Abdomen
S32039A,2,Abdomen
S32040A,2,Abdomen
S32041A,2,Abdomen
S32042A,2,Abdomen
S32048A,2,Abdomen
S32049A,2,Abdomen
S32050A,2,Abdomen
S32051A,2,Abdomen
S32052A,2,Abdomen
S32058A,2,Abdomen
S32059A,2,Abdomen
S3210XA,2,General
S32110A,2,General
S32111A,2,General
S32112A,2,General
S32119A,2,General
S32120A,2,General
S32121A,2,General
S32122A,2,General
S32129A,2,General
S32130A,2,General
S32131A,2,General
S32132A,2,General
S32139A,2,General
S3214XA,2,General
S3215XA,2,General
S3216XA,2,General
S3217XA,2,General
S3219XA,2,General
S322XXA,2,General
S32301A,2,General
S32302A,2,General
S32309A,2,General
S32311A,2,General
S32312A,2,General
S32313A,2,General
S32314A,2,General
S32315A,2,General
S32316A,2,General
S32391A,2,General
S32392A,2,General
S32399A,2,General
S32401A,2,General
S32402A,2,General
S32409A,2,General
S32411A,2,General
S32412A,2,General
S32413A,2,General
S32414A,2,General
S32415A,2,General
S32416A,2,General
S32421A,2,General
S32422A,2,General
S32423A,2,General
S32424A,2,General
S32425A,2,General
S32426A,2,General
S32431A,2,General
S32432A,2,General
S32433A,2,General
S32434A,2,General
S32435A,2,General
S32436A,2,General
S32441A,2,General
S32442A,2,General
S32443A,2,General
S32444A,2,General
S32445A,2,General
S32446A,2,General
S32451A,2,General
S32452A,2,General
S32453A,2,General
S32454A,2,General
S32455A,2,General
S32456A,2,General
S32461A,2,General
S32462A,2,General
S32463A,2,General
S32464A,2,General
S32465A,2,General
S32466A,2,General
S32471A,2,General
S32472A,2,General
S32473A,2,General
S32474A,2,General
S32475A,2,General
S32476A,2,General
S32481A,2,General
S32482A,2,General
S32483A,2,General
S32484A,2,General
S32485A,2,General
S32486A,2,General
S32491A,2,General
S32492A,2,General
S32499A,2,General
S32501A,2,General
S32502A,2,General
S32509A,2,General
S32511A,2,General
S32512A,2,General
S32519A,2,General
S32591A,2,General
S32592A,2,General
S32599A,2,General
S32601A,2,General
S32602A,2,General
S32609A,2,General
S32611A,2,General
S32612A,2,General
S32613A,2,General
S32614A,2,General
S32615A,2,General
S32616A,2,General
S32691A,2,General
S32692A,2,General
S32699A,2,General
S32810A,4,General
S32811A,4,General
S3289XA,2,General
S329XXA,2,General
S330XXA,2,Abdomen
S33100A,2,Abdomen
S33101A,2,Abdomen
S33110A,2,Abdomen
S33111A,2,Abdomen
S33120A,2,Abdomen
S33121A,2,Abdomen
S33130A,2,Abdomen
S33131A,2,Abdomen
S33140A,2,Abdomen
S33141A,2,Abdomen
S332XXA,2,General
S3330XA,3,General
S3339XA,3,5
S334XXA,1,General
S335XXA,1,Abdomen
S336XXA,1,General
S338XXA,1,General
S339XXA,1,5
S3401XA,3,Abdomen
S3402XA,3,Abdomen
S34101A,3,Abdomen
S34102A,3,Abdomen
S34103A,3,Abdomen
S34104A,3,Abdomen
S34105A,3,Abdomen
S34109A,3,Abdomen
S34111A,3,Abdomen
S34112A,3,Abdomen
S34113A,3,Abdomen
S34114A,3,Abdomen
S34115A,3,Abdomen
S34119A,3,Abdomen
S34121A,3,Abdomen
S34122A,3,Abdomen
S34123A,3,Abdomen
S34124A,3,Abdomen
S34125A,3,Abdomen
S34129A,3,Abdomen
S34131A,3,Abdomen
S34132A,3,Abdomen
S34139A,3,Abdomen
S3421XA,2,Abdomen
S3422XA,2,Abdomen
S343XXA,3,Abdomen
S344XXA,2,Abdomen
S345XXA,2,Abdomen
S346XXA,2,Abdomen
S348XXA,2,Abdomen
S349XXA,2,5
S3500XA,4,Abdomen
S3501XA,4,Abdomen
S3502XA,4,Abdomen
S3509XA,4,Abdomen
S3510XA,3,Abdomen
S3511XA,3,Abdomen
S3512XA,3,Abdomen
S3519XA,3,Abdomen
S35211A,3,Abdomen
S35212A,3,Abdomen
S35218A,3,Abdomen
S35219A,3,Abdomen
S35221A,3,Abdomen
S35222A,3,Abdomen
S35228A,3,Abdomen
S35229A,3,Abdomen
S35231A,3,Abdomen
S35232A,3,Abdomen
S35238A,3,Abdomen
S35239A,3,Abdomen
S35291A,3,Abdomen
S35292A,3,Abdomen
S35298A,3,Abdomen
S35299A,3,Abdomen
S35311A,3,Abdomen
S35318A,3,Abdomen
S35319A,3,Abdomen
S35321A,3,Abdomen
S35328A,3,Abdomen
S35329A,3,Abdomen
S35331A,3,Abdomen
S35338A,3,Abdomen
S35339A,3,Abdomen
S35341A,3,Abdomen
S35348A,3,Abdomen
S35349A,3,Abdomen
S35401A,3,Abdomen
S35402A,3,Abdomen
S35403A,3,Abdomen
S35404A,3,Abdomen
S35405A,3,Abdomen
S35406A,3,Abdomen
S35411A,3,Abdomen
S35412A,3,Abdomen
S35413A,3,Abdomen
S35414A,3,Abdomen
S35415A,3,Abdomen
S35416A,3,Abdomen
S35491A,3,Abdomen
S35492A,3,Abdomen
S35493A,3,Abdomen
S35494A,3,Abdomen
S35495A,3,Abdomen
S35496A,3,Abdomen
S3550XA,3,Abdomen
S35511A,3,Abdomen
S35512A,3,Abdomen
S35513A,3,Abdomen
S35514A,3,Abdomen
S35515A,3,Abdomen
S35516A,3,Abdomen
S35531A,3,Abdomen
S35532A,3,Abdomen
S35533A,3,Abdomen
S35534A,3,Abdomen
S35535A,3,Abdomen
S35536A,3,Abdomen
S3559XA,3,Abdomen
S358X1A,3,Abdomen
S358X8A,3,Abdomen
S358X9A,3,Abdomen
S3590XA,3,Abdomen
S3591XA,3,Abdomen
S3599XA,3,Abdomen
S3600XA,2,Abdomen
S36020A,2,Abdomen
S36021A,2,Abdomen
S36029A,2,Abdomen
S36030A,2,Abdomen
S36031A,4,Abdomen
S36032A,5,Abdomen
S36039A,2,Abdomen
S3609XA,2,Abdomen
S36112A,2,Abdomen
S36113A,2,Abdomen
S36114A,2,Abdomen
S36115A,3,Abdomen
S36116A,4,Abdomen
S36118A,2,Abdomen
S36119A,2,Abdomen
S36122A,2,Abdomen
S36123A,2,Abdomen
S36128A,2,Abdomen
S36129A,2,Abdomen
S3613XA,2,Abdomen
S36200A,2,Abdomen
S36201A,2,Abdomen
S36202A,2,Abdomen
S36209A,2,Abdomen
S36220A,2,Abdomen
S36221A,2,Abdomen
S36222A,2,Abdomen
S36229A,2,Abdomen
S36230A,2,Abdomen
S36231A,2,Abdomen
S36232A,2,Abdomen
S36239A,2,Abdomen
S36240A,2,Abdomen
S36241A,2,Abdomen
S36242A,2,Abdomen
S36249A,2,Abdomen
S36250A,2,Abdomen
S36251A,2,Abdomen
S36252A,2,Abdomen
S36259A,2,Abdomen
S36260A,2,Abdomen
S36261A,2,Abdomen
S36262A,2,Abdomen
S36269A,2,Abdomen
S36290A,2,Abdomen
S36291A,2,Abdomen
S36292A,2,Abdomen
S36299A,2,Abdomen
S3630XA,2,Abdomen
S3632XA,2,Abdomen
S3633XA,2,Abdomen
S3639XA,2,Abdomen
S36400A,2,Abdomen
S36408A,2,Abdomen
S36409A,2,Abdomen
S36410A,2,Abdomen
S36418A,2,Abdomen
S36419A,2,Abdomen
S36420A,2,Abdomen
S36428A,2,Abdomen
S36429A,2,Abdomen
S36430A,2,Abdomen
S36438A,2,Abdomen
S36439A,2,Abdomen
S36490A,2,Abdomen
S36498A,2,Abdomen
S36499A,2,Abdomen
S36500A,2,Abdomen
S36501A,2,Abdomen
S36502A,2,Abdomen
S36503A,2,Abdomen
S36508A,2,Abdomen
S36509A,2,Abdomen
S36510A,2,Abdomen
S36511A,2,Abdomen
S36512A,2,Abdomen
S36513A,2,Abdomen
S36518A,2,Abdomen
S36519A,2,Abdomen
S36520A,2,Abdomen
S36521A,2,Abdomen
S36522A,2,Abdomen
S36523A,2,Abdomen
S36528A,2,Abdomen
S36529A,2,Abdomen
S36530A,2,Abdomen
S36531A,2,Abdomen
S36532A,2,Abdomen
S36533A,2,Abdomen
S36538A,2,Abdomen
S36539A,2,Abdomen
S36590A,2,Abdomen
S36591A,2,Abdomen
S36592A,2,Abdomen
S36593A,2,Abdomen
S36598A,2,Abdomen
S36599A,2,Abdomen
S3660XA,2,Abdomen
S3661XA,2,Abdomen
S3662XA,2,Abdomen
S3663XA,2,Abdomen
S3669XA,2,Abdomen
S3681XA,3,Abdomen
S36892A,2,Abdomen
S36893A,2,Abdomen
S36898A,2,Abdomen
S36899A,2,Abdomen
S3690XA,1,Abdomen
S3692XA,1,Abdomen
S3693XA,1,Abdomen
S3699XA,1,Abdomen
S37001A,2,Abdomen
S37002A,2,Abdomen
S37009A,2,Abdomen
S37011A,2,Abdomen
S37012A,2,Abdomen
S37019A,2,Abdomen
S37021A,2,Abdomen
S37022A,2,Abdomen
S37029A,2,Abdomen
S37031A,2,Abdomen
S37032A,2,Abdomen
S37039A,2,Abdomen
S37041A,2,Abdomen
S37042A,2,Abdomen
S37049A,2,Abdomen
S37051A,2,Abdomen
S37052A,2,Abdomen
S37059A,2,Abdomen
S37061A,5,Abdomen
S37062A,5,Abdomen
S37069A,5,Abdomen
S37091A,5,Abdomen
S37092A,5,Abdomen
S37099A,5,Abdomen
S3710XA,2,Abdomen
S3712XA,2,Abdomen
S3713XA,2,Abdomen
S3719XA,2,Abdomen
S3720XA,2,Abdomen
S3722XA,2,Abdomen
S3723XA,2,Abdomen
S3729XA,2,Abdomen
S3730XA,2,Abdomen
S3732XA,2,Abdomen
S3733XA,2,Abdomen
S3739XA,2,Abdomen
S37401A,2,Abdomen
S37402A,2,Abdomen
S37409A,2,Abdomen
S37421A,2,Abdomen
S37422A,2,Abdomen
S37429A,2,Abdomen
S37431A,2,Abdomen
S37432A,2,Abdomen
S37439A,2,Abdomen
S37491A,2,Abdomen
S37492A,2,Abdomen
S37499A,2,Abdomen
S37501A,2,Abdomen
S37502A,2,Abdomen
S37509A,2,Abdomen
S37511A,2,Abdomen
S37512A,2,Abdomen
S37519A,2,Abdomen
S37521A,2,Abdomen
S37522A,2,Abdomen
S37529A,2,Abdomen
S37531A,2,Abdomen
S37532A,2,Abdomen
S37539A,2,Abdomen
S37591A,2,Abdomen
S37592A,2,Abdomen
S37599A,2,Abdomen
S3760XA,2,Abdomen
S3762XA,2,Abdomen
S3763XA,2,Abdomen
S3769XA,2,Abdomen
S37812A,1,Abdomen
S37813A,1,Abdomen
S37818A,1,Abdomen
S37819A,1,Abdomen
S37822A,2,Abdomen
S37823A,2,Abdomen
S37828A,2,Abdomen
S37829A,2,Abdomen
S37892A,2,Abdomen
S37893A,2,Abdomen
S37898A,2,Abdomen
S37899A,2,Abdomen
S3790XA,2,Abdomen
S3792XA,2,Abdomen
S3793XA,2,Abdomen
S3799XA,2,Abdomen
S38001A,2,Abdomen
S38002A,2,Abdomen
S3801XA,2,Abdomen
S3802XA,2,Abdomen
S3803XA,2,Abdomen
S381XXA,1,Chest
S38211A,1,Abdomen
S38212A,1,Abdomen
S38221A,1,General
S38222A,1,General
S38231A,1,Abdomen
S38232A,1,Abdomen
S383XXA,1,General
S39001A,1,Abdomen
S39002A,1,General
S39003A,1,General
S39011A,1,General
S39012A,1,General
S39013A,1,General
S39021A,1,Abdomen
S39022A,1,Abdomen
S39023A,1,Abdomen
S39091A,1,Abdomen
S39092A,1,General
S39093A,1,General
S3981XA,1,Abdomen
S3982XA,1,General
S3983XA,1,General
S39840A,1,Abdomen
S39848A,1,Abdomen
S3991XA,1,Abdomen
S3992XA,1,General
S3993XA,1,General
S3994XA,1,Abdomen
S40011A,1,General
S40012A,1,General
S40019A,1,General
S40021A,1,General
S40022A,1,General
S40029A,1,General
S40211A,1,General
S40212A,1,General
S40219A,1,General
S40221A,1,General
S40222A,1,General
S40229A,1,General
S40241A,1,General
S40242A,1,General
S40249A,1,General
S40251A,1,General
S40252A,1,General
S40259A,1,General
S40261A,1,General
S40262A,1,General
S40269A,1,General
S40271A,1,General
S40272A,1,General
S40279A,1,General
S40811A,1,General
S40812A,1,General
S40819A,1,General
S40821A,1,General
S40822A,1,General
S40829A,1,General
S40841A,1,General
S40842A,1,General
S40849A,1,General
S40851A,1,General
S40852A,1,General
S40859A,1,General
S40861A,1,General
S40862A,1,General
S40869A,1,General
S40871A,1,General
S40872A,1,General
S40879A,1,General
S40911A,1,General
S40912A,1,General
S40919A,1,General
S40921A,1,General
S40922A,1,General
S40929A,1,General
S41001A,1,General
S41002A,1,General
S41009A,1,General
S41011A,1,General
S41012A,1,General
S41019A,1,General
S41021A,1,General
S41022A,1,General
S41029A,1,General
S41031A,1,General
S41032A,1,General
S41039A,1,General
S41041A,1,General
S41042A,1,General
S41049A,1,General
S41051A,1,General
S41052A,1,General
S41059A,1,General
S41101A,1,General
S41102A,1,General
S41109A,1,General
S41111A,1,General
S41112A,1,General
S41119A,1,General
S41121A,2,General
S41122A,2,General
S41129A,2,General
S41131A,1,General
S41132A,1,General
S41139A,1,General
S41141A,2,General
S41142A,2,General
S41149A,2,General
S41151A,1,General
S41152A,1,General
S41159A,1,General
S42001A,2,General
S42002A,2,General
S42009A,2,General
S42011A,2,General
S42012A,2,General
S42013A,2,General
S42014A,2,General
S42015A,2,General
S42016A,2,General
S42017A,2,General
S42018A,2,General
S42019A,2,General
S42021A,2,General
S42022A,2,General
S42023A,2,General
S42024A,2,General
S42025A,2,General
S42026A,2,General
S42031A,2,General
S42032A,2,General
S42033A,2,General
S42034A,2,General
S42035A,2,General
S42036A,2,General
S42101A,2,General
S42102A,2,General
S42109A,2,General
S42111A,2,General
S42112A,2,General
S42113A,2,General
S42114A,2,General
S42115A,2,General
S42116A,2,General
S42121A,2,General
S42122A,2,General
S42123A,2,General
S42124A,2,General
S42125A,2,General
S42126A,2,General
S42131A,2,General
S42132A,2,General
S42133A,2,General
S42134A,2,General
S42135A,2,General
S42136A,2,General
S42141A,2,General
S42142A,2,General
S42143A,2,General
S42144A,2,General
S42145A,2,General
S42146A,2,General
S42151A,2,General
S42152A,2,General
S42153A,2,General
S42154A,2,General
S42155A,2,General
S42156A,2,General
S42191A,2,General
S42192A,2,General
S42199A,2,General
S42201A,2,General
S42202A,2,General
S42209A,2,General
S42211A,2,General
S42212A,2,General
S42213A,2,General
S42214A,2,General
S42215A,2,General
S42216A,2,General
S42221A,2,General
S42222A,2,General
S42223A,2,General
S42224A,2,General
S42225A,2,General
S42226A,2,General
S42231A,2,General
S42232A,2,General
S42239A,2,General
S42241A,2,General
S42242A,2,General
S42249A,2,General
S42251A,2,General
S42252A,2,General
S42253A,2,General
S42254A,2,General
S42255A,2,General
S42256A,2,General
S42261A,2,General
S42262A,2,General
S42263A,2,General
S42264A,2,General
S42265A,2,General
S42266A,2,General
S42271A,2,General
S42272A,2,General
S42279A,2,General
S42291A,2,General
S42292A,2,General
S42293A,2,General
S42294A,2,General
S42295A,2,General
S42296A,2,General
S42301A,2,General
S42302A,2,General
S42309A,2,General
S42311A,2,General
S42312A,2,General
S42319A,2,General
S42321A,2,General
S42322A,2,General
S42323A,2,General
S42324A,2,General
S42325A,2,General
S42326A,2,General
S42331A,2,General
S42332A,2,General
S42333A,2,General
S42334A,2,General
S42335A,2,General
S42336A,2,General
S42341A,2,General
S42342A,2,General
S42343A,2,General
S42344A,2,General
S42345A,2,General
S42346A,2,General
S42351A,2,General
S42352A,2,General
S42353A,2,General
S42354A,2,General
S42355A,2,General
S42356A,2,General
S42361A,2,General
S42362A,2,General
S42363A,2,General
S42364A,2,General
S42365A,2,General
S42366A,2,General
S42391A,2,General
S42392A,2,General
S42399A,2,General
S42401A,2,General
S42402A,2,General
S42409A,2,General
S42411A,2,General
S42412A,2,General
S42413A,2,General
S42414A,2,General
S42415A,2,General
S42416A,2,General
S42421A,2,General
S42422A,2,General
S42423A,2,General
S42424A,2,General
S42425A,2,General
S42426A,2,General
S42431A,2,General
S42432A,2,General
S42433A,2,General
S42434A,2,General
S42435A,2,General
S42436A,2,General
S42441A,2,General
S42442A,2,General
S42443A,2,General
S42444A,2,General
S42445A,2,General
S42446A,2,General
S42447A,2,General
S42448A,2,General
S42449A,2,General
S42451A,2,General
S42452A,2,General
S42453A,2,General
S42454A,2,General
S42455A,2,General
S42456A,2,General
S42461A,2,General
S42462A,2,General
S42463A,2,General
S42464A,2,General
S42465A,2,General
S42466A,2,General
S42471A,2,General
S42472A,2,General
S42473A,2,General
S42474A,2,General
S42475A,2,General
S42476A,2,General
S42481A,2,General
S42482A,2,General
S42489A,2,General
S42491A,2,General
S42492A,2,General
S42493A,2,General
S42494A,2,General
S42495A,2,General
S42496A,2,General
S4290XA,2,General
S4291XA,2,General
S4292XA,2,General
S43001A,2,General
S43002A,2,General
S43003A,2,General
S43004A,2,General
S43005A,2,General
S43006A,2,General
S43011A,2,General
S43012A,2,General
S43013A,2,General
S43014A,2,General
S43015A,2,General
S43016A,2,General
S43021A,2,General
S43022A,2,General
S43023A,2,General
S43024A,2,General
S43025A,2,General
S43026A,2,General
S43031A,2,General
S43032A,2,General
S43033A,2,General
S43034A,2,General
S43035A,2,General
S43036A,2,General
S43081A,2,General
S43082A,2,General
S43083A,2,General
S43084A,2,General
S43085A,2,General
S43086A,2,General
S43101A,2,General
S43102A,2,General
S43109A,2,General
S43111A,2,General
S43112A,2,General
S43119A,2,General
S43121A,2,General
S43122A,2,General
S43129A,2,General
S43131A,2,General
S43132A,2,General
S43139A,2,General
S43141A,2,General
S43142A,2,General
S43149A,2,General
S43151A,2,General
S43152A,2,General
S43159A,2,General
S43201A,2,Chest
S43202A,2,Chest
S43203A,2,Chest
S43204A,2,Chest
S43205A,2,Chest
S43206A,2,Chest
S43211A,2,Chest
S43212A,2,Chest
S43213A,2,Chest
S43214A,2,Chest
S43215A,2,Chest
S43216A,2,Chest
S43221A,2,Chest
S43222A,2,Chest
S43223A,2,Chest
S43224A,2,Chest
S43225A,2,Chest
S43226A,2,Chest
S43301A,2,General
S43302A,2,General
S43303A,2,General
S43304A,2,General
S43305A,2,General
S43306A,2,General
S43311A,2,General
S43312A,2,General
S43313A,2,General
S43314A,2,General
S43315A,2,General
S43316A,2,General
S43391A,2,General
S43392A,2,General
S43393A,2,General
S43394A,2,General
S43395A,2,General
S43396A,2,General
S43401A,1,General
S43402A,1,General
S43409A,1,General
S43411A,2,General
S43412A,2,General
S43419A,2,General
S43421A,1,General
S43422A,1,General
S43429A,1,General
S43431A,2,General
S43432A,2,General
S43439A,2,General
S43491A,1,General
S43492A,1,General
S43499A,1,General
S4350XA,1,General
S4351XA,1,General
S4352XA,1,General
S4360XA,1,General
S4361XA,1,General
S4362XA,1,General
S4380XA,1,General
S4381XA,1,General
S4382XA,1,General
S4390XA,1,General
S4391XA,1,General
S4392XA,1,General
S4400XA,2,General
S4401XA,2,General
S4402XA,2,General
S4410XA,2,General
S4411XA,2,General
S4412XA,2,General
S4420XA,2,General
S4421XA,2,General
S4422XA,2,General
S4430XA,2,General
S4431XA,2,General
S4432XA,2,General
S4440XA,2,General
S4441XA,2,General
S4442XA,2,General
S4450XA,2,General
S4451XA,2,General
S4452XA,2,General
S448X1A,2,General
S448X2A,2,General
S448X9A,2,General
S4490XA,1,5
S4491XA,1,5
S4492XA,1,5
S45001A,2,General
S45002A,2,General
S45009A,2,General
S45011A,2,General
S45012A,2,General
S45019A,2,General
S45091A,2,General
S45092A,2,General
S45099A,2,General
S45101A,3,General
S45102A,3,General
S45109A,3,General
S45111A,3,General
S45112A,3,General
S45119A,3,General
S45191A,3,General
S45192A,3,General
S45199A,3,General
S45201A,2,General
S45202A,2,General
S45209A,2,General
S45211A,2,General
S45212A,2,General
S45219A,2,General
S45291A,2,General
S45292A,2,General
S45299A,2,General
S45301A,1,General
S45302A,1,General
S45309A,1,General
S45311A,1,General
S45312A,1,General
S45319A,1,General
S45391A,1,General
S45392A,1,General
S45399A,1,General
S45801A,1,5
S45802A,1,5
S45809A,1,5
S45811A,1,5
S45812A,1,5
S45819A,1,5
S45891A,1,5
S45892A,1,5
S45899A,1,5
S45901A,1,General
S45902A,1,General
S45909A,1,General
S45911A,1,General
S45912A,1,General
S45919A,1,General
S45991A,1,General
S45992A,1,General
S45999A,1,General
S46001A,1,General
S46002A,1,General
S46009A,1,General
S46011A,1,General
S46012A,1,General
S46019A,1,General
S46021A,1,General
S46022A,1,General
S46029A,1,General
S46091A,1,General
S46092A,1,General
