"dx","severity","issbr"
"S31001",5,"Extremities"
"S31010",2,"Extremities"
"S31011",2,"Extremities"
"S31020",3,"Extremities"
"S31021",1,"Extremities"
"S31030",1,"Extremities"
"S31031",1,"Extremities"
"S31040",5,"Extremities"
"S31041",3,"Extremities"
"S31100",1,"Abdomen"
"S31101",1,"Abdomen"
"S31102",1,"Abdomen"
"S31103",1,"Abdomen"
"S31104",5,"Abdomen"
"S31105",3,"Abdomen"
"S31109",1,"Abdomen"
"S31110",1,"Abdomen"
"S31111",1,"Abdomen"
"S31112",2,"Abdomen"
"S31113",2,"Abdomen"
"S31114",1,"Abdomen"
"S31115",1,"Abdomen"
"S31119",2,"Abdomen"
"S31120",1,"Abdomen"
"S31121",1,"Abdomen"
"S31122",2,"Abdomen"
"S31123",3,"Abdomen"
"S31124",2,"Abdomen"
"S31125",4,"Abdomen"
"S31129",3,"Abdomen"
"S31130",1,"Abdomen"
"S31131",1,"Abdomen"
"S31132",1,"Abdomen"
"S31133",1,"Abdomen"
"S31134",1,"Abdomen"
"S31135",2,"Abdomen"
"S31139",1,"Abdomen"
"S31140",4,"Abdomen"
"S31141",1,"Abdomen"
"S31142",3,"Abdomen"
"S31143",1,"Abdomen"
"S31144",1,"Abdomen"
"S31145",2,"Abdomen"
"S31149",1,"Abdomen"
"S31150",1,"Abdomen"
"S31152",1,"Abdomen"
"S31153",1,"Abdomen"
"S31159",1,"Abdomen"
"S3120",1,"Abdomen"
"S3121",1,"Abdomen"
"S3122",1,"Abdomen"
"S3123",1,"Abdomen"
"S3124",1,"Abdomen"
"S3125",1,"Abdomen"
"S3130",1,"Abdomen"
"S3131",1,"Abdomen"
"S3132",1,"Abdomen"
"S3133",3,"Abdomen"
"S3134",3,"Abdomen"
"S3135",1,"Abdomen"
"S3140",1,"Abdomen"
"S3141",1,"Abdomen"
"S3142",1,"Abdomen"
"S3143",1,"Abdomen"
"S3144",1,"Abdomen"
"S31501",1,"Abdomen"
"S31502",1,"Abdomen"
"S31511",1,"Abdomen"
"S31512",1,"Abdomen"
"S31522",1,"Abdomen"
"S31531",1,"Abdomen"
"S31541",1,"Abdomen"
"S31600",5,"Abdomen"
"S31601",3,"Abdomen"
"S31602",1,"Abdomen"
"S31603",1,"Abdomen"
"S31604",1,"Abdomen"
"S31605",1,"Abdomen"
"S31609",4,"Abdomen"
"S31610",1,"Abdomen"
"S31611",3,"Abdomen"
"S31612",1,"Abdomen"
"S31613",4,"Abdomen"
"S31614",3,"Abdomen"
"S31615",3,"Abdomen"
"S31619",3,"Abdomen"
"S31620",2,"Abdomen"
"S31621",5,"Abdomen"
"S31622",3,"Abdomen"
"S31623",1,"Abdomen"
"S31624",1,"Abdomen"
"S31625",1,"Abdomen"
"S31629",5,"Abdomen"
"S31630",1,"Abdomen"
"S31631",2,"Abdomen"
"S31632",1,"Abdomen"
"S31633",5,"Abdomen"
"S31634",3,"Abdomen"
"S31635",1,"Abdomen"
"S31639",3,"Abdomen"
"S31640",2,"Abdomen"
"S31641",4,"Abdomen"
"S31643",3,"Abdomen"
"S31644",4,"Abdomen"
"S31645",1,"Abdomen"
"S31649",2,"Abdomen"
"S31801",1,"Abdomen"
"S31802",1,"Abdomen"
"S31803",2,"Abdomen"
"S31804",1,"Abdomen"
"S31809",2,"Abdomen"
"S31811",1,"Abdomen"
"S31812",1,"Abdomen"
"S31813",1,"Abdomen"
"S31814",2,"Abdomen"
"S31815",1,"Abdomen"
"S31819",1,"Abdomen"
"S31821",3,"Abdomen"
"S31822",1,"Abdomen"
"S31823",3,"Abdomen"
"S31824",3,"Abdomen"
"S31825",1,"Abdomen"
"S31829",1,"Abdomen"
"S31831",1,"Abdomen"
"S31832",3,"Abdomen"
"S31839",5,"Abdomen"
"S32000",1,"Abdomen"
"S32001",1,"Abdomen"
"S32002",1,"Abdomen"
"S32008",1,"Abdomen"
"S32009",1,"Abdomen"
"S32010",2,"Abdomen"
"S32011",1,"Abdomen"
"S32012",1,"Abdomen"
"S32018",1,"Abdomen"
"S32019",1,"Abdomen"
"S32020",1,"Abdomen"
"S32021",1,"Abdomen"
"S32022",1,"Abdomen"
"S32028",1,"Abdomen"
"S32029",1,"Abdomen"
"S32030",1,"Abdomen"
"S32031",1,"Abdomen"
"S32032",1,"Abdomen"
"S32038",1,"Abdomen"
"S32039",1,"Abdomen"
"S32040",1,"Abdomen"
"S32041",2,"Abdomen"
"S32042",1,"Abdomen"
"S32048",1,"Abdomen"
"S32049",1,"Abdomen"
"S32050",1,"Abdomen"
"S32051",2,"Abdomen"
"S32052",1,"Abdomen"
"S32058",1,"Abdomen"
"S32059",1,"Abdomen"
"S3210",1,"General"
"S32110",1,"General"
"S32111",1,"General"
"S32112",3,"General"
"S32119",1,"General"
"S32120",1,"General"
"S32121",1,"General"
"S32122",1,"General"
"S32129",1,"General"
"S32130",1,"General"
"S32131",1,"General"
"S32132",2,"General"
"S32139",2,"General"
"S3214",1,"General"
"S3215",1,"General"
"S3216",1,"General"
"S3217",1,"General"
"S3219",1,"General"
"S322",1,"General"
"S32301",1,"Extremities"
"S32302",1,"Extremities"
"S32309",2,"Extremities"
"S32311",1,"Extremities"
"S32312",1,"Extremities"
"S32313",1,"Extremities"
"S32314",1,"Extremities"
"S32315",2,"Extremities"
"S32391",2,"Extremities"
"S32392",2,"Extremities"
"S32399",4,"Extremities"
"S32401",1,"Extremities"
"S32402",1,"Extremities"
"S32409",1,"Extremities"
"S32411",1,"Extremities"
"S32412",1,"Extremities"
"S32413",1,"Extremities"
"S32414",1,"Extremities"
"S32415",1,"Extremities"
"S32416",5,"Extremities"
"S32421",1,"Extremities"
"S32422",1,"Extremities"
"S32423",1,"Extremities"
"S32424",1,"Extremities"
"S32425",1,"Extremities"
"S32426",1,"Extremities"
"S32431",1,"Extremities"
"S32432",1,"Extremities"
"S32433",1,"Extremities"
"S32434",1,"Extremities"
"S32435",3,"Extremities"
"S32436",5,"Extremities"
"S32441",1,"Extremities"
"S32442",1,"Extremities"
"S32443",1,"Extremities"
"S32444",1,"Extremities"
"S32445",1,"Extremities"
"S32446",1,"Extremities"
"S32451",1,"Extremities"
"S32452",1,"Extremities"
"S32453",1,"Extremities"
"S32454",2,"Extremities"
"S32455",1,"Extremities"
"S32456",1,"Extremities"
"S32461",1,"Extremities"
"S32462",1,"Extremities"
"S32464",5,"Extremities"
"S32465",1,"Extremities"
"S32471",1,"Extremities"
"S32472",1,"Extremities"
"S32473",1,"Extremities"
"S32474",1,"Extremities"
"S32475",1,"Extremities"
"S32476",1,"Extremities"
"S32481",1,"Extremities"
"S32482",5,"Extremities"
"S32484",1,"Extremities"
"S32485",1,"Extremities"
"S32491",1,"Extremities"
"S32492",1,"Extremities"
"S32499",1,"Extremities"
"S32501",2,"Extremities"
"S32502",2,"Extremities"
"S32509",1,"Extremities"
"S32511",1,"Extremities"
"S32512",2,"Extremities"
"S32519",3,"Extremities"
"S32591",1,"Extremities"
"S32592",1,"Extremities"
"S32599",2,"Extremities"
"S32601",3,"Extremities"
"S32602",2,"Extremities"
"S32609",1,"Extremities"
"S32611",1,"Extremities"
"S32612",1,"Extremities"
"S32614",1,"Extremities"
"S32615",1,"Extremities"
"S32616",1,"Extremities"
"S32691",2,"Extremities"
"S32692",2,"Extremities"
"S32699",1,"Extremities"
"S32810",2,"Extremities"
"S32811",2,"Extremities"
"S3282",1,"Extremities"
"S3289",1,"Extremities"
"S329",2,"Abdomen"
"S330",1,"Abdomen"
"S33101",1,"Abdomen"
"S33111",1,"Abdomen"
"S33120",1,"Abdomen"
"S33121",1,"Abdomen"
"S33130",1,"Abdomen"
"S33131",1,"Abdomen"
"S33140",1,"Abdomen"
"S33141",1,"Abdomen"
"S332",1,"General"
"S3330",1,"Abdomen"
"S3339",1,"Abdomen"
"S334",2,"Extremities"
"S335",1,"Abdomen"
"S336",1,"Extremities"
"S338",1,"Abdomen"
"S339",1,"Abdomen"
"S3401",1,"Abdomen"
"S34101",1,"Abdomen"
"S34102",1,"Abdomen"
"S34103",2,"Abdomen"
"S34104",1,"Abdomen"
"S34105",1,"Abdomen"
"S34109",1,"Abdomen"
"S34111",3,"Abdomen"
"S34112",1,"Abdomen"
"S34119",1,"Abdomen"
"S34121",3,"Abdomen"
"S34122",1,"Abdomen"
"S34123",1,"Abdomen"
"S34124",2,"Abdomen"
"S34125",1,"Abdomen"
"S34129",1,"Abdomen"
"S34139",1,"General"
"S3421",1,"Abdomen"
"S3422",1,"General"
"S343",1,"General"
"S344",1,"Extremities"
"S345",1,"Abdomen"
"S346",1,"Abdomen"
"S348",1,"Abdomen"
"S349",1,"Abdomen"
"S3500",5,"Abdomen"
"S3501",5,"Abdomen"
"S3502",5,"Abdomen"
"S3509",1,"Abdomen"
"S3510",4,"Abdomen"
"S3511",3,"Abdomen"
"S3512",5,"Abdomen"
"S3519",2,"Abdomen"
"S35211",1,"Abdomen"
"S35212",1,"Abdomen"
"S35218",1,"Abdomen"
"S35219",5,"Abdomen"
"S35221",3,"Abdomen"
"S35222",5,"Abdomen"
"S35228",1,"Abdomen"
"S35229",3,"Abdomen"
"S35231",1,"Abdomen"
"S35232",3,"Abdomen"
"S35239",5,"Abdomen"
"S35291",1,"Abdomen"
"S35292",3,"Abdomen"
"S35298",1,"Abdomen"
"S35299",3,"Abdomen"
"S35311",4,"Abdomen"
"S35319",5,"Abdomen"
"S35321",3,"Abdomen"
"S35328",1,"Abdomen"
"S35329",4,"Abdomen"
"S35331",5,"Abdomen"
"S35339",3,"Abdomen"
"S35341",3,"Abdomen"
"S35348",1,"Abdomen"
"S35401",3,"Abdomen"
"S35402",1,"Abdomen"
"S35403",1,"Abdomen"
"S35404",1,"Abdomen"
"S35405",1,"Abdomen"
"S35406",5,"Abdomen"
"S35411",3,"Abdomen"
"S35412",3,"Abdomen"
"S35413",5,"Abdomen"
"S35414",3,"Abdomen"
"S35415",3,"Abdomen"
"S35416",1,"Abdomen"
"S35491",1,"Abdomen"
"S35492",1,"Abdomen"
"S35493",1,"Abdomen"
"S35494",2,"Abdomen"
"S3550",1,"Abdomen"
"S35511",5,"Abdomen"
"S35512",3,"Abdomen"
"S35513",4,"Abdomen"
"S35514",5,"Abdomen"
"S35515",3,"Abdomen"
"S35516",5,"Abdomen"
"S35531",3,"Abdomen"
"S35532",3,"Abdomen"
"S3559",1,"Abdomen"
"S358",3,"Abdomen"
"S3590",4,"Abdomen"
"S3591",5,"Abdomen"
"S3599",1,"Abdomen"
"S3600",1,"Abdomen"
"S36020",1,"Abdomen"
"S36021",1,"Abdomen"
"S36029",2,"Abdomen"
"S36030",1,"Abdomen"
"S36031",2,"Abdomen"
"S36032",3,"Abdomen"
"S36039",2,"Abdomen"
"S3609",3,"Abdomen"
"S36112",2,"Abdomen"
"S36113",3,"Abdomen"
"S36114",1,"Abdomen"
"S36115",2,"Abdomen"
"S36116",3,"Abdomen"
"S36118",4,"Abdomen"
"S36119",2,"Abdomen"
"S36122",2,"Abdomen"
"S36123",1,"Abdomen"
"S36128",1,"Abdomen"
"S36129",3,"Abdomen"
"S3613",1,"Abdomen"
"S36200",2,"Abdomen"
"S36201",5,"Abdomen"
"S36202",1,"Abdomen"
"S36209",3,"Abdomen"
"S36220",1,"Abdomen"
"S36221",5,"Abdomen"
"S36222",3,"Abdomen"
"S36229",3,"Abdomen"
"S36230",2,"Abdomen"
"S36231",1,"Abdomen"
"S36232",1,"Abdomen"
"S36239",3,"Abdomen"
"S36240",1,"Abdomen"
"S36241",1,"Abdomen"
"S36242",3,"Abdomen"
"S36249",1,"Abdomen"
"S36250",5,"Abdomen"
"S36251",1,"Abdomen"
"S36252",1,"Abdomen"
"S36259",1,"Abdomen"
"S36260",5,"Abdomen"
"S36261",3,"Abdomen"
"S36262",1,"Abdomen"
"S36269",1,"Abdomen"
"S36290",1,"Abdomen"
"S36291",1,"Abdomen"
"S36292",2,"Abdomen"
"S36299",1,"Abdomen"
"S3630",4,"Abdomen"
"S3632",3,"Abdomen"
"S3633",3,"Abdomen"
"S3639",3,"Abdomen"
"S36400",3,"Abdomen"
"S36408",3,"Abdomen"
"S36409",1,"Abdomen"
"S36410",1,"Abdomen"
"S36418",5,"Abdomen"
"S36419",1,"Abdomen"
"S36420",2,"Abdomen"
"S36428",2,"Abdomen"
"S36429",3,"Abdomen"
"S36430",3,"Abdomen"
"S36438",2,"Abdomen"
"S36439",3,"Abdomen"
"S36490",2,"Abdomen"
"S36498",1,"Abdomen"
"S36499",4,"Abdomen"
"S36500",3,"Abdomen"
"S36501",2,"Abdomen"
"S36502",3,"Abdomen"
"S36503",4,"Abdomen"
"S36508",5,"Abdomen"
"S36509",3,"Abdomen"
"S36510",5,"Abdomen"
"S36511",1,"Abdomen"
"S36512",1,"Abdomen"
"S36513",1,"Abdomen"
"S36519",1,"Abdomen"
"S36520",2,"Abdomen"
"S36521",3,"Abdomen"
"S36522",2,"Abdomen"
"S36523",1,"Abdomen"
"S36528",2,"Abdomen"
"S36529",3,"Abdomen"
"S36530",1,"Abdomen"
"S36531",4,"Abdomen"
"S36532",2,"Abdomen"
"S36533",2,"Abdomen"
"S36538",2,"Abdomen"
"S36539",3,"Abdomen"
"S36590",2,"Abdomen"
"S36591",1,"Abdomen"
"S36592",2,"Abdomen"
"S36593",3,"Abdomen"
"S36598",2,"Abdomen"
"S36599",5,"Abdomen"
"S3660",1,"Abdomen"
"S3661",1,"Abdomen"
"S3662",1,"Abdomen"
"S3663",2,"Abdomen"
"S3669",1,"Abdomen"
"S3681",2,"Abdomen"
"S36892",2,"Abdomen"
"S36893",2,"Abdomen"
"S36898",2,"Abdomen"
"S36899",3,"Abdomen"
"S3690",4,"Abdomen"
"S3692",1,"Abdomen"
"S3693",1,"Abdomen"
"S3699",5,"Abdomen"
"S37001",1,"Abdomen"
"S37002",3,"Abdomen"
"S37009",3,"Abdomen"
"S37011",1,"Abdomen"
"S37012",2,"Abdomen"
"S37019",1,"Abdomen"
"S37021",1,"Abdomen"
"S37022",1,"Abdomen"
"S37029",2,"Abdomen"
"S37031",3,"Abdomen"
"S37032",2,"Abdomen"
"S37039",1,"Abdomen"
"S37041",1,"Abdomen"
"S37042",1,"Abdomen"
"S37049",1,"Abdomen"
"S37051",1,"Abdomen"
"S37052",1,"Abdomen"
"S37059",1,"Abdomen"
"S37061",3,"Abdomen"
"S37062",2,"Abdomen"
"S37069",2,"Abdomen"
"S37091",4,"Abdomen"
"S37092",3,"Abdomen"
"S37099",1,"Abdomen"
"S3710",2,"Abdomen"
"S3712",1,"Abdomen"
"S3713",1,"Abdomen"
"S3719",1,"Abdomen"
"S3720",4,"Abdomen"
"S3722",2,"Abdomen"
"S3723",2,"Abdomen"
"S3729",1,"Abdomen"
"S3730",1,"Abdomen"
"S3732",1,"Abdomen"
"S3733",1,"Abdomen"
"S3739",1,"Abdomen"
"S37421",1,"Abdomen"
"S37431",1,"Abdomen"
"S37439",1,"Abdomen"
"S37521",1,"Abdomen"
"S37522",1,"Abdomen"
"S3760",1,"Abdomen"
"S3762",2,"Abdomen"
"S3763",3,"Abdomen"
"S3769",1,"Abdomen"
"S37812",1,"Abdomen"
"S37813",2,"Abdomen"
"S37818",2,"Abdomen"
"S37819",1,"Abdomen"
"S37823",3,"Abdomen"
"S37892",2,"Abdomen"
"S37893",2,"Abdomen"
"S37898",1,"Abdomen"
"S37899",3,"Abdomen"
"S3790",2,"Abdomen"
"S3792",1,"Abdomen"
"S3799",1,"Abdomen"
"S38001",1,"Abdomen"
"S3802",1,"Abdomen"
"S381",3,"Abdomen"
"S38221",1,"Abdomen"
"S38222",1,"Abdomen"
"S38231",1,"Abdomen"
"S38232",1,"Abdomen"
"S39001",1,"Abdomen"
"S39003",5,"Extremities"
"S39011",2,"Abdomen"
"S39012",1,"Extremities"
"S39013",1,"Extremities"
"S39021",2,"Abdomen"
"S39022",1,"Extremities"
"S39023",3,"Extremities"
"S39091",1,"Abdomen"
"S39092",1,"Extremities"
"S39093",1,"Extremities"
"S3981",3,"Abdomen"
"S3982",1,"Extremities"
"S3983",1,"Extremities"
"S39840",1,"Abdomen"
"S39848",1,"Abdomen"
"S3991",3,"Abdomen"
"S3992",1,"Extremities"
"S3993",3,"Extremities"
"S3994",1,"Abdomen"
"S40011",1,"Extremities"
"S40012",2,"Extremities"
"S40019",1,"Extremities"
"S40021",2,"Extremities"
"S40022",2,"Extremities"
"S40029",2,"Extremities"
"S40211",1,"Extremities"
"S40212",1,"Extremities"
"S40219",1,"Extremities"
"S40811",1,"Extremities"
"S40812",1,"Extremities"
"S40819",3,"Extremities"
"S40841",4,"Extremities"
"S40851",1,"Extremities"
"S40869",1,"Extremities"
"S40872",1,"Extremities"
"S40911",1,"Extremities"
"S40912",1,"Extremities"
"S40919",1,"Extremities"
"S40921",3,"Extremities"
"S40922",1,"Extremities"
"S40929",1,"Extremities"
"S41001",2,"Extremities"
"S41002",3,"Extremities"
"S41009",3,"Extremities"
"S41011",1,"Extremities"
"S41012",1,"Extremities"
"S41019",1,"Extremities"
"S41021",5,"Extremities"
"S41022",1,"Extremities"
"S41029",2,"Extremities"
"S41031",2,"Extremities"
"S41032",1,"Extremities"
"S41039",5,"Extremities"
"S41041",1,"Extremities"
"S41042",5,"Extremities"
"S41051",1,"Extremities"
"S41052",1,"Extremities"
"S41059",1,"Extremities"
"S41101",3,"Extremities"
"S41102",3,"Extremities"
"S41109",3,"Extremities"
"S41111",2,"Extremities"
"S41112",1,"Extremities"
"S41119",1,"Extremities"
"S41121",1,"Extremities"
"S41122",2,"Extremities"
"S41129",1,"Extremities"
"S41131",3,"Extremities"
"S41132",1,"Extremities"
"S41139",1,"Extremities"
"S41141",3,"Extremities"
"S41142",3,"Extremities"
"S41149",1,"Extremities"
"S41151",1,"Extremities"
"S41152",1,"Extremities"
"S41159",1,"Extremities"
"S42001",2,"Extremities"
"S42002",2,"Extremities"
"S42009",2,"Extremities"
"S42011",1,"Extremities"
"S42012",3,"Extremities"
"S42013",1,"Extremities"
"S42014",1,"Extremities"
"S42015",1,"Extremities"
"S42016",1,"Extremities"
"S42017",2,"Extremities"
"S42018",2,"Extremities"
"S42019",1,"Extremities"
"S42021",1,"Extremities"
"S42022",1,"Extremities"
"S42023",1,"Extremities"
"S42024",1,"Extremities"
"S42025",1,"Extremities"
"S42026",2,"Extremities"
"S42031",1,"Extremities"
"S42032",2,"Extremities"
"S42033",2,"Extremities"
"S42034",1,"Extremities"
"S42035",1,"Extremities"
"S42036",2,"Extremities"
"S42101",2,"Extremities"
"S42102",1,"Extremities"
"S42109",2,"Extremities"
"S42111",1,"Extremities"
"S42112",1,"Extremities"
"S42113",2,"Extremities"
"S42114",1,"Extremities"
"S42115",2,"Extremities"
"S42116",3,"Extremities"
"S42121",1,"Extremities"
"S42122",1,"Extremities"
"S42123",1,"Extremities"
"S42124",1,"Extremities"
"S42125",2,"Extremities"
"S42126",1,"Extremities"
"S42131",1,"Extremities"
"S42132",1,"Extremities"
"S42133",1,"Extremities"
"S42134",1,"Extremities"
"S42135",1,"Extremities"
"S42136",1,"Extremities"
"S42141",2,"Extremities"
"S42142",2,"Extremities"
"S42143",1,"Extremities"
"S42144",1,"Extremities"
"S42145",1,"Extremities"
"S42151",1,"Extremities"
"S42152",3,"Extremities"
"S42153",1,"Extremities"
"S42154",1,"Extremities"
"S42155",1,"Extremities"
"S42156",2,"Extremities"
"S42191",1,"Extremities"
"S42192",1,"Extremities"
"S42199",1,"Extremities"
"S42201",2,"Extremities"
"S42202",2,"Extremities"
"S42209",3,"Extremities"
"S42211",1,"Extremities"
"S42212",3,"Extremities"
"S42213",1,"Extremities"
"S42214",3,"Extremities"
"S42215",1,"Extremities"
"S42216",1,"Extremities"
"S42221",1,"Extremities"
"S42222",1,"Extremities"
"S42223",1,"Extremities"
"S42224",1,"Extremities"
"S42225",1,"Extremities"
"S42231",1,"Extremities"
"S42232",1,"Extremities"
"S42239",2,"Extremities"
"S42241",1,"Extremities"
"S42242",1,"Extremities"
"S42251",1,"Extremities"
"S42252",2,"Extremities"
"S42253",1,"Extremities"
"S42254",1,"Extremities"
"S42255",1,"Extremities"
"S42256",1,"Extremities"
"S42261",5,"Extremities"
"S42262",1,"Extremities"
"S42264",1,"Extremities"
"S42265",1,"Extremities"
"S42272",1,"Extremities"
"S42291",3,"Extremities"
"S42292",1,"Extremities"
"S42293",1,"Extremities"
"S42294",1,"Extremities"
"S42295",4,"Extremities"
"S42296",3,"Extremities"
"S42301",4,"Extremities"
"S42302",2,"Extremities"
"S42309",5,"Extremities"
"S42311",1,"Extremities"
"S42312",1,"Extremities"
"S42321",1,"Extremities"
"S42322",1,"Extremities"
"S42323",1,"Extremities"
"S42324",1,"Extremities"
"S42325",1,"Extremities"
"S42331",1,"Extremities"
"S42332",1,"Extremities"
"S42334",1,"Extremities"
"S42335",1,"Extremities"
"S42341",1,"Extremities"
"S42342",2,"Extremities"
"S42344",1,"Extremities"
"S42345",1,"Extremities"
"S42351",1,"Extremities"
"S42352",1,"Extremities"
"S42353",1,"Extremities"
"S42354",1,"Extremities"
"S42355",1,"Extremities"
"S42361",1,"Extremities"
"S42362",1,"Extremities"
"S42363",1,"Extremities"
"S42364",1,"Extremities"
"S42365",1,"Extremities"
"S42391",2,"Extremities"
"S42392",1,"Extremities"
"S42399",1,"Extremities"
"S42401",1,"Extremities"
"S42402",1,"Extremities"
"S42409",1,"Extremities"
"S42411",1,"Extremities"
"S42412",1,"Extremities"
"S42413",4,"Extremities"
"S42414",1,"Extremities"
"S42415",1,"Extremities"
"S42416",5,"Extremities"
"S42421",1,"Extremities"
"S42422",1,"Extremities"
"S42423",1,"Extremities"
"S42424",1,"Extremities"
"S42425",1,"Extremities"
"S42431",1,"Extremities"
"S42432",1,"Extremities"
"S42433",1,"Extremities"
"S42434",3,"Extremities"
"S42435",1,"Extremities"
"S42441",1,"Extremities"
"S42442",1,"Extremities"
"S42443",1,"Extremities"
"S42444",1,"Extremities"
"S42445",1,"Extremities"
"S42447",1,"Extremities"
"S42448",1,"Extremities"
"S42451",1,"Extremities"
"S42452",1,"Extremities"
"S42453",1,"Extremities"
"S42454",1,"Extremities"
"S42455",1,"Extremities"
"S42456",1,"Extremities"
"S42461",1,"Extremities"
"S42462",1,"Extremities"
"S42464",1,"Extremities"
"S42465",1,"Extremities"
"S42466",5,"Extremities"
"S42471",1,"Extremities"
"S42472",1,"Extremities"
"S42473",2,"Extremities"
"S42474",1,"Extremities"
"S42475",1,"Extremities"
"S42476",1,"Extremities"
"S42481",1,"Extremities"
"S42491",1,"Extremities"
"S42492",1,"Extremities"
"S42494",2,"Extremities"
"S42495",1,"Extremities"
"S42496",1,"Extremities"
"S4290",1,"Extremities"
"S4291",1,"Extremities"
"S4292",1,"Extremities"
"S43001",1,"Extremities"
"S43002",3,"Extremities"
"S43003",1,"Extremities"
"S43004",1,"Extremities"
"S43005",2,"Extremities"
"S43006",2,"Extremities"
"S43011",1,"Extremities"
"S43012",1,"Extremities"
"S43013",1,"Extremities"
"S43014",1,"Extremities"
"S43015",1,"Extremities"
"S43016",1,"Extremities"
"S43021",1,"Extremities"
"S43022",1,"Extremities"
"S43023",1,"Extremities"
"S43024",1,"Extremities"
"S43025",1,"Extremities"
"S43026",1,"Extremities"
"S43031",1,"Extremities"
"S43032",1,"Extremities"
"S43034",1,"Extremities"
"S43035",1,"Extremities"
"S43036",1,"Extremities"
"S43081",1,"Extremities"
"S43082",1,"Extremities"
"S43083",4,"Extremities"
"S43084",1,"Extremities"
"S43085",1,"Extremities"
"S43086",1,"Extremities"
"S43101",1,"Extremities"
"S43102",1,"Extremities"
"S43109",1,"Extremities"
"S43111",1,"Extremities"
"S43112",1,"Extremities"
"S43119",1,"Extremities"
"S43121",1,"Extremities"
"S43122",1,"Extremities"
"S43131",1,"Extremities"
"S43132",1,"Extremities"
"S43141",1,"Extremities"
"S43142",1,"Extremities"
"S43152",1,"Extremities"
"S43201",1,"Chest"
"S43202",1,"Chest"
"S43203",4,"Chest"
"S43204",1,"Chest"
"S43205",1,"Chest"
"S43206",1,"Chest"
"S43211",1,"Chest"
"S43212",1,"Chest"
"S43214",1,"Chest"
"S43215",1,"Chest"
"S43221",1,"Chest"
"S43222",1,"Chest"
"S43224",1,"Chest"
"S43225",1,"Chest"
"S43302",1,"Extremities"
"S43304",1,"Extremities"
"S43305",1,"Extremities"
"S43306",1,"Extremities"
"S43314",3,"Extremities"
"S43315",1,"Extremities"
"S43391",1,"Extremities"
"S43395",1,"Extremities"
"S43401",1,"Extremities"
"S43402",1,"Extremities"
"S43409",1,"Extremities"
"S43411",1,"Extremities"
"S43412",1,"Extremities"
"S43419",1,"Extremities"
"S43421",2,"Extremities"
"S43422",1,"Extremities"
"S43429",1,"Extremities"
"S43431",1,"Extremities"
"S43432",1,"Extremities"
"S43491",1,"Extremities"
"S43492",1,"Extremities"
"S43499",1,"Extremities"
"S4350",1,"Extremities"
"S4351",1,"Extremities"
"S4352",1,"Extremities"
"S4361",1,"Extremities"
"S4380",1,"Extremities"
"S4381",1,"Extremities"
"S4382",1,"Extremities"
"S4390",1,"Extremities"
"S4391",1,"Extremities"
"S4392",1,"Extremities"
"S4400",1,"Extremities"
"S4401",1,"Extremities"
"S4402",1,"Extremities"
"S4410",1,"Extremities"
"S4411",1,"Extremities"
"S4412",1,"Extremities"
"S4420",1,"Extremities"
"S4421",1,"Extremities"
"S4422",1,"Extremities"
"S4430",1,"Extremities"
"S4431",1,"Extremities"
"S4432",1,"Extremities"
"S4442",1,"Extremities"
"S4451",1,"Extremities"
"S448",1,"Extremities"
"S4490",5,"Extremities"
"S4491",1,"Extremities"
"S4492",1,"Extremities"
"S45001",1,"Extremities"
"S45002",1,"Extremities"
"S45009",1,"Extremities"
"S45011",1,"Extremities"
"S45012",3,"Extremities"
"S45091",1,"Extremities"
"S45092",1,"Extremities"
"S45101",1,"Extremities"
"S45109",1,"Extremities"
"S45111",1,"Extremities"
"S45112",2,"Extremities"
"S45119",1,"Extremities"
"S45191",1,"Extremities"
"S45192",1,"Extremities"
"S45201",1,"Extremities"
"S45202",1,"Extremities"
"S45209",3,"Extremities"
"S45211",1,"Extremities"
"S45212",1,"Extremities"
"S45291",1,"Extremities"
"S45292",1,"Extremities"
"S45309",1,"Extremities"
"S45311",1,"Extremities"
"S45312",1,"Extremities"
"S45319",1,"Extremities"
"S45392",1,"Extremities"
"S45802",1,"Extremities"
"S45811",1,"Extremities"
"S45812",3,"Extremities"
"S45892",1,"Extremities"
"S45901",1,"Extremities"
"S45909",1,"Extremities"
"S45911",3,"Extremities"
"S45919",1,"Extremities"
"S46001",1,"Extremities"
"S46009",1,"Extremities"
"S46011",1,"Extremities"
"S46012",1,"Extremities"
"S46019",1,"Extremities"
"S46021",1,"Extremities"
"S46022",1,"Extremities"
"S46091",1,"Extremities"
"S46092",1,"Extremities"
"S46102",1,"Extremities"
"S46111",1,"Extremities"
"S46112",1,"Extremities"
"S46121",1,"Extremities"
"S46122",1,"Extremities"
"S46191",1,"Extremities"
"S46201",1,"Extremities"
"S46211",1,"Extremities"
"S46212",1,"Extremities"
"S46221",1,"Extremities"
"S46222",1,"Extremities"
"S46229",1,"Extremities"
"S46291",1,"Extremities"
"S46292",1,"Extremities"
"S46301",1,"Extremities"
"S46302",3,"Extremities"
"S46311",1,"Extremities"
"S46312",1,"Extremities"
"S46319",1,"Extremities"
"S46321",1,"Extremities"
"S46322",1,"Extremities"
"S46391",1,"Extremities"
"S46392",1,"Extremities"
"S46399",1,"Extremities"
"S46801",1,"Extremities"
"S46802",1,"Extremities"
"S46811",1,"Extremities"
"S46812",1,"Extremities"
"S46821",1,"Extremities"
"S46822",3,"Extremities"
"S46829",1,"Extremities"
