dx,icd_10,issbr,hmp,hma,sev,icdn
S11.81XA,S11.81,Head/Neck,0.017241379,0.039999999,1,200
S11.82XA,S11.82,Head/Neck,0.13333334,0.166666672,4,30
S11.83XA,S11.83,Head/Neck,0.030303031,0.018518519,1,54
S11.84XA,S11.84,Head/Neck,0.142857149,0.105263159,4,19
S11.85XA,S11.85,Head/Neck,0,0,1,2
S11.89XA,S11.89,Head/Neck,0,0,1,8
S11.90XA,S11.90,Head/Neck,0.06818182,0.091836736,3,98
S11.91XA,S11.91,Head/Neck,0.053571429,0.07692308,2,143
S11.92XA,S11.92,Head/Neck,0,0,1,11
S11.93XA,S11.93,Head/Neck,0.071428575,0.081632651,3,49
S11.94XA,S11.94,Head/Neck,0.25,0.214285716,5,14
S11.95XA,S11.95,Head/Neck,0,0,1,5
S12.000A,S12.000,Head/Neck,0.15625,0.1328125,4,128
S12.001A,S12.001,Head/Neck,0.068965517,0.132653058,3,98
S12.01XA,S12.01,Head/Neck,0,0.04255319,1,47
S12.02XA,S12.02,Head/Neck,0.222222224,0.1875,5,16
S12.030A,S12.030,Head/Neck,0.043478262,0.144927531,3,69
S12.031A,S12.031,Head/Neck,0,0.095238097,1,63
S12.040A,S12.040,Head/Neck,0.125,0.09259259,4,54
S12.041A,S12.041,Head/Neck,0,0.059999999,1,50
S12.090A,S12.090,Head/Neck,0.071428575,0.135922328,3,103
S12.091A,S12.091,Head/Neck,0.037037037,0.05882353,2,85
S12.100A,S12.100,Head/Neck,0,0.051502146,1,233
S12.101A,S12.101,Head/Neck,0,0.044642858,1,224
S12.110A,S12.110,Head/Neck,0.017241379,0.096969694,2,165
S12.111A,S12.111,Head/Neck,0.150000006,0.123076923,4,65
S12.112A,S12.112,Head/Neck,0.013888889,0.066265061,1,166
S12.120A,S12.120,Head/Neck,0.121212125,0.147368416,4,95
S12.121A,S12.121,Head/Neck,0.055555556,0.05882353,2,68
S12.130A,S12.130,Head/Neck,0,0,1,4
S12.14XA,S12.14,Head/Neck,0.142857149,0.088235296,4,34
S12.150A,S12.150,Head/Neck,0.333333343,0.166666672,5,6
S12.151A,S12.151,Head/Neck,0,0,1,12
S12.190A,S12.190,Head/Neck,0.041666668,0.078313254,2,166
S12.191A,S12.191,Head/Neck,0.020833334,0.094202898,2,138
S12.200A,S12.200,Head/Neck,0.07692308,0.114942528,3,87
S12.201A,S12.201,Head/Neck,0.052631579,0.059701491,2,67
S12.230A,S12.230,Head/Neck,1,1,6,1
S12.231A,S12.231,Head/Neck,0,0,1,4
S12.24XA,S12.24,Head/Neck,0,0,1,1
S12.250A,S12.250,Head/Neck,0,0,1,7
S12.251A,S12.251,Head/Neck,0,0,1,9
S12.290A,S12.290,Head/Neck,0.0625,0.129870132,3,77
S12.291A,S12.291,Head/Neck,0,0.057142857,1,70
S12.300A,S12.300,Head/Neck,0,0.054263566,1,129
S12.301A,S12.301,Head/Neck,0.111111112,0.102564104,4,78
S12.330A,S12.330,Head/Neck,0,0,1,1
S12.331A,S12.331,Head/Neck,0,0,1,3
S12.350A,S12.350,Head/Neck,0,0.166666672,2,6
S12.351A,S12.351,Head/Neck,0,0,1,4
S12.390A,S12.390,Head/Neck,0,0.121212125,1,99
S12.391A,S12.391,Head/Neck,0.047619049,0.074468084,2,94
S12.400A,S12.400,Head/Neck,0.043478262,0.071038254,2,183
S12.401A,S12.401,Head/Neck,0,0.048,1,125
S12.430A,S12.430,Head/Neck,0,1,5,1
S12.431A,S12.431,Head/Neck,0,0,1,3
S12.44XA,S12.44,Head/Neck,0,0,1,4
S12.450A,S12.450,Head/Neck,0,0.07692308,1,13
S12.451A,S12.451,Head/Neck,0,0,1,3
S12.490A,S12.490,Head/Neck,0,0.069230773,1,130
S12.491A,S12.491,Head/Neck,0,0.069767445,1,129
S12.500A,S12.500,Head/Neck,0.014285714,0.086466163,1,266
S12.501A,S12.501,Head/Neck,0.033333335,0.02538071,2,197
S12.530A,S12.530,Head/Neck,0,0.25,2,8
S12.531A,S12.531,Head/Neck,0,0,1,2
S12.54XA,S12.54,Head/Neck,0,0,1,3
S12.550A,S12.550,Head/Neck,0,0.07692308,1,13
S12.551A,S12.551,Head/Neck,0,0.07692308,1,13
S12.590A,S12.590,Head/Neck,0.03125,0.064814813,2,216
S12.591A,S12.591,Head/Neck,0.052631579,0.091346152,3,208
S12.600A,S12.600,Head/Neck,0.02739726,0.055214725,2,326
S12.601A,S12.601,Head/Neck,0.01369863,0.035714287,1,280
S12.630A,S12.630,Head/Neck,0,0.25,2,8
S12.631A,S12.631,Head/Neck,0,0,1,1
S12.64XA,S12.64,Head/Neck,0,0,1,2
S12.650A,S12.650,Head/Neck,0,0,1,8
S12.651A,S12.651,Head/Neck,0,0.041666668,1,24
S12.690A,S12.690,Head/Neck,0.015873017,0.086792454,2,265
S12.691A,S12.691,Head/Neck,0.015151516,0.100000001,2,300
S12.8XXA,S12.8,Head/Neck,0.055555556,0.229508191,3,61
S12.9XXA,S12.9,Head/Neck,0.036585364,0.09589041,2,219
S13.0XXA,S13.0,Head/Neck,0,0.037037037,1,27
S13.100A,S13.100,Head/Neck,0,0.166666672,2,6
S13.101A,S13.101,Head/Neck,0.142857149,0.071428575,4,28
S13.110A,S13.110,Head/Neck,0,0.3125,3,16
S13.111A,S13.111,Head/Neck,0,0.5,4,32
S13.120A,S13.120,Head/Neck,0,0.125,1,24
S13.121A,S13.121,Head/Neck,0,0.206896558,2,29
S13.130A,S13.130,Head/Neck,0,0.083333336,1,12
S13.131A,S13.131,Head/Neck,0,0.166666672,2,6
S13.140A,S13.140,Head/Neck,0,0.047619049,1,21
S13.141A,S13.141,Head/Neck,0,0,1,14
S13.150A,S13.150,Head/Neck,0,0.111111112,1,27
S13.151A,S13.151,Head/Neck,0,0.041666668,1,24
S13.160A,S13.160,Head/Neck,0,0.074074075,1,27
S13.161A,S13.161,Head/Neck,0,0.06666667,1,30
S13.170A,S13.170,Head/Neck,0,0,1,14
S13.171A,S13.171,Head/Neck,0,0,1,23
S13.180A,S13.180,Head/Neck,0,0,1,4
S13.181A,S13.181,Head/Neck,0,0.5,4,4
S13.20XA,S13.20,Head/Neck,0,0,1,1
S13.29XA,S13.29,Head/Neck,0,0.333333343,3,3
S13.4XXA,S13.4,Head/Neck,0.004640371,0.014610389,1,1232
S13.5XXA,S13.5,Head/Neck,0,0,1,1
S13.8XXA,S13.8,Head/Neck,0,0.01,1,200
S13.9XXA,S13.9,Head/Neck,0,0,1,63
S14.0XXA,S14.0,Head/Neck,0,0.049382716,1,81
S14.101A,S14.101,Head/Neck,0,0.13333334,1,15
S14.102A,S14.102,Head/Neck,0.142857149,0.111111112,4,27
S14.103A,S14.103,Head/Neck,0,0.13333334,1,15
S14.104A,S14.104,Head/Neck,0,0.137254909,1,51
S14.105A,S14.105,Head/Neck,0,0.027027028,1,37
S14.106A,S14.106,Head/Neck,0,0.090909094,1,33
S14.107A,S14.107,Head/Neck,0.25,0.166666672,5,24
S14.108A,S14.108,Head/Neck,0,0.200000003,2,5
S14.109A,S14.109,Head/Neck,0,0.104166664,1,48
S14.111A,S14.111,Head/Neck,0,0.727272749,4,11
S14.112A,S14.112,Head/Neck,0,0.428571433,3,7
S14.113A,S14.113,Head/Neck,1,0.444444448,5,9
S14.114A,S14.114,Head/Neck,0.333333343,0.375,5,24
S14.115A,S14.115,Head/Neck,0.333333343,0.045454547,5,22
S14.116A,S14.116,Head/Neck,0.200000003,0.173913047,4,23
S14.117A,S14.117,Head/Neck,0,0.100000001,1,10
S14.118A,S14.118,Head/Neck,1,1,6,4
S14.119A,S14.119,Head/Neck,0,0.5,4,4
S14.121A,S14.121,Head/Neck,0.5,0.125,5,8
S14.122A,S14.122,Head/Neck,0.125,0.105263159,4,19
S14.123A,S14.123,Head/Neck,0,0.015873017,1,63
S14.124A,S14.124,Head/Neck,0,0.016949153,1,59
S14.125A,S14.125,Head/Neck,0,0.017241379,1,58
S14.126A,S14.126,Head/Neck,0.25,0.064516127,5,31
S14.127A,S14.127,Head/Neck,0,0,1,13
S14.128A,S14.128,Head/Neck,0,0,1,4
S14.129A,S14.129,Head/Neck,0,0,1,24
S14.132A,S14.132,Head/Neck,0,0,1,3
S14.133A,S14.133,Head/Neck,0,0.5,4,2
S14.134A,S14.134,Head/Neck,0,0,1,2
S14.135A,S14.135,Head/Neck,0,0,1,6
S14.136A,S14.136,Head/Neck,0,0,1,4
S14.137A,S14.137,Head/Neck,0,0.5,4,2
S14.141A,S14.141,Head/Neck,0,0,1,1
S14.142A,S14.142,Head/Neck,0,0,1,3
S14.143A,S14.143,Head/Neck,0,0,1,1
S14.145A,S14.145,Head/Neck,0,0,1,1
S14.146A,S14.146,Head/Neck,0,0,1,2
S14.149A,S14.149,Head/Neck,0,0.142857149,1,21
S14.151A,S14.151,Head/Neck,0,0.111111112,1,9
S14.152A,S14.152,Head/Neck,0,0,1,8
S14.153A,S14.153,Head/Neck,0,0,1,13
S14.154A,S14.154,Head/Neck,0,0.100000001,1,30
S14.155A,S14.155,Head/Neck,0,0.034482758,1,29
S14.156A,S14.156,Head/Neck,0,0.074074075,1,27
S14.157A,S14.157,Head/Neck,0,0.07692308,1,13
S14.158A,S14.158,Head/Neck,0,0,1,1
S14.159A,S14.159,Head/Neck,0.5,0.285714298,5,7
S14.2XXA,S14.2,Head/Neck,0,0,1,18
S14.3XXA,S14.3,Extremities,0,0.015384615,1,65
S14.4XXA,S14.4,Head/Neck,0,0,1,2
S14.5XXA,S14.5,Head/Neck,0,0,1,2
S14.8XXA,S14.8,Head/Neck,0,0.142857149,1,7
S14.9XXA,S14.9,Head/Neck,0,0,1,7
S15.001A,S15.001,Head/Neck,0.333333343,0.15384616,5,13
S15.002A,S15.002,Head/Neck,0,0.3125,3,16
S15.009A,S15.009,Head/Neck,0,0.400000006,3,15
S15.011A,S15.011,Head/Neck,0,0,1,16
S15.012A,S15.012,Head/Neck,0,0,1,16
S15.019A,S15.019,Head/Neck,0,0,1,1
S15.021A,S15.021,Head/Neck,0,0.428571433,3,14
S15.022A,S15.022,Head/Neck,0,0.307692319,3,13
S15.029A,S15.029,Head/Neck,0,0.333333343,3,6
S15.091A,S15.091,Head/Neck,0,0.15625,2,32
S15.092A,S15.092,Head/Neck,0,0.285714298,2,28
S15.099A,S15.099,Head/Neck,0,0,1,7
S15.101A,S15.101,Head/Neck,0,0.137931034,1,29
S15.102A,S15.102,Head/Neck,0,0.172413796,2,29
S15.109A,S15.109,Head/Neck,0,0.166666672,2,6
S15.111A,S15.111,Head/Neck,0,0.200000003,2,15
S15.112A,S15.112,Head/Neck,0,0.071428575,1,14
S15.119A,S15.119,Head/Neck,0,0.25,2,4
S15.121A,S15.121,Head/Neck,0,0.181818187,2,11
S15.122A,S15.122,Head/Neck,0,0,1,9
S15.129A,S15.129,Head/Neck,0,0.333333343,3,3
S15.191A,S15.191,Head/Neck,0,0.200000003,2,40
S15.192A,S15.192,Head/Neck,0,0.127659574,1,47
S15.199A,S15.199,Head/Neck,0,0.083333336,1,12
S15.201A,S15.201,Head/Neck,0,0,1,1
S15.209A,S15.209,Head/Neck,0,0.166666672,2,6
S15.211A,S15.211,Head/Neck,0,0,1,3
S15.212A,S15.212,Head/Neck,0,0,1,7
S15.219A,S15.219,Head/Neck,0,0,1,3
S15.221A,S15.221,Head/Neck,0,0.166666672,2,6
S15.222A,S15.222,Head/Neck,0,0,1,4
S15.229A,S15.229,Head/Neck,0,0.333333343,3,3
S15.291A,S15.291,Head/Neck,0,0,1,2
S15.292A,S15.292,Head/Neck,0,0,1,3
S15.301A,S15.301,Head/Neck,0,0,1,2
S15.302A,S15.302,Head/Neck,0,0,1,3
S15.309A,S15.309,Head/Neck,0,0.5,4,4
S15.311A,S15.311,Head/Neck,0,0,1,3
S15.312A,S15.312,Head/Neck,0,0,1,6
S15.321A,S15.321,Head/Neck,0,0.75,4,4
S15.322A,S15.322,Head/Neck,0,0,1,6
S15.329A,S15.329,Head/Neck,0,0.25,2,4
S15.391A,S15.391,Head/Neck,0,0.5,4,2
S15.392A,S15.392,Head/Neck,0,0.25,2,4
S15.8XXA,S15.8,Head/Neck,0.400000006,0.125,5,40
S15.9XXA,S15.9,Head/Neck,0.166666672,0.06666667,4,15
S16.1XXA,S16.1,Head/Neck,0.00625,0.005037783,1,397
S16.2XXA,S16.2,Head/Neck,0.100000001,0.071428575,3,28
S16.8XXA,S16.8,Head/Neck,0,0.166666672,2,12
S16.9XXA,S16.9,Head/Neck,0,0,1,1
S17.0XXA,S17.0,Head/Neck,0,0.333333343,3,3
S17.9XXA,S17.9,Head/Neck,1,1,6,2
S19.80XA,S19.80,Head/Neck,0.166666672,0.166666672,4,12
S19.81XA,S19.81,Head/Neck,0,0,1,9
S19.82XA,S19.82,Head/Neck,0.333333343,0.166666672,5,6
S19.83XA,S19.83,Head/Neck,0,0,1,5
S19.84XA,S19.84,Head/Neck,0,0.285714298,2,7
S19.85XA,S19.85,Head/Neck,0,0.142857149,1,7
S19.89XA,S19.89,Head/Neck,0.200000003,0.257142872,5,35
S19.9XXA,S19.9,Head/Neck,0,0.054347824,1,184
S20.00XA,S20.00,Chest,0,0,1,9
S20.01XA,S20.01,Chest,0.035714287,0.06122449,2,49
S20.02XA,S20.02,Chest,0.055555556,0.07692308,2,39
S20.111A,S20.111,Chest,0.25,0.230769232,5,13
S20.112A,S20.112,Chest,0,0.200000003,2,15
S20.119A,S20.119,Chest,0,0,1,5
S20.20XA,S20.20,Chest,0.012875536,0.055,1,600
S20.211A,S20.211,Chest,0.01369863,0.038575668,1,337
S20.212A,S20.212,Chest,0.026490066,0.052486189,2,362
S20.219A,S20.219,Chest,0.037453182,0.063100137,2,729
S20.221A,S20.221,Chest,0.043478262,0.0625,2,48
S20.222A,S20.222,Chest,0,0.063829787,1,47
S20.229A,S20.229,Chest,0.083333336,0.044776119,3,67
S20.301A,S20.301,Chest,0.5,0.25,5,4
S20.302A,S20.302,Chest,0,0,1,2
S20.309A,S20.309,Chest,0,0.333333343,3,6
S20.311A,S20.311,Chest,0.071428575,0.094999999,3,200
S20.312A,S20.312,Chest,0,0.069868997,1,229
S20.319A,S20.319,Chest,0.06122449,0.090909094,3,220
S20.401A,S20.401,Chest,0,0,1,3
S20.402A,S20.402,Chest,0,0,1,1
S20.409A,S20.409,Chest,0,0,1,4
S20.411A,S20.411,Chest,0.0625,0.121951222,3,123
S20.412A,S20.412,Chest,0,0.119999997,1,125
S20.419A,S20.419,Chest,0,0.050359711,1,139
S20.452A,S20.452,Chest,0,0,1,1
S20.90XA,S20.90,Chest,0.200000003,0.285714298,5,7
S20.91XA,S20.91,Chest,0.040816326,0.067415729,2,267
S21.002A,S21.002,Chest,0,0,1,1
S21.009A,S21.009,Chest,0,0,1,1
S21.011A,S21.011,Chest,0,0,1,5
S21.012A,S21.012,Chest,0,0,1,6
S21.021A,S21.021,Chest,0,0,1,1
S21.022A,S21.022,Chest,0,0,1,2
S21.031A,S21.031,Chest,0,0,1,2
S21.041A,S21.041,Chest,1,1,6,1
S21.052A,S21.052,Chest,0,0,1,1
S21.101A,S21.101,Chest,0.07692308,0.07692308,3,39
S21.102A,S21.102,Chest,0.05882353,0.103448279,3,29
S21.109A,S21.109,Chest,0.148148149,0.142857149,4,119
S21.111A,S21.111,Chest,0,0.053763442,1,93
S21.112A,S21.112,Chest,0.034482758,0.048543688,2,103
S21.119A,S21.119,Chest,0,0.115384616,1,26
S21.121A,S21.121,Chest,0,0,1,6
S21.122A,S21.122,Chest,0,0,1,9
S21.129A,S21.129,Chest,0.363636374,0.423076928,5,26
S21.131A,S21.131,Chest,0,0.017857144,1,56
S21.132A,S21.132,Chest,0.03125,0.057692308,2,52
S21.139A,S21.139,Chest,0.142857149,0.15384616,4,13
S21.141A,S21.141,Chest,0,0,1,9
S21.142A,S21.142,Chest,0.111111112,0.100000001,4,10
S21.149A,S21.149,Chest,1,0.5,5,2
S21.151A,S21.151,Chest,0,0,1,2
S21.152A,S21.152,Chest,0,0,1,1
S21.201A,S21.201,Chest,0,0,1,16
S21.202A,S21.202,Chest,0,0.090909094,1,11
S21.209A,S21.209,Chest,0,0,1,16
S21.211A,S21.211,Chest,0,0.017241379,1,58
S21.212A,S21.212,Chest,0,0.021276595,1,47
S21.219A,S21.219,Chest,0.06666667,0.029411765,2,34
S21.221A,S21.221,Chest,0,0,1,6
S21.222A,S21.222,Chest,0,0,1,5
S21.229A,S21.229,Chest,0,0,1,4
S21.231A,S21.231,Chest,0,0,1,25
S21.232A,S21.232,Chest,0,0.055555556,1,18
S21.239A,S21.239,Chest,0.166666672,0.06666667,4,15
S21.241A,S21.241,Chest,0,0,1,10
S21.242A,S21.242,Chest,0,0,1,7
S21.249A,S21.249,Chest,0,0,1,2
S21.259A,S21.259,Chest,0,0,1,4
S21.301A,S21.301,Chest,0.375,0.388888896,5,18
S21.302A,S21.302,Chest,0.411764711,0.304347813,5,23
S21.309A,S21.309,Chest,0.18965517,0.202702701,4,74
S21.311A,S21.311,Chest,0.230769232,0.173913047,5,23
S21.312A,S21.312,Chest,0.111111112,0.190476194,4,42
S21.319A,S21.319,Chest,0,0.200000003,2,5
S21.321A,S21.321,Chest,0,0,1,10
S21.322A,S21.322,Chest,0.5,0.357142866,5,14
S21.331A,S21.331,Chest,0.214285716,0.222222224,5,18
S21.332A,S21.332,Chest,0.206896558,0.216216221,5,37
S21.339A,S21.339,Chest,0,0.5,4,4
S21.341A,S21.341,Chest,0.454545468,0.571428597,5,14
S21.342A,S21.342,Chest,0.25,0.388888896,5,18
S21.349A,S21.349,Chest,0.5,0.666666687,5,3
S21.401A,S21.401,Chest,0.5,0.333333343,5,3
S21.402A,S21.402,Chest,0,0,1,4
S21.409A,S21.409,Chest,0,0.5,4,2
S21.411A,S21.411,Chest,0,0,1,8
S21.412A,S21.412,Chest,0.111111112,0.157894731,4,19
S21.419A,S21.419,Chest,1,0.5,5,2
S21.421A,S21.421,Chest,0,0,1,6
S21.422A,S21.422,Chest,0,0,1,4
S21.429A,S21.429,Chest,0,0,1,1
S21.431A,S21.431,Chest,0,0.100000001,1,10
S21.432A,S21.432,Chest,0,0.13333334,1,15
S21.439A,S21.439,Chest,0,0,1,1
S21.441A,S21.441,Chest,0,0.125,1,8
S21.442A,S21.442,Chest,0.400000006,0.333333343,5,6
S21.90XA,S21.90,Chest,0.090909094,0.222222224,4,18
S21.91XA,S21.91,Chest,0.113207549,0.161616161,4,99
S21.92XA,S21.92,Chest,0,0,1,4
S21.93XA,S21.93,Chest,0.142857149,0.166666672,4,30
S21.94XA,S21.94,Chest,0.400000006,0.444444448,5,9
S21.95XA,S21.95,Chest,0,0,1,1
S22.000A,S22.000,Chest,0.032258064,0.056603774,2,53
S22.001A,S22.001,Chest,0,0,1,21
S22.002A,S22.002,Chest,0,0.375,3,8
S22.008A,S22.008,Chest,0,0.078125,1,64
S22.009A,S22.009,Chest,0.022026431,0.067028984,2,552
S22.010A,S22.010,Chest,0,0.046153847,1,65
S22.011A,S22.011,Chest,0,0.068965517,1,29
S22.012A,S22.012,Chest,0,0,1,4
S22.018A,S22.018,Chest,0,0.088328078,1,317
S22.019A,S22.019,Chest,0,0.079710148,1,138
S22.020A,S22.020,Chest,0,0.072463766,1,69
S22.021A,S22.021,Chest,0,0.05882353,1,34
S22.022A,S22.022,Chest,0,0.166666672,2,6
S22.028A,S22.028,Chest,0.083333336,0.095693782,3,209
S22.029A,S22.029,Chest,0,0.032967035,1,91
S22.030A,S22.030,Chest,0,0.046296295,1,108
S22.031A,S22.031,Chest,0,0.071428575,1,42
S22.032A,S22.032,Chest,0,0.111111112,1,9
S22.038A,S22.038,Chest,0.079999998,0.070175439,3,228
S22.039A,S22.039,Chest,0,0.029411765,1,102
S22.040A,S22.040,Chest,0,0.027272727,1,110
S22.041A,S22.041,Chest,0,0.052631579,1,38
S22.042A,S22.042,Chest,0,0,1,15
S22.048A,S22.048,Chest,0,0.077586204,1,232
S22.049A,S22.049,Chest,0,0.0625,1,112
S22.050A,S22.050,Chest,0.021739131,0.019108281,1,157
S22.051A,S22.051,Chest,0,0.098765433,1,81
S22.052A,S22.052,Chest,0,0.095238097,1,21
S22.058A,S22.058,Chest,0.022222223,0.065693431,2,274
S22.059A,S22.059,Chest,0,0.020689655,1,145
S22.060A,S22.060,Chest,0.015384615,0.043010753,1,186
S22.061A,S22.061,Chest,0,0.012195121,1,82
S22.062A,S22.062,Chest,0,0.041666668,1,24
S22.068A,S22.068,Chest,0.06818182,0.065517239,3,290
S22.069A,S22.069,Chest,0.023255814,0.062111802,2,161
S22.070A,S22.070,Chest,0.021276595,0.036496349,1,137
S22.071A,S22.071,Chest,0.071428575,0.039215688,3,51
S22.072A,S22.072,Chest,0.125,0.037037037,4,27
S22.078A,S22.078,Chest,0.018867925,0.077922076,2,231
S22.079A,S22.079,Chest,0.05882353,0.044117648,2,136
S22.080A,S22.080,Chest,0,0.020304568,1,394
S22.081A,S22.081,Chest,0,0.016853932,1,178
S22.082A,S22.082,Chest,0,0.028571429,1,70
S22.088A,S22.088,Chest,0.028037382,0.075000003,2,320
S22.089A,S22.089,Chest,0,0.025735294,1,272
S22.20XA,S22.20,Chest,0.029126214,0.079102717,2,847
S22.21XA,S22.21,Chest,0.020618556,0.056547619,1,336
S22.22XA,S22.22,Chest,0.02617801,0.077868849,2,488
S22.23XA,S22.23,Chest,0.25,0.13333334,5,15
S22.24XA,S22.24,Chest,0,0,1,11
S22.31XA,S22.31,Chest,0.012345679,0.042763159,1,912
S22.32XA,S22.32,Chest,0.017699115,0.031729784,1,977
S22.39XA,S22.39,Chest,0.026041666,0.058715597,2,545
S22.41XA,S22.41,Chest,0.019672131,0.055594407,1,2860
S22.42XA,S22.42,Chest,0.01958042,0.048757169,1,3138
S22.43XA,S22.43,Chest,0.08116883,0.154209286,3,1271
S22.49XA,S22.49,Chest,0.034739453,0.088156722,2,1123
S22.5XXA,S22.5,Chest,0.06666667,0.176733777,3,447
S22.9XXA,S22.9,Chest,0,0,1,9
S23.0XXA,S23.0,Chest,0.5,0.222222224,5,9
S23.101A,S23.101,Chest,0,0.090909094,1,11
S23.110A,S23.110,Chest,0,0,1,1
S23.111A,S23.111,Chest,0,0,1,1
S23.123A,S23.123,Chest,0,0,1,2
S23.131A,S23.131,Chest,0,0,1,2
S23.133A,S23.133,Chest,0,0,1,1
S23.141A,S23.141,Chest,0,0,1,1
S23.142A,S23.142,Chest,0,0,1,1
S23.143A,S23.143,Chest,0,0.5,4,2
S23.150A,S23.150,Chest,0,0,1,1
S23.151A,S23.151,Chest,0,0,1,1
S23.153A,S23.153,Chest,0,0,1,2
S23.160A,S23.160,Chest,0,0,1,1
S23.161A,S23.161,Chest,0,0.333333343,3,3
S23.162A,S23.162,Chest,0,0,1,3
S23.163A,S23.163,Chest,0,0,1,2
S23.170A,S23.170,Chest,0,0.200000003,2,5
S23.171A,S23.171,Chest,0,0,1,3
S23.20XA,S23.20,Chest,0,1,5,1
S23.29XA,S23.29,Chest,0,0,1,7
S23.3XXA,S23.3,Chest,0.022727273,0.003649635,1,274
S23.41XA,S23.41,Chest,0,0.043478262,1,23
S23.420A,S23.420,Chest,0,0,1,2
S23.428A,S23.428,Chest,0,0,1,1
S23.429A,S23.429,Chest,0,0,1,23
S23.8XXA,S23.8,Chest,0,0.023809524,1,42
S23.9XXA,S23.9,Chest,0,0,1,14
S24.0XXA,S24.0,Chest,0,0.142857149,1,21
S24.101A,S24.101,Chest,0.5,0.142857149,5,7
S24.102A,S24.102,Chest,0,0.086956523,1,23
S24.103A,S24.103,Chest,0,0,1,21
S24.104A,S24.104,Chest,0,0.05882353,1,34
S24.109A,S24.109,Chest,1,0.25,5,12
S24.111A,S24.111,Chest,0,0,1,1
S24.112A,S24.112,Chest,0.333333343,0.258064508,5,31
S24.113A,S24.113,Chest,0.142857149,0.083333336,4,24
S24.114A,S24.114,Chest,0.142857149,0.095238097,4,21
S24.119A,S24.119,Chest,0,0,1,2
S24.132A,S24.132,Chest,0,0,1,4
S24.133A,S24.133,Chest,0,0,1,1
S24.134A,S24.134,Chest,0,0.333333343,3,3
S24.139A,S24.139,Chest,0,0,1,1
S24.142A,S24.142,Chest,0,0,1,2
S24.144A,S24.144,Chest,0,0,1,1
S24.149A,S24.149,Chest,0,0,1,1
S24.151A,S24.151,Chest,0.5,0.333333343,5,3
S24.152A,S24.152,Chest,0.333333343,0.200000003,5,25
S24.153A,S24.153,Chest,0.333333343,0.200000003,5,15
S24.154A,S24.154,Chest,0,0.096774191,1,31
S24.2XXA,S24.2,Chest,0,0.200000003,2,5
S24.9XXA,S24.9,Chest,0,0,1,1
S25.00XA,S25.00,Chest,0.5,0.303030312,5,33
S25.01XA,S25.01,Chest,0.375,0.306122452,5,49
S25.02XA,S25.02,Chest,0.470588237,0.65882355,5,85
S25.09XA,S25.09,Chest,0.142857149,0.222222224,4,45
S25.101A,S25.101,Chest,0,0.200000003,2,5
S25.102A,S25.102,Chest,0,0,1,2
S25.109A,S25.109,Chest,0,0.400000006,3,5
S25.111A,S25.111,Chest,0,0.333333343,3,3
S25.112A,S25.112,Chest,0,0.5,4,6
S25.119A,S25.119,Chest,0,0.5,4,2
S25.121A,S25.121,Chest,0,1,5,1
S25.122A,S25.122,Chest,0,0.5,4,2
S25.191A,S25.191,Chest,0,0,1,4
S25.192A,S25.192,Chest,0,0.200000003,2,5
S25.20XA,S25.20,Chest,0,1,5,3
S25.21XA,S25.21,Chest,0,1,5,1
S25.22XA,S25.22,Chest,1,1,6,4
S25.29XA,S25.29,Chest,0,1,5,1
S25.301A,S25.301,Chest,0,0,1,1
S25.302A,S25.302,Chest,0,0,1,3
S25.309A,S25.309,Chest,0,0.333333343,3,3
S25.311A,S25.311,Chest,0,0,1,2
S25.312A,S25.312,Chest,0,0.333333343,3,3
S25.322A,S25.322,Chest,0,0.333333343,3,3
S25.392A,S25.392,Chest,0,0,1,1
S25.401A,S25.401,Chest,0,1,5,2
S25.409A,S25.409,Chest,0,0.5,4,4
S25.411A,S25.411,Chest,0,0,1,1
S25.412A,S25.412,Chest,0,0.333333343,3,3
S25.419A,S25.419,Chest,0,0,1,1
S25.422A,S25.422,Chest,0,0.75,4,8
S25.429A,S25.429,Chest,1,1,6,3
S25.491A,S25.491,Chest,0,0,1,1
S25.501A,S25.501,Chest,0,0.5,4,6
S25.509A,S25.509,Chest,0,0.5,4,4
S25.511A,S25.511,Chest,0,0,1,7
S25.512A,S25.512,Chest,0,0.142857149,1,7
S25.519A,S25.519,Chest,1,0.5,5,2
S25.599A,S25.599,Chest,0,0,1,1
S25.801A,S25.801,Chest,0,1,5,2
S25.802A,S25.802,Chest,0,0,1,2
S25.809A,S25.809,Chest,1,0.75,5,4
S25.811A,S25.811,Chest,0,0.111111112,1,9
S25.812A,S25.812,Chest,0,0.166666672,2,12
S25.819A,S25.819,Chest,0.5,0.400000006,5,5
S25.891A,S25.891,Chest,0,0.25,2,4
S25.892A,S25.892,Chest,0,1,5,1
S25.899A,S25.899,Chest,0,1,5,1
S25.90XA,S25.90,Chest,0,0.5,4,2
S25.91XA,S25.91,Chest,0,1,5,2
S25.99XA,S25.99,Chest,0,0,1,1
S26.00XA,S26.00,Chest,0.5,0.653846145,5,26
S26.01XA,S26.01,Chest,0,0.5,4,16
S26.020A,S26.020,Chest,0.200000003,0.449999988,5,20
S26.021A,S26.021,Chest,0.555555582,0.612903237,5,31
S26.022A,S26.022,Chest,0.769230783,0.855072439,5,69
S26.09XA,S26.09,Chest,0,0.636363626,4,11
S26.10XA,S26.10,Chest,0,0.333333343,3,9
S26.11XA,S26.11,Chest,0.142857149,0.166666672,4,60
S26.12XA,S26.12,Chest,0,0.666666687,4,15
