i10,severity,issbr
S52571C,3,5.0
S52572A,2,5.0
S52572B,3,5.0
S52572C,3,5.0
S52579A,2,5.0
S52579B,3,5.0
S52579C,3,5.0
S52591A,2,5.0
S52591B,3,5.0
S52591C,3,5.0
S52592A,2,5.0
S52592B,3,5.0
S52592C,3,5.0
S52599A,2,5.0
S52599B,3,5.0
S52599C,3,5.0
S52601A,2,5.0
S52601B,3,5.0
S52601C,3,5.0
S52602A,2,5.0
S52602B,3,5.0
S52602C,3,5.0
S52609A,2,5.0
S52609B,3,5.0
S52609C,3,5.0
S52611A,2,5.0
S52611B,3,5.0
S52611C,3,5.0
S52612A,2,5.0
S52612B,3,5.0
S52612C,3,5.0
S52613A,2,5.0
S52613B,3,5.0
S52613C,3,5.0
S52614A,2,5.0
S52614B,3,5.0
S52614C,3,5.0
S52615A,2,5.0
S52615B,3,5.0
S52615C,3,5.0
S52616A,2,5.0
S52616B,3,5.0
S52616C,3,5.0
S52621A,2,5.0
S52622A,2,5.0
S52629A,2,5.0
S52691A,2,5.0
S52691B,3,5.0
S52691C,3,5.0
S52692A,2,5.0
S52692B,3,5.0
S52692C,3,5.0
S52699A,2,5.0
S52699B,3,5.0
S52699C,3,5.0
S5290XA,2,5.0
S5290XB,2,5.0
S5290XC,2,5.0
S5291XA,2,5.0
S5291XB,2,5.0
S5291XC,2,5.0
S5292XA,2,5.0
S5292XB,2,5.0
S5292XC,2,5.0
S53001A,1,5.0
S53002A,1,5.0
S53003A,1,5.0
S53004A,1,5.0
S53005A,1,5.0
S53006A,1,5.0
S53011A,1,5.0
S53012A,1,5.0
S53013A,1,5.0
S53014A,1,5.0
S53015A,1,5.0
S53016A,1,5.0
S53021A,1,5.0
S53022A,1,5.0
S53023A,1,5.0
S53024A,1,5.0
S53025A,1,5.0
S53026A,1,5.0
S53031A,1,5.0
S53032A,1,5.0
S53033A,1,5.0
S53091A,1,5.0
S53092A,1,5.0
S53093A,1,5.0
S53094A,1,5.0
S53095A,1,5.0
S53096A,1,5.0
S53101A,1,5.0
S53102A,1,5.0
S53103A,1,5.0
S53104A,1,5.0
S53105A,1,5.0
S53106A,1,5.0
S53111A,1,5.0
S53112A,1,5.0
S53113A,1,5.0
S53114A,1,5.0
S53115A,1,5.0
S53116A,1,5.0
S53121A,1,5.0
S53122A,1,5.0
S53123A,1,5.0
S53124A,1,5.0
S53125A,1,5.0
S53126A,1,5.0
S53131A,1,5.0
S53132A,1,5.0
S53133A,1,5.0
S53134A,1,5.0
S53135A,1,5.0
S53136A,1,5.0
S53141A,1,5.0
S53142A,1,5.0
S53143A,1,5.0
S53144A,1,5.0
S53145A,1,5.0
S53146A,1,5.0
S53191A,1,5.0
S53192A,1,5.0
S53193A,1,5.0
S53194A,1,5.0
S53195A,1,5.0
S53196A,1,5.0
S5320XA,1,5.0
S5321XA,1,5.0
S5322XA,1,5.0
S5330XA,1,5.0
S5331XA,1,5.0
S5332XA,1,5.0
S53401A,1,5.0
S53402A,1,5.0
S53409A,1,5.0
S53411A,2,5.0
S53412A,2,5.0
S53419A,2,5.0
S53421A,1,5.0
S53422A,1,5.0
S53429A,1,5.0
S53431A,1,5.0
S53432A,1,5.0
S53439A,1,5.0
S53441A,1,5.0
S53442A,1,5.0
S53449A,1,5.0
S53491A,1,5.0
S53492A,1,5.0
S53499A,1,5.0
S5400XA,2,5.0
S5401XA,2,5.0
S5402XA,2,5.0
S5410XA,2,5.0
S5411XA,2,5.0
S5412XA,2,5.0
S5420XA,2,5.0
S5421XA,2,5.0
S5422XA,2,5.0
S5430XA,2,5.0
S5431XA,2,5.0
S5432XA,2,5.0
S548X1A,2,5.0
S548X2A,2,5.0
S548X9A,2,5.0
S5490XA,1,5.0
S5490XA,2,5.0
S5491XA,1,5.0
S5491XA,2,5.0
S5492XA,1,5.0
S5492XA,2,5.0
S55001A,1,5.0
S55002A,1,5.0
S55009A,1,5.0
S55011A,1,5.0
S55012A,1,5.0
S55019A,1,5.0
S55091A,1,5.0
S55092A,1,5.0
S55099A,1,5.0
S55101A,1,5.0
S55102A,1,5.0
S55109A,1,5.0
S55111A,1,5.0
S55112A,1,5.0
S55119A,1,5.0
S55191A,1,5.0
S55192A,1,5.0
S55199A,1,5.0
S55201A,1,5.0
S55202A,1,5.0
S55209A,1,5.0
S55211A,1,5.0
S55212A,1,5.0
S55219A,1,5.0
S55291A,1,5.0
S55292A,1,5.0
S55299A,1,5.0
S55801A,1,5.0
S55802A,1,5.0
S55809A,1,5.0
S55811A,1,5.0
S55812A,1,5.0
S55819A,1,5.0
S55891A,1,5.0
S55892A,1,5.0
S55899A,1,5.0
S55901A,1,5.0
S55902A,1,5.0
S55909A,1,5.0
S55911A,1,5.0
S55912A,1,5.0
S55919A,1,5.0
S55991A,1,5.0
S55992A,1,5.0
S55999A,1,5.0
S56001A,1,5.0
S56002A,1,5.0
S56009A,1,5.0
S56011A,1,5.0
S56012A,1,5.0
S56019A,1,5.0
S56021A,1,5.0
S56022A,1,5.0
S56029A,1,5.0
S56091A,1,5.0
S56092A,1,5.0
S56099A,1,5.0
S56101A,1,5.0
S56102A,1,5.0
S56103A,1,5.0
S56104A,1,5.0
S56105A,1,5.0
S56106A,1,5.0
S56107A,1,5.0
S56108A,1,5.0
S56109A,1,5.0
S56111A,1,5.0
S56112A,1,5.0
S56113A,1,5.0
S56114A,1,5.0
S56115A,1,5.0
S56116A,1,5.0
S56117A,1,5.0
S56118A,1,5.0
S56119A,1,5.0
S56121A,1,5.0
S56122A,1,5.0
S56123A,1,5.0
S56124A,1,5.0
S56125A,1,5.0
S56126A,1,5.0
S56127A,1,5.0
S56128A,1,5.0
S56129A,1,5.0
S56191A,1,5.0
S56192A,1,5.0
S56193A,1,5.0
S56194A,1,5.0
S56195A,1,5.0
S56196A,1,5.0
S56197A,1,5.0
S56198A,1,5.0
S56199A,1,5.0
S56201A,1,5.0
S56202A,1,5.0
S56209A,1,5.0
S56211A,1,5.0
S56212A,1,5.0
S56219A,1,5.0
S56221A,1,5.0
S56222A,1,5.0
S56229A,1,5.0
S56291A,1,5.0
S56292A,1,5.0
S56299A,1,5.0
S56301A,1,5.0
S56302A,1,5.0
S56309A,1,5.0
S56311A,1,5.0
S56312A,1,5.0
S56319A,1,5.0
S56321A,1,5.0
S56322A,1,5.0
S56329A,1,5.0
S56391A,1,5.0
S56392A,1,5.0
S56399A,1,5.0
S56401A,1,5.0
S56402A,1,5.0
S56403A,1,5.0
S56404A,1,5.0
S56405A,1,5.0
S56406A,1,5.0
S56407A,1,5.0
S56408A,1,5.0
S56409A,1,5.0
S56411A,1,5.0
S56412A,1,5.0
S56413A,1,5.0
S56414A,1,5.0
S56415A,1,5.0
S56416A,1,5.0
S56417A,1,5.0
S56418A,1,5.0
S56419A,1,5.0
S56421A,1,5.0
S56422A,1,5.0
S56423A,1,5.0
S56424A,1,5.0
S56425A,1,5.0
S56426A,1,5.0
S56427A,1,5.0
S56428A,1,5.0
S56429A,1,5.0
S56491A,1,5.0
S56492A,1,5.0
S56493A,1,5.0
S56494A,1,5.0
S56495A,1,5.0
S56496A,1,5.0
S56497A,1,5.0
S56498A,1,5.0
S56499A,1,5.0
S56501A,1,5.0
S56502A,1,5.0
S56509A,1,5.0
S56511A,1,5.0
S56512A,1,5.0
S56519A,1,5.0
S56521A,1,5.0
S56522A,1,5.0
S56529A,1,5.0
S56591A,1,5.0
S56592A,1,5.0
S56599A,1,5.0
S56801A,1,5.0
S56802A,1,5.0
S56809A,1,5.0
S56811A,1,5.0
S56812A,1,5.0
S56819A,1,5.0
S56821A,1,5.0
S56822A,1,5.0
S56829A,1,5.0
S56891A,1,5.0
S56892A,1,5.0
S56899A,1,5.0
S56901A,1,5.0
S56902A,1,5.0
S56909A,1,5.0
S56911A,1,5.0
S56912A,1,5.0
S56919A,1,5.0
S56921A,1,5.0
S56922A,1,5.0
S56929A,1,5.0
S56991A,1,5.0
S56992A,1,5.0
S56999A,1,5.0
S5700XA,3,5.0
S5701XA,3,5.0
S5702XA,3,5.0
S5780XA,3,5.0
S5781XA,3,5.0
S5782XA,3,5.0
S58011A,3,5.0
S58012A,3,5.0
S58019A,3,5.0
S58021A,3,5.0
S58022A,3,5.0
S58029A,3,5.0
S58111A,3,5.0
S58112A,3,5.0
S58119A,3,5.0
S58121A,3,5.0
S58122A,3,5.0
S58129A,3,5.0
S58911A,3,5.0
S58912A,3,5.0
S58919A,3,5.0
S58921A,3,5.0
S58922A,3,5.0
S58929A,3,5.0
S59001A,2,5.0
S59002A,2,5.0
S59009A,2,5.0
S59011A,2,5.0
S59012A,2,5.0
S59019A,2,5.0
S59021A,2,5.0
S59022A,2,5.0
S59029A,2,5.0
S59031A,2,5.0
S59032A,2,5.0
S59039A,2,5.0
S59041A,2,5.0
S59042A,2,5.0
S59049A,2,5.0
S59091A,2,5.0
S59092A,2,5.0
S59099A,2,5.0
S59101A,2,5.0
S59102A,2,5.0
S59109A,2,5.0
S59111A,2,5.0
S59112A,2,5.0
S59119A,2,5.0
S59121A,2,5.0
S59122A,2,5.0
S59129A,2,5.0
S59131A,2,5.0
S59132A,2,5.0
S59139A,2,5.0
S59141A,2,5.0
S59142A,2,5.0
S59149A,2,5.0
S59191A,2,5.0
S59192A,2,5.0
S59199A,2,5.0
S59201A,2,5.0
S59202A,2,5.0
S59209A,2,5.0
S59211A,2,5.0
S59212A,2,5.0
S59219A,2,5.0
S59221A,2,5.0
S59222A,2,5.0
S59229A,2,5.0
S59231A,2,5.0
S59232A,2,5.0
S59239A,2,5.0
S59241A,2,5.0
S59242A,2,5.0
S59249A,2,5.0
S59291A,2,5.0
S59292A,2,5.0
S59299A,2,5.0
S59801A,1,5.0
S59802A,1,5.0
S59809A,1,5.0
S59811A,1,5.0
S59812A,1,5.0
S59819A,1,5.0
S59901A,1,5.0
S59902A,1,5.0
S59909A,1,5.0
S59911A,1,5.0
S59912A,1,5.0
S59919A,1,5.0
S6000XA,1,6.0
S60011A,1,6.0
S60012A,1,6.0
S60019A,1,6.0
S60021A,1,6.0
S60022A,1,6.0
S60029A,1,6.0
S60031A,1,6.0
S60032A,1,6.0
S60039A,1,6.0
S60041A,1,6.0
S60042A,1,6.0
S60049A,1,6.0
S60051A,1,6.0
S60052A,1,6.0
S60059A,1,6.0
S6010XA,1,6.0
S60111A,1,6.0
S60112A,1,6.0
S60119A,1,6.0
S60121A,1,6.0
S60122A,1,6.0
S60129A,1,6.0
S60131A,1,6.0
S60132A,1,6.0
S60139A,1,6.0
S60141A,1,6.0
S60142A,1,6.0
S60149A,1,6.0
S60151A,1,6.0
S60152A,1,6.0
S60159A,1,6.0
S60211A,1,6.0
S60212A,1,6.0
S60219A,1,6.0
S60221A,1,6.0
S60222A,1,6.0
S60229A,1,6.0
S60311A,1,6.0
S60312A,1,6.0
S60319A,1,6.0
S60321A,1,6.0
S60322A,1,6.0
S60329A,1,6.0
S60341A,1,6.0
S60342A,1,6.0
S60349A,1,6.0
S60351A,1,6.0
S60352A,1,6.0
S60359A,1,6.0
S60361A,1,5.0
S60362A,1,5.0
S60369A,1,5.0
S60371A,1,6.0
S60372A,1,6.0
S60379A,1,6.0
S60391A,1,6.0
S60392A,1,6.0
S60399A,1,6.0
S60410A,1,6.0
S60411A,1,6.0
S60412A,1,6.0
S60413A,1,6.0
S60414A,1,6.0
S60415A,1,6.0
S60416A,1,6.0
S60417A,1,6.0
S60418A,1,6.0
S60419A,1,6.0
S60420A,1,6.0
S60421A,1,6.0
S60422A,1,6.0
S60423A,1,6.0
S60424A,1,6.0
S60425A,1,6.0
S60426A,1,6.0
S60427A,1,6.0
S60428A,1,6.0
S60429A,1,6.0
S60440A,1,6.0
S60441A,1,6.0
S60442A,1,6.0
S60443A,1,6.0
S60444A,1,6.0
S60445A,1,6.0
S60446A,1,6.0
S60447A,1,6.0
S60448A,1,6.0
S60449A,1,6.0
S60450A,1,6.0
S60451A,1,6.0
S60452A,1,6.0
S60453A,1,6.0
S60454A,1,6.0
S60455A,1,6.0
S60456A,1,6.0
S60457A,1,6.0
S60458A,1,6.0
S60459A,1,6.0
S60460A,1,5.0
S60461A,1,5.0
S60462A,1,5.0
S60463A,1,5.0
S60464A,1,5.0
S60465A,1,5.0
S60466A,1,5.0
S60467A,1,5.0
S60468A,1,5.0
S60469A,1,5.0
S60470A,1,6.0
S60471A,1,6.0
S60472A,1,6.0
S60473A,1,6.0
S60474A,1,6.0
S60475A,1,6.0
S60476A,1,6.0
S60477A,1,6.0
S60478A,1,6.0
S60479A,1,6.0
S60511A,1,6.0
S60512A,1,6.0
S60519A,1,6.0
S60521A,1,6.0
S60522A,1,6.0
S60529A,1,6.0
S60541A,1,6.0
S60542A,1,6.0
S60549A,1,6.0
S60551A,1,6.0
S60552A,1,6.0
S60559A,1,6.0
S60561A,1,5.0
S60562A,1,5.0
S60569A,1,5.0
S60571A,1,6.0
S60572A,1,6.0
S60579A,1,6.0
S60811A,1,6.0
S60812A,1,6.0
S60819A,1,6.0
S60821A,1,6.0
S60822A,1,6.0
S60829A,1,6.0
S60841A,1,6.0
S60842A,1,6.0
S60849A,1,6.0
S60851A,1,6.0
S60852A,1,6.0
S60859A,1,6.0
S60861A,1,6.0
S60862A,1,6.0
S60869A,1,6.0
S60871A,1,6.0
S60872A,1,6.0
S60879A,1,6.0
S60911A,1,6.0
S60912A,1,6.0
S60919A,1,6.0
S60921A,1,6.0
S60922A,1,6.0
S60929A,1,6.0
S60931A,1,6.0
S60932A,1,6.0
S60939A,1,6.0
S60940A,1,6.0
S60941A,1,6.0
S60942A,1,6.0
S60943A,1,6.0
S60944A,1,6.0
S60945A,1,6.0
S60946A,1,6.0
S60947A,1,6.0
S60948A,1,6.0
S60949A,1,6.0
S61001A,1,6.0
S61002A,1,6.0
S61009A,1,6.0
S61011A,1,6.0
S61012A,1,6.0
S61019A,1,6.0
S61021A,1,6.0
S61022A,1,6.0
S61029A,1,6.0
S61031A,1,6.0
S61032A,1,6.0
S61039A,1,6.0
S61041A,1,6.0
S61042A,1,6.0
S61049A,1,6.0
S61051A,1,6.0
S61052A,1,6.0
S61059A,1,6.0
S61101A,1,6.0
S61102A,1,6.0
S61109A,1,6.0
S61111A,1,6.0
S61112A,1,6.0
S61119A,1,6.0
S61121A,1,6.0
S61122A,1,6.0
S61129A,1,6.0
S61131A,1,6.0
S61132A,1,6.0
S61139A,1,6.0
S61141A,1,6.0
S61142A,1,6.0
S61149A,1,6.0
S61151A,1,6.0
S61152A,1,6.0
S61159A,1,6.0
S61200A,1,6.0
S61201A,1,6.0
S61202A,1,6.0
S61203A,1,6.0
S61204A,1,6.0
S61205A,1,6.0
S61206A,1,6.0
S61207A,1,6.0
S61208A,1,6.0
S61209A,1,6.0
S61210A,1,6.0
S61211A,1,6.0
S61212A,1,6.0
S61213A,1,6.0
S61214A,1,6.0
S61215A,1,6.0
S61216A,1,6.0
S61217A,1,6.0
S61218A,1,6.0
S61219A,1,6.0
S61220A,1,6.0
S61221A,1,6.0
S61222A,1,6.0
S61223A,1,6.0
S61224A,1,6.0
S61225A,1,6.0
S61226A,1,6.0
S61227A,1,6.0
S61228A,1,6.0
S61229A,1,6.0
S61230A,1,6.0
S61231A,1,6.0
S61232A,1,6.0
S61233A,1,6.0
S61234A,1,6.0
S61235A,1,6.0
S61236A,1,6.0
S61237A,1,6.0
S61238A,1,6.0
S61239A,1,6.0
S61240A,1,6.0
S61241A,1,6.0
S61242A,1,6.0
S61243A,1,6.0
S61244A,1,6.0
S61245A,1,6.0
S61246A,1,6.0
S61247A,1,6.0
S61248A,1,6.0
S61249A,1,6.0
S61250A,1,6.0
S61251A,1,6.0
S61252A,1,6.0
S61253A,1,6.0
S61254A,1,6.0
S61255A,1,6.0
S61256A,1,6.0
S61257A,1,6.0
S61258A,1,6.0
S61259A,1,6.0
S61300A,1,6.0
S61301A,1,6.0
S61302A,1,6.0
S61303A,1,6.0
S61304A,1,6.0
S61305A,1,6.0
S61306A,1,6.0
S61307A,1,6.0
S61308A,1,6.0
S61309A,1,6.0
S61310A,1,6.0
S61311A,1,6.0
S61312A,1,6.0
S61313A,1,6.0
S61314A,1,6.0
S61315A,1,6.0
S61316A,1,6.0
S61317A,1,6.0
S61318A,1,6.0
S61319A,1,6.0
S61320A,1,6.0
S61321A,1,6.0
S61322A,1,6.0
S61323A,1,6.0
S61324A,1,6.0
S61325A,1,6.0
S61326A,1,6.0
S61327A,1,6.0
S61328A,1,6.0
S61329A,1,6.0
S61330A,1,6.0
S61331A,1,6.0
S61332A,1,6.0
S61333A,1,6.0
S61334A,1,6.0
S61335A,1,6.0
S61336A,1,6.0
S61337A,1,6.0
S61338A,1,6.0
S61339A,1,6.0
S61340A,1,6.0
S61341A,1,6.0
S61342A,1,6.0
S61343A,1,6.0
S61344A,1,6.0
S61345A,1,6.0
S61346A,1,6.0
S61347A,1,6.0
S61348A,1,6.0
S61349A,1,6.0
S61350A,1,6.0
S61351A,1,6.0
S61352A,1,6.0
S61353A,1,6.0
S61354A,1,6.0
S61355A,1,6.0
S61356A,1,6.0
S61357A,1,6.0
S61358A,1,6.0
S61359A,1,6.0
S61401A,1,6.0
S61402A,1,6.0
S61409A,1,6.0
S61411A,1,6.0
S61412A,1,6.0
S61419A,1,6.0
S61421A,1,6.0
S61422A,1,6.0
S61429A,1,6.0
S61431A,1,6.0
S61432A,1,6.0
S61439A,1,6.0
S61441A,1,6.0
S61442A,1,6.0
S61449A,1,6.0
S61451A,1,6.0
S61452A,1,6.0
S61459A,1,6.0
S61501A,1,6.0
S61502A,1,6.0
S61509A,1,6.0
S61511A,1,6.0
S61512A,1,6.0
S61519A,1,6.0
S61521A,1,6.0
S61522A,1,6.0
S61529A,1,6.0
S61531A,1,6.0
S61532A,1,6.0
S61539A,1,6.0
S61541A,1,6.0
S61542A,1,6.0
S61549A,1,6.0
S61551A,1,6.0
S61552A,1,6.0
S61559A,1,6.0
S62001A,2,5.0
S62001B,2,5.0
S62002A,2,5.0
S62002B,2,5.0
S62009A,2,5.0
S62009B,2,5.0
S62011A,2,5.0
S62011B,2,5.0
S62012A,2,5.0
S62012B,2,5.0
S62013A,2,5.0
S62013B,2,5.0
S62014A,2,5.0
S62014B,2,5.0
S62015A,2,5.0
S62015B,2,5.0
S62016A,2,5.0
S62016B,2,5.0
S62021A,2,5.0
S62021B,2,5.0
S62022A,2,5.0
S62022B,2,5.0
S62023A,2,5.0
S62023B,2,5.0
S62024A,2,5.0
S62024B,2,5.0
S62025A,2,5.0
S62025B,2,5.0
S62026A,2,5.0
S62026B,2,5.0
S62031A,2,5.0
S62031B,2,5.0
S62032A,2,5.0
S62032B,2,5.0
S62033A,2,5.0
S62033B,2,5.0
S62034A,2,5.0
S62034B,2,5.0
S62035A,2,5.0
S62035B,2,5.0
S62036A,2,5.0
S62036B,2,5.0
S62101A,2,5.0
S62101B,2,5.0
S62102A,2,5.0
S62102B,2,5.0
S62109A,2,5.0
S62109B,2,5.0
S62111A,2,5.0
S62111B,2,5.0
S62112A,2,5.0
S62112B,2,5.0
S62113A,2,5.0
S62113B,2,5.0
S62114A,2,5.0
S62114B,2,5.0
S62115A,2,5.0
S62115B,2,5.0
S62116A,2,5.0
S62116B,2,5.0
S62121A,2,5.0
S62121B,2,5.0
S62122A,2,5.0
S62122B,2,5.0
S62123A,2,5.0
S62123B,2,5.0
S62124A,2,5.0
S62124B,2,5.0
S62125A,2,5.0
S62125B,2,5.0
S62126A,2,5.0
S62126B,2,5.0
S62131A,2,5.0
S62131B,2,5.0
S62132A,2,5.0
S62132B,2,5.0
S62133A,2,5.0
S62133B,2,5.0
S62134A,2,5.0
S62134B,2,5.0
S62135A,2,5.0
S62135B,2,5.0
S62136A,2,5.0
S62136B,2,5.0
S62141A,2,5.0
S62141B,2,5.0
S62142A,2,5.0
S62142B,2,5.0
S62143A,2,5.0
S62143B,2,5.0
S62144A,2,5.0
S62144B,2,5.0
S62145A,2,5.0
S62145B,2,5.0
S62146A,2,5.0
S62146B,2,5.0
S62151A,2,5.0
S62151B,2,5.0
S62152A,2,5.0
S62152B,2,5.0
S62153A,2,5.0
S62153B,2,5.0
S62154A,2,5.0
S62154B,2,5.0
S62155A,2,5.0
S62155B,2,5.0
S62156A,2,5.0
S62156B,2,5.0
S62161A,2,5.0
S62161B,2,5.0
S62162A,2,5.0
S62162B,2,5.0
S62163A,2,5.0
S62163B,2,5.0
S62164A,2,5.0
S62164B,2,5.0
S62165A,2,5.0
S62165B,2,5.0
S62166A,2,5.0
S62166B,2,5.0
S62171A,2,5.0
S62171B,2,5.0
S62172A,2,5.0
S62172B,2,5.0
S62173A,2,5.0
S62173B,2,5.0
S62174A,2,5.0
S62174B,2,5.0
S62175A,2,5.0
S62175B,2,5.0
S62176A,2,5.0
S62176B,2,5.0
S62181A,2,5.0
S62181B,2,5.0
S62182A,2,5.0
S62182B,2,5.0
S62183A,2,5.0
S62183B,2,5.0
S62184A,2,5.0
S62184B,2,5.0
S62185A,2,5.0
S62185B,2,5.0
S62186A,2,5.0
S62186B,2,5.0
S62201A,2,5.0
S62201B,2,5.0
S62202A,2,5.0
S62202B,2,5.0
S62209A,2,5.0
S62209B,2,5.0
S62211A,2,5.0
S62211B,2,5.0
S62212A,2,5.0
S62212B,2,5.0
S62213A,2,5.0
S62213B,2,5.0
S62221A,2,5.0
S62221B,2,5.0
S62222A,2,5.0
S62222B,2,5.0
S62223A,2,5.0
S62223B,2,5.0
S62224A,2,5.0
S62224B,2,5.0
S62225A,2,5.0
S62225B,2,5.0
S62226A,2,5.0
S62226B,2,5.0
S62231A,2,5.0
S62231B,2,5.0
S62232A,2,5.0
S62232B,2,5.0
S62233A,2,5.0
S62233B,2,5.0
S62234A,2,5.0
S62234B,2,5.0
S62235A,2,5.0
S62235B,2,5.0
S62236A,2,5.0
S62236B,2,5.0
S62241A,2,5.0
S62241B,2,5.0
S62242A,2,5.0
S62242B,2,5.0
S62243A,2,5.0
S62243B,2,5.0
S62244A,2,5.0
S62244B,2,5.0
S62245A,2,5.0
S62245B,2,5.0
S62246A,2,5.0
S62246B,2,5.0
S62251A,2,5.0
S62251B,2,5.0
S62252A,2,5.0
S62252B,2,5.0
S62253A,2,5.0
S62253B,2,5.0
S62254A,2,5.0
S62254B,2,5.0
S62255A,2,5.0
S62255B,2,5.0
S62256A,2,5.0
S62256B,2,5.0
S62291A,2,5.0
S62291B,2,5.0
S62292A,2,5.0
S62292B,2,5.0
S62299A,2,5.0
S62299B,2,5.0
S62300A,2,5.0
S62300B,2,5.0
S62301A,2,5.0
S62301B,2,5.0
S62302A,2,5.0
S62302B,2,5.0
S62303A,2,5.0
S62303B,2,5.0
S62304A,2,5.0
S62304B,2,5.0
S62305A,2,5.0
S62305B,2,5.0
S62306A,2,5.0
S62306B,2,5.0
S62307A,2,5.0
S62307B,2,5.0
S62308A,2,5.0
S62308B,2,5.0
S62309A,2,5.0
S62309B,2,5.0
S62310A,2,5.0
S62310B,2,5.0
S62311A,2,5.0
S62311B,2,5.0
S62312A,2,5.0
S62312B,2,5.0
S62313A,2,5.0
S62313B,2,5.0
S62314A,2,5.0
S62314B,2,5.0
S62315A,2,5.0
S62315B,2,5.0
S62316A,2,5.0
S62316B,2,5.0
S62317A,2,5.0
S62317B,2,5.0
S62318A,2,5.0
S62318B,2,5.0
S62319A,2,5.0
S62319B,2,5.0
S62320A,2,5.0
S62320B,2,5.0
S62321A,2,5.0
S62321B,2,5.0
S62322A,2,5.0
S62322B,2,5.0
S62323A,2,5.0
S62323B,2,5.0
S62324A,2,5.0
S62324B,2,5.0
S62325A,2,5.0
S62325B,2,5.0
S62326A,2,5.0
S62326B,2,5.0
S62327A,2,5.0
S62327B,2,5.0
S62328A,2,5.0
S62328B,2,5.0
S62329A,2,5.0
S62329B,2,5.0
S62330A,2,5.0
S62330B,2,5.0
S62331A,2,5.0
S62331B,2,5.0
S62332A,2,5.0
S62332B,2,5.0
S62333A,2,5.0
S62333B,2,5.0
S62334A,2,5.0
S62334B,2,5.0
S62335A,2,5.0
S62335B,2,5.0
S62336A,2,5.0
S62336B,2,5.0
S62337A,2,5.0
S62337B,2,5.0
S62338A,2,5.0
S62338B,2,5.0
S62339A,2,5.0
S62339B,2,5.0
S62340A,2,5.0
S62340B,2,5.0
S62341A,2,5.0
S62341B,2,5.0
S62342A,2,5.0
S62342B,2,5.0
S62343A,2,5.0
S62343B,2,5.0
S62344A,2,5.0
S62344B,2,5.0
S62345A,2,5.0
S62345B,2,5.0
S62346A,2,5.0
S62346B,2,5.0
S62347A,2,5.0
S62347B,2,5.0
S62348A,2,5.0
S62348B,2,5.0
S62349A,2,5.0
S62349B,2,5.0
S62350A,2,5.0
S62350B,2,5.0
S62351A,2,5.0
S62351B,2,5.0
S62352A,2,5.0
S62352B,2,5.0
S62353A,2,5.0
S62353B,2,5.0
S62354A,2,5.0
S62354B,2,5.0
S62355A,2,5.0
S62355B,2,5.0
S62356A,2,5.0
S62356B,2,5.0
S62357A,2,5.0
S62357B,2,5.0
S62358A,2,5.0
S62358B,2,5.0
S62359A,2,5.0
S62359B,2,5.0
S62360A,2,5.0
S62360B,2,5.0
S62361A,2,5.0
S62361B,2,5.0
S62362A,2,5.0
S62362B,2,5.0
S62363A,2,5.0
S62363B,2,5.0
S62364A,2,5.0
S62364B,2,5.0
S62365A,2,5.0
S62365B,2,5.0
S62366A,2,5.0
S62366B,2,5.0
S62367A,2,5.0
S62367B,2,5.0
S62368A,2,5.0
S62368B,2,5.0
S62369A,2,5.0
S62369B,2,5.0
S62390A,2,5.0
S62390B,2,5.0
S62391A,2,5.0
S62391B,2,5.0
S62392A,2,5.0
S62392B,2,5.0
S62393A,2,5.0
S62393B,2,5.0
S62394A,2,5.0
S62394B,2,5.0
S62395A,2,5.0
S62395B,2,5.0
S62396A,2,5.0
S62396B,2,5.0
S62397A,2,5.0
S62397B,2,5.0
S62398A,2,5.0
S62398B,2,5.0
S62399A,2,5.0
S62399B,2,5.0
S62501A,1,5.0
S62501B,1,5.0
S62502A,1,5.0
S62502B,1,5.0
S62509A,1,5.0
S62509B,1,5.0
S62511A,1,5.0
S62511B,1,5.0
S62512A,1,5.0
S62512B,1,5.0
S62513A,1,5.0
S62513B,1,5.0
S62514A,1,5.0
S62514B,1,5.0
S62515A,1,5.0
S62515B,1,5.0
S62516A,1,5.0
S62516B,1,5.0
S62521A,1,5.0
S62521B,1,5.0
S62522A,1,5.0
S62522B,1,5.0
S62523A,1,5.0
S62523B,1,5.0
S62524A,1,5.0
S62524B,1,5.0
S62525A,1,5.0
S62525B,1,5.0
S62526A,1,5.0
S62526B,1,5.0
S62600A,1,5.0
S62600B,1,5.0
S62601A,1,5.0
S62601B,1,5.0
S62602A,1,5.0
S62602B,1,5.0
S62603A,1,5.0
S62603B,1,5.0
S62604A,1,5.0
S62604B,1,5.0
S62605A,1,5.0
S62605B,1,5.0
S62606A,1,5.0
S62606B,1,5.0
S62607A,1,5.0
S62607B,1,5.0
S62608A,1,5.0
S62608B,1,5.0
S62609A,1,5.0
S62609B,1,5.0
S62610A,1,5.0
S62610B,1,5.0
S62611A,1,5.0
S62611B,1,5.0
S62612A,1,5.0
S62612B,1,5.0
S62613A,1,5.0
S62613B,1,5.0
S62614A,1,5.0
S62614B,1,5.0
S62615A,1,5.0
S62615B,1,5.0
S62616A,1,5.0
S62616B,1,5.0
S62617A,1,5.0
S62617B,1,5.0
S62618A,1,5.0
S62618B,1,5.0
S62619A,1,5.0
S62619B,1,5.0
S62620A,1,5.0
S62620B,1,5.0
S62621A,1,5.0
S62621B,1,5.0
S62622A,1,5.0
S62622B,1,5.0
S62623A,1,5.0
S62623B,1,5.0
S62624A,1,5.0
S62624B,1,5.0
