i10,severity,issbr
S22082B,2,3.0
S22088A,2,3.0
S22088B,2,3.0
S22089A,2,3.0
S22089B,2,3.0
S2220XA,2,3.0
S2220XB,2,3.0
S2221XA,2,3.0
S2221XB,2,3.0
S2222XA,2,3.0
S2222XB,2,3.0
S2223XA,2,3.0
S2223XB,2,3.0
S2224XA,2,3.0
S2224XB,2,3.0
S2231XA,1,3.0
S2231XB,3,3.0
S2232XA,1,3.0
S2232XB,3,3.0
S2239XA,2,3.0
S2239XA,1,3.0
S2239XB,3,3.0
S2241XA,2,3.0
S2241XA,3,3.0
S2241XA,4,3.0
S2241XB,3,3.0
S2241XB,4,3.0
S2242XA,2,3.0
S2242XA,3,3.0
S2242XA,4,3.0
S2242XB,3,3.0
S2242XB,4,3.0
S2243XA,2,3.0
S2243XA,3,3.0
S2243XA,4,3.0
S2243XB,3,3.0
S2243XB,4,3.0
S2249XA,2,3.0
S2249XB,3,3.0
S225XXA,4,3.0
S225XXB,4,3.0
S229XXA,2,5.0
S229XXB,2,3.0
S230XXA,2,3.0
S23100A,2,3.0
S23101A,2,3.0
S23110A,2,3.0
S23111A,2,3.0
S23120A,2,3.0
S23121A,2,3.0
S23122A,2,3.0
S23123A,2,3.0
S23130A,2,3.0
S23131A,2,3.0
S23132A,2,3.0
S23133A,2,3.0
S23140A,2,3.0
S23141A,2,3.0
S23142A,2,3.0
S23143A,2,3.0
S23150A,2,3.0
S23151A,2,3.0
S23152A,2,3.0
S23153A,2,3.0
S23160A,2,3.0
S23161A,2,3.0
S23162A,2,3.0
S23163A,2,3.0
S23170A,2,3.0
S23171A,2,3.0
S2320XA,2,3.0
S2329XA,2,3.0
S233XXA,1,3.0
S2341XA,1,3.0
S23420A,1,3.0
S23421A,1,3.0
S23428A,1,3.0
S23429A,1,3.0
S238XXA,1,3.0
S239XXA,1,3.0
S240XXA,5,3.0
S240XXA,4,3.0
S24101A,3,3.0
S24102A,3,3.0
S24103A,3,3.0
S24104A,3,3.0
S24109A,3,4.0
S24111A,5,3.0
S24112A,5,3.0
S24113A,5,3.0
S24114A,5,3.0
S24119A,3,4.0
S24131A,4,3.0
S24132A,4,3.0
S24133A,4,3.0
S24134A,4,3.0
S24139A,3,4.0
S24141A,5,3.0
S24142A,5,3.0
S24143A,4,3.0
S24144A,4,3.0
S24149A,3,4.0
S24151A,4,3.0
S24151A,5,3.0
S24152A,4,3.0
S24152A,5,3.0
S24153A,4,3.0
S24154A,4,3.0
S24159A,3,4.0
S242XXA,2,3.0
S243XXA,2,4.0
S244XXA,2,4.0
S248XXA,2,4.0
S249XXA,2,3.0
S2500XA,5,3.0
S2501XA,5,3.0
S2502XA,5,3.0
S2509XA,5,3.0
S25101A,3,3.0
S25102A,3,3.0
S25109A,3,3.0
S25111A,3,3.0
S25112A,3,3.0
S25119A,3,3.0
S25121A,3,3.0
S25122A,3,3.0
S25129A,3,3.0
S25191A,3,3.0
S25192A,3,3.0
S25199A,3,3.0
S2520XA,3,3.0
S2521XA,3,3.0
S2522XA,3,3.0
S2529XA,3,3.0
S25301A,3,3.0
S25302A,3,3.0
S25309A,3,3.0
S25311A,3,3.0
S25312A,3,3.0
S25319A,3,3.0
S25321A,3,3.0
S25322A,3,3.0
S25329A,3,3.0
S25391A,3,3.0
S25392A,3,3.0
S25399A,3,3.0
S25401A,3,3.0
S25402A,3,3.0
S25409A,4,3.0
S25409A,3,3.0
S25411A,3,3.0
S25412A,3,3.0
S25419A,4,3.0
S25419A,3,3.0
S25421A,3,3.0
S25422A,3,3.0
S25429A,4,3.0
S25429A,3,3.0
S25491A,3,3.0
S25492A,3,3.0
S25499A,4,3.0
S25499A,3,3.0
S25501A,2,3.0
S25502A,2,3.0
S25509A,2,3.0
S25511A,2,3.0
S25512A,2,3.0
S25519A,2,3.0
S25591A,2,3.0
S25592A,2,3.0
S25599A,2,3.0
S25801A,3,3.0
S25801A,2,3.0
S25802A,3,3.0
S25802A,2,3.0
S25809A,3,3.0
S25809A,2,3.0
S25811A,3,3.0
S25811A,2,3.0
S25812A,3,3.0
S25812A,2,3.0
S25819A,3,3.0
S25819A,2,3.0
S25891A,3,3.0
S25891A,2,3.0
S25892A,3,3.0
S25892A,2,3.0
S25899A,3,3.0
S25899A,2,3.0
S2590XA,2,3.0
S2591XA,2,3.0
S2599XA,2,3.0
S2600XA,3,3.0
S2601XA,3,3.0
S26020A,3,3.0
S26021A,3,3.0
S26022A,5,3.0
S2609XA,3,3.0
S2610XA,3,3.0
S2611XA,3,3.0
S2612XA,3,3.0
S2612XA,5,3.0
S2619XA,3,3.0
S2690XA,3,3.0
S2691XA,3,3.0
S2692XA,3,3.0
S2692XA,5,3.0
S2699XA,3,3.0
S270XXA,3,3.0
S271XXA,3,3.0
S272XXA,3,3.0
S27301A,3,3.0
S27302A,3,3.0
S27309A,3,3.0
S27311A,3,3.0
S27312A,3,3.0
S27319A,3,3.0
S27321A,3,3.0
S27322A,3,3.0
S27329A,3,3.0
S27331A,3,3.0
S27332A,3,3.0
S27339A,3,3.0
S27391A,3,3.0
S27392A,3,3.0
S27399A,3,3.0
S27401A,3,3.0
S27402A,3,3.0
S27409A,3,3.0
S27411A,3,3.0
S27412A,3,3.0
S27419A,3,3.0
S27421A,3,3.0
S27422A,3,3.0
S27429A,3,3.0
S27431A,3,3.0
S27432A,3,3.0
S27439A,3,3.0
S27491A,3,3.0
S27492A,3,3.0
S27499A,3,3.0
S2750XA,2,3.0
S2751XA,2,3.0
S2752XA,2,3.0
S2753XA,2,3.0
S2759XA,2,3.0
S2760XA,2,3.0
S2763XA,2,3.0
S2769XA,2,3.0
S27802A,3,3.0
S27803A,3,3.0
S27808A,3,3.0
S27809A,3,3.0
S27812A,2,3.0
S27813A,2,3.0
S27818A,2,3.0
S27819A,2,3.0
S27892A,2,3.0
S27893A,2,3.0
S27898A,2,3.0
S27899A,2,3.0
S279XXA,6,3.0
S280XXA,2,3.0
S281XXA,1,3.0
S28211A,1,6.0
S28212A,1,6.0
S28219A,1,6.0
S28221A,1,6.0
S28222A,1,6.0
S28229A,1,6.0
S29001A,1,3.0
S29002A,1,3.0
S29009A,1,3.0
S29011A,1,5.0
S29012A,1,5.0
S29019A,1,5.0
S29021A,1,3.0
S29022A,1,3.0
S29029A,1,3.0
S29091A,1,3.0
S29092A,1,3.0
S29099A,1,3.0
S298XXA,1,3.0
S299XXA,1,3.0
S300XXA,1,6.0
S301XXA,1,4.0
S30201A,1,4.0
S30202A,1,4.0
S3021XA,1,4.0
S3022XA,1,4.0
S3023XA,1,4.0
S303XXA,1,6.0
S30810A,1,6.0
S30811A,1,6.0
S30812A,1,6.0
S30813A,1,6.0
S30814A,1,6.0
S30815A,1,6.0
S30816A,1,6.0
S30817A,1,6.0
S30820A,1,6.0
S30821A,1,6.0
S30822A,1,6.0
S30823A,1,6.0
S30824A,1,6.0
S30825A,1,6.0
S30826A,1,6.0
S30827A,1,6.0
S30840A,1,6.0
S30841A,1,6.0
S30842A,1,6.0
S30843A,1,6.0
S30844A,1,6.0
S30845A,1,6.0
S30846A,1,6.0
S30850A,1,6.0
S30851A,1,6.0
S30852A,1,6.0
S30853A,1,6.0
S30854A,1,6.0
S30855A,1,6.0
S30856A,1,6.0
S30857A,1,6.0
S30860A,1,6.0
S30861A,1,6.0
S30862A,1,6.0
S30863A,1,6.0
S30864A,1,6.0
S30865A,1,6.0
S30866A,1,6.0
S30867A,1,6.0
S30870A,1,6.0
S30871A,1,6.0
S30872A,1,6.0
S30873A,1,6.0
S30874A,1,6.0
S30875A,1,6.0
S30876A,1,6.0
S30877A,1,6.0
S3091XA,1,6.0
S3092XA,1,6.0
S3093XA,1,6.0
S3094XA,1,6.0
S3095XA,1,6.0
S3096XA,1,6.0
S3097XA,1,6.0
S3098XA,1,6.0
S31000A,1,5.0
S31001A,3,4.0
S31010A,1,5.0
S31011A,3,4.0
S31020A,1,5.0
S31020A,2,5.0
S31021A,3,4.0
S31030A,1,5.0
S31031A,3,4.0
S31040A,1,5.0
S31040A,2,5.0
S31041A,3,4.0
S31050A,1,5.0
S31051A,3,4.0
S31100A,1,4.0
S31101A,1,4.0
S31102A,1,4.0
S31103A,1,4.0
S31104A,1,4.0
S31105A,1,4.0
S31109A,1,4.0
S31110A,1,4.0
S31111A,1,4.0
S31112A,1,4.0
S31113A,1,4.0
S31114A,1,4.0
S31115A,1,4.0
S31119A,1,4.0
S31120A,1,4.0
S31121A,1,4.0
S31122A,1,4.0
S31123A,1,4.0
S31124A,1,4.0
S31125A,1,4.0
S31129A,1,4.0
S31130A,1,4.0
S31131A,1,4.0
S31132A,1,4.0
S31133A,1,4.0
S31134A,1,4.0
S31135A,1,4.0
S31139A,1,4.0
S31140A,1,4.0
S31141A,1,4.0
S31142A,1,4.0
S31143A,1,4.0
S31144A,1,4.0
S31145A,1,4.0
S31149A,1,4.0
S31150A,1,4.0
S31151A,1,4.0
S31152A,1,4.0
S31153A,1,4.0
S31154A,1,4.0
S31155A,1,4.0
S31159A,1,4.0
S3120XA,1,6.0
S3121XA,1,6.0
S3122XA,2,4.0
S3123XA,1,6.0
S3124XA,2,4.0
S3125XA,1,6.0
S3130XA,1,4.0
S3131XA,1,4.0
S3132XA,2,4.0
S3133XA,1,4.0
S3134XA,2,4.0
S3135XA,1,4.0
S3140XA,1,4.0
S3141XA,1,4.0
S3142XA,2,4.0
S3143XA,1,4.0
S3144XA,2,4.0
S3145XA,1,4.0
S31501A,1,4.0
S31502A,1,4.0
S31511A,1,4.0
S31512A,1,4.0
S31521A,2,4.0
S31522A,2,4.0
S31531A,1,4.0
S31532A,1,4.0
S31541A,2,4.0
S31542A,2,4.0
S31551A,1,4.0
S31552A,1,4.0
S31600A,1,4.0
S31601A,1,4.0
S31602A,1,4.0
S31603A,1,4.0
S31604A,1,4.0
S31605A,1,4.0
S31609A,1,4.0
S31610A,1,4.0
S31611A,1,4.0
S31612A,1,4.0
S31613A,1,4.0
S31614A,1,4.0
S31615A,1,4.0
S31619A,1,4.0
S31620A,1,4.0
S31621A,1,4.0
S31622A,1,4.0
S31623A,1,4.0
S31624A,1,4.0
S31625A,1,4.0
S31629A,1,4.0
S31630A,1,4.0
S31631A,1,4.0
S31632A,1,4.0
S31633A,1,4.0
S31634A,1,4.0
S31635A,1,4.0
S31639A,1,4.0
S31640A,1,4.0
S31641A,1,4.0
S31642A,1,4.0
S31643A,1,4.0
S31644A,1,4.0
S31645A,1,4.0
S31649A,1,4.0
S31650A,1,4.0
S31651A,1,4.0
S31652A,1,4.0
S31653A,1,4.0
S31654A,1,4.0
S31655A,1,4.0
S31659A,1,4.0
S31801A,1,6.0
S31802A,1,6.0
S31803A,1,6.0
S31804A,1,6.0
S31805A,1,6.0
S31809A,1,6.0
S31811A,1,6.0
S31812A,1,6.0
S31813A,1,6.0
S31814A,1,6.0
S31815A,1,6.0
S31819A,1,6.0
S31821A,1,6.0
S31822A,1,6.0
S31823A,1,6.0
S31824A,1,6.0
S31825A,1,6.0
S31829A,1,6.0
S31831A,1,4.0
S31832A,2,4.0
S31833A,1,4.0
S31834A,2,4.0
S31835A,1,4.0
S31839A,1,4.0
S32000A,2,4.0
S32000B,2,4.0
S32001A,2,4.0
S32001B,2,4.0
S32002A,2,4.0
S32002B,2,4.0
S32008A,2,4.0
S32008B,2,4.0
S32009A,2,4.0
S32009B,2,4.0
S32010A,2,4.0
S32010B,2,4.0
S32011A,2,4.0
S32011B,2,4.0
S32012A,2,4.0
S32012B,2,4.0
S32018A,2,4.0
S32018B,2,4.0
S32019A,2,4.0
S32019B,2,4.0
S32020A,2,4.0
S32020B,2,4.0
S32021A,2,4.0
S32021B,2,4.0
S32022A,2,4.0
S32022B,2,4.0
S32028A,2,4.0
S32028B,2,4.0
S32029A,2,4.0
S32029B,2,4.0
S32030A,2,4.0
S32030B,2,4.0
S32031A,2,4.0
S32031B,2,4.0
S32032A,2,4.0
S32032B,2,4.0
S32038A,2,4.0
S32038B,2,4.0
S32039A,2,4.0
S32039B,2,4.0
S32040A,2,4.0
S32040B,2,4.0
S32041A,2,4.0
S32041B,2,4.0
S32042A,2,4.0
S32042B,2,4.0
S32048A,2,4.0
S32048B,2,4.0
S32049A,2,4.0
S32049B,2,4.0
S32050A,2,4.0
S32050B,2,4.0
S32051A,2,4.0
S32051B,2,4.0
S32052A,2,4.0
S32052B,2,4.0
S32058A,2,4.0
S32058B,2,4.0
S32059A,2,4.0
S32059B,2,4.0
S3210XA,2,5.0
S3210XB,3,5.0
S32110A,2,5.0
S32110B,3,5.0
S32111A,2,5.0
S32111B,3,5.0
S32112A,2,5.0
S32112B,3,5.0
S32119A,2,5.0
S32119B,3,5.0
S32120A,2,5.0
S32120B,3,5.0
S32121A,2,5.0
S32121B,3,5.0
S32122A,2,5.0
S32122B,3,5.0
S32129A,2,5.0
S32129B,3,5.0
S32130A,2,5.0
S32130B,3,5.0
S32131A,2,5.0
S32131B,3,5.0
S32132A,2,5.0
S32132B,3,5.0
S32139A,2,5.0
S32139B,3,5.0
S3214XA,2,5.0
S3214XB,3,5.0
S3215XA,2,5.0
S3215XB,3,5.0
S3216XA,2,5.0
S3216XB,3,5.0
S3217XA,2,5.0
S3217XB,3,5.0
S3219XA,2,5.0
S3219XB,3,5.0
S322XXA,2,5.0
S322XXB,3,5.0
S32301A,2,5.0
S32301B,3,5.0
S32302A,2,5.0
S32302B,3,5.0
S32309A,2,5.0
S32309B,3,5.0
S32311A,2,5.0
S32311B,3,5.0
S32312A,2,5.0
S32312B,3,5.0
S32313A,2,5.0
S32313B,3,5.0
S32314A,2,5.0
S32314B,3,5.0
S32315A,2,5.0
S32315B,3,5.0
S32316A,2,5.0
S32316B,3,5.0
S32391A,2,5.0
S32391B,3,5.0
S32392A,2,5.0
S32392B,3,5.0
S32399A,2,5.0
S32399B,3,5.0
S32401A,2,5.0
S32401B,3,5.0
S32402A,2,5.0
S32402B,3,5.0
S32409A,2,5.0
S32409B,3,5.0
S32411A,2,5.0
S32411B,3,5.0
S32412A,2,5.0
S32412B,3,5.0
S32413A,2,5.0
S32413B,3,5.0
S32414A,2,5.0
S32414B,3,5.0
S32415A,2,5.0
S32415B,3,5.0
S32416A,2,5.0
S32416B,3,5.0
S32421A,2,5.0
S32421B,3,5.0
S32422A,2,5.0
S32422B,3,5.0
S32423A,2,5.0
S32423B,3,5.0
S32424A,2,5.0
S32424B,3,5.0
S32425A,2,5.0
S32425B,3,5.0
S32426A,2,5.0
S32426B,3,5.0
S32431A,2,5.0
S32431B,3,5.0
S32432A,2,5.0
S32432B,3,5.0
S32433A,2,5.0
S32433B,3,5.0
S32434A,2,5.0
S32434B,3,5.0
S32435A,2,5.0
S32435B,3,5.0
S32436A,2,5.0
S32436B,3,5.0
S32441A,2,5.0
S32441B,3,5.0
S32442A,2,5.0
S32442B,3,5.0
S32443A,2,5.0
S32443B,3,5.0
S32444A,2,5.0
S32444B,3,5.0
S32445A,2,5.0
S32445B,3,5.0
S32446A,2,5.0
S32446B,3,5.0
S32451A,2,5.0
S32451B,3,5.0
S32452A,2,5.0
S32452B,3,5.0
S32453A,2,5.0
S32453B,3,5.0
S32454A,2,5.0
S32454B,3,5.0
S32455A,2,5.0
S32455B,3,5.0
S32456A,2,5.0
S32456B,3,5.0
S32461A,2,5.0
S32461B,3,5.0
S32462A,2,5.0
S32462B,3,5.0
S32463A,2,5.0
S32463B,3,5.0
S32464A,2,5.0
S32464B,3,5.0
S32465A,2,5.0
S32465B,3,5.0
S32466A,2,5.0
S32466B,3,5.0
S32471A,2,5.0
S32471B,3,5.0
S32472A,2,5.0
S32472B,3,5.0
S32473A,2,5.0
S32473B,3,5.0
S32474A,2,5.0
S32474B,3,5.0
S32475A,2,5.0
S32475B,3,5.0
S32476A,2,5.0
S32476B,3,5.0
S32481A,2,5.0
S32481B,3,5.0
S32482A,2,5.0
S32482B,3,5.0
S32483A,2,5.0
S32483B,3,5.0
S32484A,2,5.0
S32484B,3,5.0
S32485A,2,5.0
S32485B,3,5.0
S32486A,2,5.0
S32486B,3,5.0
S32491A,2,5.0
S32491B,3,5.0
S32492A,2,5.0
S32492B,3,5.0
S32499A,2,5.0
S32499B,3,5.0
S32501A,2,5.0
S32501B,3,5.0
S32502A,2,5.0
S32502B,3,5.0
S32509A,2,5.0
S32509B,3,5.0
S32511A,2,5.0
S32511B,3,5.0
S32512A,2,5.0
S32512B,3,5.0
S32519A,2,5.0
S32519B,3,5.0
S32591A,2,5.0
S32591B,3,5.0
S32592A,2,5.0
S32592B,3,5.0
S32599A,2,5.0
S32599B,3,5.0
S32601A,2,5.0
S32601B,3,5.0
S32602A,2,5.0
S32602B,3,5.0
S32609A,2,5.0
S32609B,3,5.0
S32611A,2,5.0
S32611B,3,5.0
S32612A,2,5.0
S32612B,3,5.0
S32613A,2,5.0
S32613B,3,5.0
S32614A,2,5.0
S32614B,3,5.0
S32615A,2,5.0
S32615B,3,5.0
S32616A,2,5.0
S32616B,3,5.0
S32691A,2,5.0
S32691B,3,5.0
S32692A,2,5.0
S32692B,3,5.0
S32699A,2,5.0
S32699B,3,5.0
S32810A,4,5.0
S32810B,3,5.0
S32811A,4,5.0
S32811B,3,5.0
S3289XA,2,5.0
S3289XB,3,5.0
S329XXA,2,5.0
S329XXB,3,5.0
S330XXA,2,4.0
S33100A,2,4.0
S33101A,2,4.0
S33110A,2,4.0
S33111A,2,4.0
S33120A,2,4.0
S33121A,2,4.0
S33130A,2,4.0
S33131A,2,4.0
S33140A,2,4.0
S33141A,2,4.0
S332XXA,2,5.0
S332XXA,3,5.0
S3330XA,3,5.0
S3339XA,3,5.0
S334XXA,1,5.0
S335XXA,1,4.0
S336XXA,1,5.0
S338XXA,1,5.0
S339XXA,1,5.0
S3401XA,3,4.0
S3402XA,3,4.0
S34101A,3,4.0
S34102A,3,4.0
S34103A,3,4.0
S34104A,3,4.0
S34105A,3,4.0
S34109A,3,4.0
S34111A,3,4.0
S34112A,3,4.0
S34113A,3,4.0
S34114A,3,4.0
S34115A,3,4.0
S34119A,3,4.0
S34121A,3,4.0
S34122A,3,4.0
S34123A,3,4.0
S34124A,3,4.0
S34125A,3,4.0
S34129A,3,4.0
S34131A,3,4.0
S34132A,3,4.0
S34139A,3,4.0
S3421XA,2,4.0
S3422XA,2,4.0
S343XXA,3,4.0
S344XXA,2,4.0
S345XXA,2,4.0
S346XXA,2,4.0
S348XXA,2,4.0
S349XXA,2,5.0
S3500XA,4,4.0
S3501XA,4,4.0
S3502XA,4,4.0
S3509XA,4,4.0
S3510XA,3,4.0
S3511XA,3,4.0
S3511XA,4,4.0
S3512XA,3,4.0
S3512XA,4,4.0
S3519XA,3,4.0
S3519XA,4,4.0
S35211A,3,4.0
S35212A,3,4.0
S35218A,3,4.0
S35219A,3,4.0
S35221A,3,4.0
S35222A,3,4.0
S35228A,3,4.0
S35229A,3,4.0
S35231A,3,4.0
S35232A,3,4.0
S35238A,3,4.0
S35239A,3,4.0
S35291A,3,4.0
S35292A,3,4.0
S35298A,3,4.0
S35299A,3,4.0
S35311A,3,4.0
S35318A,3,4.0
S35319A,3,4.0
S35321A,3,4.0
S35328A,3,4.0
S35329A,3,4.0
S35331A,3,4.0
S35338A,3,4.0
S35339A,3,4.0
S35341A,3,4.0
S35348A,3,4.0
S35349A,3,4.0
S35401A,3,4.0
S35402A,3,4.0
S35403A,3,4.0
S35404A,3,4.0
S35405A,3,4.0
S35406A,3,4.0
S35411A,3,4.0
S35412A,3,4.0
S35413A,3,4.0
S35414A,3,4.0
S35415A,3,4.0
S35416A,3,4.0
S35491A,3,4.0
S35492A,3,4.0
S35493A,3,4.0
S35494A,3,4.0
S35495A,3,4.0
S35496A,3,4.0
S3550XA,3,4.0
S35511A,3,4.0
S35512A,3,4.0
S35513A,3,4.0
S35514A,3,4.0
S35515A,3,4.0
S35516A,3,4.0
S35531A,3,4.0
S35532A,3,4.0
S35533A,3,4.0
S35534A,3,4.0
S35535A,3,4.0
S35536A,3,4.0
S3559XA,3,4.0
S358X1A,3,4.0
S358X8A,3,4.0
S358X9A,3,4.0
S3590XA,3,4.0
S3591XA,3,4.0
S3599XA,3,4.0
S3600XA,2,4.0
S36020A,2,4.0
S36021A,2,4.0
S36029A,2,4.0
S36030A,2,4.0
S36031A,4,4.0
S36032A,5,4.0
S36039A,2,4.0
S3609XA,2,4.0
S36112A,2,4.0
S36113A,2,4.0
S36114A,2,4.0
S36115A,3,4.0
S36116A,4,4.0
S36118A,2,4.0
S36119A,2,4.0
S36122A,2,4.0
S36123A,2,4.0
S36128A,2,4.0
S36129A,2,4.0
S3613XA,2,4.0
S36200A,2,4.0
S36201A,2,4.0
S36202A,2,4.0
S36209A,2,4.0
S36220A,2,4.0
S36221A,2,4.0
S36222A,2,4.0
S36229A,2,4.0
S36230A,2,4.0
S36231A,2,4.0
S36232A,2,4.0
S36239A,2,4.0
S36240A,2,4.0
S36241A,2,4.0
S36242A,2,4.0
S36249A,2,4.0
S36250A,2,4.0
S36251A,2,4.0
S36252A,2,4.0
S36259A,2,4.0
S36260A,2,4.0
S36261A,2,4.0
S36262A,2,4.0
S36269A,2,4.0
S36290A,2,4.0
S36291A,2,4.0
S36292A,2,4.0
S36299A,2,4.0
S3630XA,2,4.0
S3632XA,2,4.0
S3633XA,2,4.0
S3639XA,2,4.0
S36400A,2,4.0
S36408A,2,4.0
S36409A,2,4.0
S36410A,2,4.0
S36418A,2,4.0
S36419A,2,4.0
S36420A,2,4.0
S36428A,2,4.0
S36429A,2,4.0
S36430A,2,4.0
S36438A,2,4.0
S36439A,2,4.0
S36490A,2,4.0
S36498A,2,4.0
S36499A,2,4.0
S36500A,2,4.0
S36501A,2,4.0
S36502A,2,4.0
S36503A,2,4.0
S36508A,2,4.0
S36509A,2,4.0
S36510A,2,4.0
S36511A,2,4.0
S36512A,2,4.0
S36513A,2,4.0
S36518A,2,4.0
S36519A,2,4.0
S36520A,2,4.0
S36521A,2,4.0
S36522A,2,4.0
S36523A,2,4.0
S36528A,2,4.0
S36529A,2,4.0
S36530A,2,4.0
S36531A,2,4.0
S36532A,2,4.0
S36533A,2,4.0
S36538A,2,4.0
S36539A,2,4.0
S36590A,2,4.0
S36591A,2,4.0
S36592A,2,4.0
S36593A,2,4.0
S36598A,2,4.0
S36599A,2,4.0
S3660XA,2,4.0
S3661XA,2,4.0
S3662XA,2,4.0
S3663XA,2,4.0
S3669XA,2,4.0
S3681XA,3,4.0
S36892A,3,4.0
S36892A,2,4.0
S36893A,3,4.0
S36893A,2,4.0
S36898A,3,4.0
S36898A,2,4.0
S36899A,2,4.0
S36899A,3,4.0
S3690XA,1,4.0
S3690XA,2,4.0
S3692XA,1,4.0
S3692XA,2,4.0
S3693XA,1,4.0
S3693XA,2,4.0
S3699XA,1,4.0
S3699XA,2,4.0
S37001A,2,4.0
S37002A,2,4.0
S37009A,2,4.0
S37011A,2,4.0
S37012A,2,4.0
S37019A,2,4.0
S37021A,2,4.0
S37022A,2,4.0
S37029A,2,4.0
S37031A,2,4.0
S37032A,2,4.0
S37039A,2,4.0
S37041A,2,4.0
S37042A,2,4.0
S37049A,2,4.0
S37051A,2,4.0
S37052A,2,4.0
S37059A,2,4.0
S37061A,5,4.0
S37062A,5,4.0
S37069A,5,4.0
S37091A,5,4.0
S37092A,5,4.0
S37099A,5,4.0
S3710XA,2,4.0
S3712XA,2,4.0
S3713XA,2,4.0
S3719XA,2,4.0
S3720XA,2,4.0
S3722XA,2,4.0
S3723XA,2,4.0
S3729XA,2,4.0
S3730XA,2,4.0
S3732XA,2,4.0
S3733XA,2,4.0
S3739XA,2,4.0
S37401A,2,4.0
S37402A,2,4.0
S37409A,2,4.0
S37421A,2,4.0
S37422A,2,4.0
S37429A,2,4.0
S37431A,2,4.0
S37432A,2,4.0
S37439A,2,4.0
S37491A,2,4.0
S37492A,2,4.0
S37499A,2,4.0
S37501A,2,4.0
S37502A,2,4.0
S37509A,2,4.0
S37511A,2,4.0
S37512A,2,4.0
S37519A,2,4.0
S37521A,2,4.0
S37522A,2,4.0
S37529A,2,4.0
S37531A,2,4.0
S37532A,2,4.0
S37539A,2,4.0
S37591A,2,4.0
S37592A,2,4.0
S37599A,2,4.0
S3760XA,2,4.0
S3762XA,2,4.0
S3763XA,2,4.0
S3769XA,2,4.0
S37812A,1,4.0
S37813A,1,4.0
S37818A,1,4.0
S37819A,1,4.0
S37822A,2,4.0
S37823A,2,4.0
S37828A,2,4.0
S37829A,2,4.0
S37892A,2,4.0
S37893A,2,4.0
S37898A,2,4.0
S37899A,2,4.0
S3790XA,2,4.0
S3792XA,2,4.0
S3793XA,2,4.0
S3799XA,2,4.0
S38001A,2,4.0
S38002A,2,4.0
S3801XA,2,4.0
S3802XA,2,4.0
S3803XA,2,4.0
S381XXA,1,3.0
S38211A,1,4.0
S38212A,1,4.0
S38221A,1,6.0
S38222A,1,6.0
S38231A,1,4.0
S38232A,1,4.0
S383XXA,1,6.0
S39001A,1,4.0
S39002A,1,6.0
S39003A,1,6.0
S39011A,1,5.0
S39012A,1,5.0
S39013A,1,5.0
S39021A,1,4.0
S39022A,1,4.0
S39023A,1,4.0
S39091A,1,4.0
S39092A,1,6.0
S39093A,1,6.0
S3981XA,1,4.0
S3982XA,1,6.0
S3983XA,1,6.0
S39840A,1,4.0
S39848A,1,4.0
S3991XA,1,4.0
S3992XA,1,6.0
S3993XA,1,6.0
S3994XA,1,4.0
S40011A,1,6.0
S40012A,1,6.0
S40019A,1,6.0
S40021A,1,6.0
S40022A,1,6.0
S40029A,1,6.0
S40211A,1,6.0
S40212A,1,6.0
S40219A,1,6.0
S40221A,1,6.0
S40222A,1,6.0
S40229A,1,6.0
S40241A,1,6.0
S40242A,1,6.0
S40249A,1,6.0
S40251A,1,6.0
S40252A,1,6.0
S40259A,1,6.0
S40261A,1,6.0
S40262A,1,6.0
S40269A,1,6.0
S40271A,1,6.0
S40272A,1,6.0
S40279A,1,6.0
S40811A,1,6.0
S40812A,1,6.0
S40819A,1,6.0
S40821A,1,6.0
S40822A,1,6.0
S40829A,1,6.0
S40841A,1,6.0
S40842A,1,6.0
S40849A,1,6.0
S40851A,1,6.0
S40852A,1,6.0
S40859A,1,6.0
S40861A,1,6.0
S40862A,1,6.0
S40869A,1,6.0
S40871A,1,6.0
S40872A,1,6.0
S40879A,1,6.0
S40911A,1,6.0
S40912A,1,6.0
S40919A,1,6.0
S40921A,1,6.0
S40922A,1,6.0
S40929A,1,6.0
S41001A,1,6.0
S41002A,1,6.0
S41009A,1,6.0
S41011A,1,6.0
S41012A,1,6.0
S41019A,1,6.0
S41021A,1,6.0
S41021A,2,6.0
S41022A,1,6.0
S41022A,2,6.0
S41029A,1,6.0
S41029A,2,6.0
S41031A,1,6.0
S41032A,1,6.0
S41039A,1,6.0
S41041A,1,6.0
S41041A,2,6.0
S41042A,1,6.0
S41042A,2,6.0
S41049A,1,6.0
S41049A,2,6.0
S41051A,1,6.0
S41052A,1,6.0
S41059A,1,6.0
S41101A,1,6.0
S41102A,1,6.0
S41109A,1,6.0
S41111A,1,6.0
S41112A,1,6.0
S41119A,1,6.0
S41121A,2,6.0
S41122A,2,6.0
S41129A,2,6.0
S41131A,1,6.0
S41132A,1,6.0
S41139A,1,6.0
S41141A,2,6.0
S41142A,2,6.0
S41149A,2,6.0
S41151A,1,6.0
S41152A,1,6.0
S41159A,1,6.0
S42001A,2,5.0
S42001B,2,5.0
S42002A,2,5.0
S42002B,2,5.0
S42009A,2,5.0
S42009B,2,5.0
S42011A,2,5.0
S42011B,2,5.0
S42012A,2,5.0
S42012B,2,5.0
S42013A,2,5.0
S42013B,2,5.0
S42014A,2,5.0
S42014B,2,5.0
S42015A,2,5.0
S42015B,2,5.0
