icdbase,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,NISn,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S27.9,Chest,2.167285150012363,-4.2736704084674155,133,5,Chest,0.5985342644498889,-3.9084784086638207,69,4,5,4,Chest,Chest
S28.0,Chest,3.6632058011109443,-4.2736704084674155,96,5,Chest,0.49288421559391327,-3.9084784086638207,88,3,5,3,Chest,Chest
S28.1,Chest,0.3449682329348359,-4.2736704084674155,73,2,NA,NA,NA,NA,NA,2,2,Chest,Chest
S28.2,Chest,-3.2516921801186878,-4.2736704084674155,6,1,Chest,-2.3629831052360397,-3.9084784086638207,1,1,1,1,Chest,Chest
S29.0,Chest,0.05228722383423344,-4.2736704084674155,1337,1,Chest,-0.5126558631072321,-3.9084784086638207,372,1,1,1,Chest,Chest
S29.8,Chest,-0.03621966339920889,-4.2736704084674155,6175,1,Chest,0.20853100279981557,-3.9084784086638207,95,3,1,3,Chest,Chest
S29.9,Chest,1.0503709432545933,-4.2736704084674155,2181,4,Chest,0.028632433807253308,-3.9084784086638207,352,2,4,2,Chest,Chest
S30.0,Abdomen,0.129714040476826,-4.2736704084674155,8823,1,Abdomen,-0.060045773770863294,-3.9084784086638207,2951,2,1,2,Abdomen,Abdomen
S30.1,Abdomen,0.07290404970571927,-4.2736704084674155,24565,1,Abdomen,-0.014363841346150912,-3.9084784086638207,3891,2,1,2,Abdomen,Abdomen
S30.2,Abdomen,0.19476498633460196,-4.2736704084674155,1409,1,Abdomen,-0.06252480794611823,-3.9084784086638207,292,2,1,2,Abdomen,Abdomen
S30.3,Abdomen,0.14651872106125235,-4.2736704084674155,52,1,Abdomen,-1.3102350081152365,-3.9084784086638207,5,1,1,1,Abdomen,Abdomen
S30.8,Abdomen,-0.12990106658192913,-4.2736704084674155,26631,1,Abdomen,-0.29806185212661246,-3.9084784086638207,2506,1,1,1,Abdomen,Abdomen
S30.9,Abdomen,0.5444706752473178,-4.2736704084674155,311,3,Abdomen,-0.22969744611574544,-3.9084784086638207,126,1,3,1,Abdomen,Abdomen
S31.0,Abdomen,0.20270885631892427,-4.2736704084674155,2432,1,Abdomen,0.22517620380568215,-3.9084784086638207,573,3,1,3,Abdomen,Abdomen
S31.1,Abdomen,-0.0930704608575694,-4.2736704084674155,8717,1,Abdomen,-0.18397552778872595,-3.9084784086638207,1944,1,1,1,Abdomen,Abdomen
S31.2,Abdomen,0.1376382664327939,-4.2736704084674155,701,1,Abdomen,-0.8322252608936073,-3.9084784086638207,152,1,1,1,Abdomen,Abdomen
S31.3,Abdomen,0.16063279101927516,-4.2736704084674155,1514,1,Abdomen,0.30681090280803075,-3.9084784086638207,238,3,1,3,Abdomen,Abdomen
S31.4,Abdomen,-0.32363205459175737,-4.2736704084674155,1008,1,Abdomen,-0.559705084558336,-3.9084784086638207,184,1,1,1,Abdomen,Abdomen
S31.5,Abdomen,0.538660144385286,-4.2736704084674155,257,3,Abdomen,0.4379174596678421,-3.9084784086638207,23,3,3,3,Abdomen,Abdomen
S31.6,Abdomen,0.4038193368933697,-4.2736704084674155,6103,2,Abdomen,-0.08066545397850892,-3.9084784086638207,1565,2,2,2,Abdomen,Abdomen
S31.8,Abdomen,0.25937979021970614,-4.2736704084674155,3399,2,Abdomen,-0.28584350549144494,-3.9084784086638207,794,1,2,1,Abdomen,Abdomen
S32.0,Abdomen,-0.15305532846251935,-4.2736704084674155,62867,1,Abdomen,-0.2296616364651268,-3.9084784086638207,15067,1,1,1,Abdomen,Abdomen
S32.1,Abdomen,-0.09313134945338429,-4.2736704084674155,20116,1,Abdomen,-0.033730996729298086,-3.9084784086638207,6082,2,1,2,Abdomen,Abdomen
S32.2,Abdomen,-0.38812808262431353,-4.2736704084674155,905,1,Abdomen,0.022000430183740382,-3.9084784086638207,315,2,1,2,Abdomen,Abdomen
S32.3,Abdomen,0.16951444532542484,-4.2736704084674155,8110,1,Abdomen,0.23971476714950998,-3.9084784086638207,1645,3,1,3,Abdomen,Abdomen
S32.4,Abdomen,-0.13350099257701883,-4.2736704084674155,26288,1,Abdomen,0.02942852743248621,-3.9084784086638207,5504,2,1,2,Abdomen,Abdomen
S32.5,Abdomen,0.17865860511240692,-4.2736704084674155,31840,1,Abdomen,0.13830707253156685,-3.9084784086638207,11147,2,1,2,Abdomen,Abdomen
S32.6,Abdomen,0.16527748355959274,-4.2736704084674155,1554,1,Abdomen,-0.026853736225333564,-3.9084784086638207,428,2,1,2,Abdomen,Abdomen
S32.8,Abdomen,0.46645806953078717,-4.2736704084674155,12159,3,Abdomen,0.14562176435258914,-3.9084784086638207,2461,2,3,2,Abdomen,Abdomen
S32.9,Abdomen,0.735210089789303,-4.2736704084674155,5207,3,Abdomen,0.5073451662391738,-3.9084784086638207,532,4,3,4,Abdomen,Abdomen
S33.0,Abdomen,-0.9584866398651134,-4.2736704084674155,138,1,Abdomen,-1.1513141219306657,-3.9084784086638207,4,1,1,1,Abdomen,Abdomen
S33.1,Abdomen,-0.3702691884156132,-4.2736704084674155,594,1,Abdomen,-1.2081568294001808,-3.9084784086638207,71,1,1,1,Abdomen,Abdomen
S33.2,Abdomen,-0.15847366523599668,-4.2736704084674155,1945,1,Abdomen,-0.8589232323890442,-3.9084784086638207,240,1,1,1,Abdomen,Abdomen
S33.3,Abdomen,-0.011077379210196426,-4.2736704084674155,138,1,Abdomen,-1.8660908137005643,-3.9084784086638207,41,1,1,1,Abdomen,Abdomen
S33.4,Abdomen,-0.10284820123756563,-4.2736704084674155,540,1,Abdomen,-1.4456708804038236,-3.9084784086638207,153,1,1,1,Abdomen,Abdomen
S33.5,Abdomen,-0.7296469486721916,-4.2736704084674155,3872,1,Abdomen,-0.0782964875641293,-3.9084784086638207,246,2,1,2,Abdomen,Abdomen
S33.6,Abdomen,0.02625203014202966,-4.2736704084674155,119,1,Abdomen,-1.3138614060186795,-3.9084784086638207,22,1,1,1,Abdomen,Abdomen
S33.8,Abdomen,-1.2269391910511924,-4.2736704084674155,199,1,Abdomen,-1.244739524617098,-3.9084784086638207,19,1,1,1,Abdomen,Abdomen
S33.9,Abdomen,-0.06050455373086935,-4.2736704084674155,124,1,Abdomen,0.3251452359322184,-3.9084784086638207,40,3,1,3,Abdomen,Abdomen
S34.0,Abdomen,-1.0521419856709378,-4.2736704084674155,278,1,Abdomen,-1.6603188649191793,-3.9084784086638207,23,1,1,1,Abdomen,Abdomen
S34.1,Abdomen,-0.3880270952166357,-4.2736704084674155,1609,1,Abdomen,-0.17689187397945857,-3.9084784086638207,397,1,1,1,Abdomen,Abdomen
S34.2,Abdomen,-1.585333533267229,-4.2736704084674155,225,1,Abdomen,-1.537900277379693,-3.9084784086638207,46,1,1,1,Abdomen,Abdomen
S34.3,Abdomen,0.3194091385917199,-4.2736704084674155,247,2,Abdomen,0.4777233715148028,-3.9084784086638207,23,3,2,3,Abdomen,Abdomen
S34.4,Abdomen,0.04838759227691455,-4.2736704084674155,40,1,Abdomen,-1.4038313558487316,-3.9084784086638207,17,1,1,1,Abdomen,Abdomen
S34.5,Abdomen,1.031324510173632,-4.2736704084674155,10,4,Abdomen,-1.406296041842543,-3.9084784086638207,3,1,4,1,Abdomen,Abdomen
S34.6,Abdomen,1.8126451465179603,-4.2736704084674155,8,5,Abdomen,-1.095925356898021,-3.9084784086638207,4,1,5,1,Abdomen,Abdomen
S34.8,Abdomen,-1.4556370536847962,-4.2736704084674155,11,1,Abdomen,-1.1467142363333922,-3.9084784086638207,6,1,1,1,Abdomen,Abdomen
S34.9,Abdomen,-1.8306944371022038,-4.2736704084674155,17,1,Abdomen,-1.241773691260633,-3.9084784086638207,2,1,1,1,Abdomen,Abdomen
S35.0,Abdomen,1.7184906526316444,-4.2736704084674155,737,5,Abdomen,0.7540249585441272,-3.9084784086638207,68,5,5,5,Abdomen,Abdomen
S35.1,Abdomen,2.0080106302042156,-4.2736704084674155,852,5,Abdomen,1.2162802617853115,-3.9084784086638207,107,5,5,5,Abdomen,Abdomen
S35.2,Abdomen,0.5089748290624443,-4.2736704084674155,1168,3,Abdomen,0.5768265210395375,-3.9084784086638207,240,4,3,4,Abdomen,Abdomen
S35.3,Abdomen,1.2509992705940094,-4.2736704084674155,445,4,Abdomen,0.9738348200444762,-3.9084784086638207,72,5,4,5,Abdomen,Abdomen
S35.4,Abdomen,0.3542615641911695,-4.2736704084674155,698,2,Abdomen,0.15470563356508432,-3.9084784086638207,115,2,2,2,Abdomen,Abdomen
S35.5,Abdomen,1.4651617424327354,-4.2736704084674155,2057,5,Abdomen,1.281914460064611,-3.9084784086638207,294,5,5,5,Abdomen,Abdomen
S35.8,Abdomen,0.783761507914168,-4.2736704084674155,789,4,Abdomen,0.6680730880462165,-3.9084784086638207,111,4,4,4,Abdomen,Abdomen
S35.9,Abdomen,0.7918734653034837,-4.2736704084674155,304,4,Abdomen,0.0435024910567219,-3.9084784086638207,21,2,4,2,Abdomen,Abdomen
S36.0,Abdomen,0.14500165378512483,-4.2736704084674155,24174,1,Abdomen,0.12453489146974898,-3.9084784086638207,4810,2,1,2,Abdomen,Abdomen
S36.1,Abdomen,0.4023464015023039,-4.2736704084674155,24127,2,Abdomen,0.3020016370965738,-3.9084784086638207,4428,3,2,3,Abdomen,Abdomen
S36.2,Abdomen,0.30501050443540134,-4.2736704084674155,2522,2,Abdomen,0.43809528293791117,-3.9084784086638207,433,3,2,3,Abdomen,Abdomen
S36.3,Abdomen,0.4227712661216489,-4.2736704084674155,2289,2,Abdomen,0.5562480439386976,-3.9084784086638207,487,4,2,4,Abdomen,Abdomen
S36.4,Abdomen,0.375100890670257,-4.2736704084674155,8448,2,Abdomen,0.28916524140447153,-3.9084784086638207,1639,3,2,3,Abdomen,Abdomen
S36.5,Abdomen,0.2925832496035829,-4.2736704084674155,7045,2,Abdomen,0.36195464295027635,-3.9084784086638207,1347,3,2,3,Abdomen,Abdomen
S36.6,Abdomen,0.36689239989812933,-4.2736704084674155,1034,2,Abdomen,0.04688777362973171,-3.9084784086638207,399,2,2,2,Abdomen,Abdomen
S36.8,Abdomen,0.5483103107718855,-4.2736704084674155,14284,3,Abdomen,0.7161852768428858,-3.9084784086638207,3252,4,3,4,Abdomen,Abdomen
S36.9,Abdomen,0.973891880003704,-4.2736704084674155,390,4,Abdomen,-0.04152389916354939,-3.9084784086638207,79,2,4,2,Abdomen,Abdomen
S37.0,Abdomen,-0.004686599697655391,-4.2736704084674155,12522,1,Abdomen,-0.26268347078481924,-3.9084784086638207,2503,1,1,1,Abdomen,Abdomen
S37.1,Abdomen,-0.43301753928045117,-4.2736704084674155,443,1,Abdomen,0.10468485535131397,-3.9084784086638207,174,2,1,2,Abdomen,Abdomen
S37.2,Abdomen,0.17600461238383938,-4.2736704084674155,2727,1,Abdomen,-0.16152987567111127,-3.9084784086638207,788,1,1,1,Abdomen,Abdomen
S37.3,Abdomen,-0.16928674321577633,-4.2736704084674155,1020,1,Abdomen,0.5533212240668179,-3.9084784086638207,1507,4,1,4,Abdomen,Abdomen
S37.4,Abdomen,-0.509355121962209,-4.2736704084674155,65,1,Abdomen,-2.0418793454335584,-3.9084784086638207,6,1,1,1,Abdomen,Abdomen
S37.5,Abdomen,0.6242418509011773,-4.2736704084674155,14,3,Abdomen,-1.296683979451813,-3.9084784086638207,8,1,3,1,Abdomen,Abdomen
S37.6,Abdomen,-0.019984848064551378,-4.2736704084674155,212,1,Abdomen,-0.056165074932128994,-3.9084784086638207,28,2,1,2,Abdomen,Abdomen
S37.8,Abdomen,-0.3037651815809024,-4.2736704084674155,4117,1,Abdomen,-0.5268520283681322,-3.9084784086638207,569,1,1,1,Abdomen,Abdomen
S37.9,Abdomen,0.30019579447448447,-4.2736704084674155,107,2,Abdomen,0.8367211398384101,-3.9084784086638207,181,5,2,5,Abdomen,Abdomen
S38.0,Abdomen,0.7289489087117079,-4.2736704084674155,20,3,Abdomen,1.860088207323163,-3.9084784086638207,10,5,3,5,Abdomen,Abdomen
S38.1,Abdomen,1.4743862895741955,-4.2736704084674155,97,5,Abdomen,0.39564881984460804,-3.9084784086638207,122,3,5,3,Abdomen,Abdomen
S38.2,Abdomen,-0.31529345744349446,-4.2736704084674155,69,1,Abdomen,-1.1414580986651217,-3.9084784086638207,8,1,1,1,Abdomen,Abdomen
S38.3,Abdomen,2.3087167097523835,-4.2736704084674155,4,5,Abdomen,-3.044592970417034,-3.9084784086638207,3,1,5,1,Abdomen,Abdomen
S39.0,Abdomen,-0.2852363898774679,-4.2736704084674155,2348,1,Abdomen,-0.913886271426155,-3.9084784086638207,1238,1,1,1,Abdomen,Abdomen
S39.8,Abdomen,0.038090298305105526,-4.2736704084674155,1305,1,Abdomen,-0.4138377269290588,-3.9084784086638207,343,1,1,1,Abdomen,Abdomen
S39.9,Abdomen,0.14785444902033734,-4.2736704084674155,2683,1,Abdomen,-0.3234562991823503,-3.9084784086638207,573,1,1,1,Abdomen,Abdomen
S40.0,Extremities,0.2501816032080533,-4.2736704084674155,22729,2,Extremities,-0.13667955031625784,-3.9084784086638207,3712,1,2,1,Extremities,Extremities
S40.2,Extremities,-0.1710219664414703,-4.2736704084674155,24895,1,Extremities,-0.3898581893713435,-3.9084784086638207,1697,1,1,1,Extremities,Extremities
S40.8,Extremities,0.11791009853748641,-4.2736704084674155,16368,1,Extremities,-0.1940878175615193,-3.9084784086638207,2025,1,1,1,Extremities,Extremities
S40.9,Extremities,0.010799683140772967,-4.2736704084674155,221,1,Extremities,-0.3762531840057898,-3.9084784086638207,70,1,1,1,Extremities,Extremities
S41.0,Extremities,0.3104858051030962,-4.2736704084674155,6723,2,Extremities,-0.7514952146220318,-3.9084784086638207,824,1,2,1,Extremities,Extremities
S41.1,Extremities,0.25823215041705155,-4.2736704084674155,15880,2,Extremities,-0.03190726680666985,-3.9084784086638207,2452,2,2,2,Extremities,Extremities
S42.0,Extremities,-0.1431553997784298,-4.2736704084674155,30120,1,Extremities,-0.3482849185695246,-3.9084784086638207,5884,1,1,1,Extremities,Extremities
S42.1,Extremities,-0.2124687397071786,-4.2736704084674155,20962,1,Extremities,-0.19619858283316285,-3.9084784086638207,3656,1,1,1,Extremities,Extremities
S42.2,Extremities,0.11878381272956737,-4.2736704084674155,21619,1,Extremities,0.14185242803076928,-3.9084784086638207,8288,2,1,2,Extremities,Extremities
S42.3,Extremities,0.2894386224482168,-4.2736704084674155,12279,2,Extremities,0.17469802951217328,-3.9084784086638207,3049,3,2,3,Extremities,Extremities
S42.4,Extremities,-0.5581687395371372,-4.2736704084674155,21744,1,Extremities,-0.34882388017431126,-3.9084784086638207,3325,1,1,1,Extremities,Extremities
S42.9,Extremities,0.6437578970980337,-4.2736704084674155,633,3,Extremities,0.4922723139126699,-3.9084784086638207,225,3,3,3,Extremities,Extremities
S43.0,Extremities,-0.10361819052736884,-4.2736704084674155,4612,1,Extremities,-0.41530489927742337,-3.9084784086638207,1285,1,1,1,Extremities,Extremities
S43.1,Extremities,-0.8583392526577207,-4.2736704084674155,3085,1,Extremities,-1.4134385996435987,-3.9084784086638207,517,1,1,1,Extremities,Extremities
S43.2,Extremities,0.0015456912165599294,-4.2736704084674155,509,1,Extremities,-0.5295588657253404,-3.9084784086638207,74,1,1,1,Extremities,Extremities
S43.3,Extremities,-0.060238546776413916,-4.2736704084674155,1457,1,Extremities,-1.1933277542779344,-3.9084784086638207,9,1,1,1,Extremities,Extremities
S43.4,Extremities,-0.7186548375451524,-4.2736704084674155,1412,1,Extremities,-0.7957738421190365,-3.9084784086638207,408,1,1,1,Extremities,Extremities
S43.5,Extremities,-0.7939269762624279,-4.2736704084674155,610,1,Extremities,-0.5752441649734684,-3.9084784086638207,85,1,1,1,Extremities,Extremities
S43.6,Extremities,0.5804251473528312,-4.2736704084674155,54,3,Extremities,-1.368969534134767,-3.9084784086638207,6,1,3,1,Extremities,Extremities
S43.8,Extremities,-0.15700435299498214,-4.2736704084674155,133,1,Extremities,-1.23103540131002,-3.9084784086638207,15,1,1,1,Extremities,Extremities
S43.9,Extremities,-0.07118089689017415,-4.2736704084674155,22,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S44.0,Extremities,-1.1060866884475409,-4.2736704084674155,473,1,Extremities,-1.2078279331930133,-3.9084784086638207,101,1,1,1,Extremities,Extremities
S44.1,Extremities,-0.9092495702331659,-4.2736704084674155,403,1,Extremities,-1.1643766858130746,-3.9084784086638207,81,1,1,1,Extremities,Extremities
S44.2,Extremities,-1.607965456400645,-4.2736704084674155,616,1,Extremities,-1.3003956081563606,-3.9084784086638207,110,1,1,1,Extremities,Extremities
S44.3,Extremities,0.6742601187628888,-4.2736704084674155,40,3,Extremities,-1.333190420720393,-3.9084784086638207,22,1,3,1,Extremities,Extremities
S44.4,Extremities,-0.9122907511665302,-4.2736704084674155,29,1,Extremities,-0.33287203189472814,-3.9084784086638207,3,1,1,1,Extremities,Extremities
S44.5,Extremities,-0.8236408360023542,-4.2736704084674155,38,1,Extremities,-0.6217033351600783,-3.9084784086638207,6,1,1,1,Extremities,Extremities
S44.8,Extremities,-1.5428715565363944,-4.2736704084674155,38,1,Extremities,-0.8682746427476248,-3.9084784086638207,7,1,1,1,Extremities,Extremities
S44.9,Extremities,-1.193712706411252,-4.2736704084674155,135,1,Extremities,-1.4645533117303036,-3.9084784086638207,25,1,1,1,Extremities,Extremities
S45.0,Extremities,0.19272709692154752,-4.2736704084674155,395,1,Extremities,1.1049220642977835,-3.9084784086638207,65,5,1,5,Extremities,Extremities
S45.1,Extremities,0.44517895913703986,-4.2736704084674155,1240,3,Extremities,0.262494805463584,-3.9084784086638207,268,3,3,3,Extremities,Extremities
S45.2,Extremities,0.45809738686520596,-4.2736704084674155,428,3,Extremities,0.4209894100350842,-3.9084784086638207,68,3,3,3,Extremities,Extremities
S45.3,Extremities,-1.2061606085874474,-4.2736704084674155,194,1,Extremities,-1.3343069306245467,-3.9084784086638207,20,1,1,1,Extremities,Extremities
S45.8,Extremities,-0.13513292820966177,-4.2736704084674155,133,1,Extremities,-1.431595385430278,-3.9084784086638207,33,1,1,1,Extremities,Extremities
S45.9,Extremities,-0.2579088328862135,-4.2736704084674155,382,1,Extremities,1.9085407259894815,-3.9084784086638207,19,5,1,5,Extremities,Extremities
S46.0,Extremities,-0.6262409458664151,-4.2736704084674155,866,1,Extremities,-0.851905619015453,-3.9084784086638207,594,1,1,1,Extremities,Extremities
S46.1,Extremities,-0.751150943500372,-4.2736704084674155,147,1,Extremities,-1.1681322981266271,-3.9084784086638207,38,1,1,1,Extremities,Extremities
S46.2,Extremities,-0.3529525343505587,-4.2736704084674155,836,1,Extremities,-0.4116861413249171,-3.9084784086638207,204,1,1,1,Extremities,Extremities
S46.3,Extremities,-0.3617200172083017,-4.2736704084674155,529,1,Extremities,-1.2527288086948052,-3.9084784086638207,157,1,1,1,Extremities,Extremities
S46.8,Extremities,-0.34135671396308426,-4.2736704084674155,660,1,Extremities,0.12788940230588744,-3.9084784086638207,216,2,1,2,Extremities,Extremities
S46.9,Extremities,-0.5376091840529488,-4.2736704084674155,1184,1,Extremities,-0.8350090363013383,-3.9084784086638207,235,1,1,1,Extremities,Extremities
S47.1,Extremities,0.3901641880308226,-4.2736704084674155,48,2,Extremities,-1.5680153041222729,-3.9084784086638207,18,1,2,1,Extremities,Extremities
S47.2,Extremities,-0.27306681784360526,-4.2736704084674155,49,1,Extremities,1.24539167102737,-3.9084784086638207,15,5,1,5,Extremities,Extremities
S47.9,Extremities,2.0977358946117524,-4.2736704084674155,15,5,NA,NA,NA,NA,NA,5,5,Extremities,Extremities
S48.0,Extremities,2.2544150457358834,-4.2736704084674155,33,5,Extremities,-3.090451479037834,-3.9084784086638207,5,1,5,1,Extremities,Extremities
S48.1,Extremities,1.0256700997641715,-4.2736704084674155,120,4,Extremities,-1.2653707336810054,-3.9084784086638207,17,1,4,1,Extremities,Extremities
S48.9,Extremities,1.300488472749175,-4.2736704084674155,44,5,Extremities,-1.0074778169841117,-3.9084784086638207,7,1,5,1,Extremities,Extremities
S49.0,Extremities,-1.276318403742323,-4.2736704084674155,193,1,Extremities,-1.6339196302949974,-3.9084784086638207,48,1,1,1,Extremities,Extremities
S49.1,Extremities,-1.1889146062331426,-4.2736704084674155,253,1,Extremities,-1.5489178538608093,-3.9084784086638207,32,1,1,1,Extremities,Extremities
S49.8,Extremities,1.147768342173906,-4.2736704084674155,129,4,Extremities,-1.2231833948974078,-3.9084784086638207,57,1,4,1,Extremities,Extremities
S49.9,Extremities,0.14554408202882482,-4.2736704084674155,859,1,Extremities,-0.15356701296428502,-3.9084784086638207,363,1,1,1,Extremities,Extremities
S50.0,Extremities,0.02744056648300813,-4.2736704084674155,6970,1,Extremities,-0.45076885406170236,-3.9084784086638207,1244,1,1,1,Extremities,Extremities
S50.1,Extremities,0.5193626618420959,-4.2736704084674155,5908,3,Extremities,0.2718563071620656,-3.9084784086638207,911,3,3,3,Extremities,Extremities
S50.3,Extremities,-0.12784658854859898,-4.2736704084674155,24551,1,Extremities,-0.36767530488830963,-3.9084784086638207,3050,1,1,1,Extremities,Extremities
S50.8,Extremities,0.07625773730165473,-4.2736704084674155,17059,1,Extremities,-0.4106271989963034,-3.9084784086638207,2133,1,1,1,Extremities,Extremities
S50.9,Extremities,0.37811055406787636,-4.2736704084674155,94,2,Extremities,0.3192243148945962,-3.9084784086638207,72,3,2,3,Extremities,Extremities
S51.0,Extremities,0.196791705316584,-4.2736704084674155,13969,1,Extremities,-0.28278752826209524,-3.9084784086638207,3012,1,1,1,Extremities,Extremities
S51.8,Extremities,0.1771086991984999,-4.2736704084674155,16858,1,Extremities,-0.22221855890390874,-3.9084784086638207,4627,1,1,1,Extremities,Extremities
S52.0,Extremities,-0.15775870280650692,-4.2736704084674155,8813,1,Extremities,-0.38286745455091836,-3.9084784086638207,2136,1,1,1,Extremities,Extremities
S52.1,Extremities,-0.22143952253344656,-4.2736704084674155,6538,1,Extremities,-0.5032035318412955,-3.9084784086638207,1474,1,1,1,Extremities,Extremities
S52.2,Extremities,-0.3176628175092707,-4.2736704084674155,13363,1,Extremities,-0.1090335814837156,-3.9084784086638207,2223,1,1,1,Extremities,Extremities
S52.3,Extremities,-0.2572606224297874,-4.2736704084674155,10875,1,Extremities,-0.6819224164097266,-3.9084784086638207,1579,1,1,1,Extremities,Extremities
S52.5,Extremities,-0.37593473523546445,-4.2736704084674155,33739,1,Extremities,-0.48441762807958144,-3.9084784086638207,8225,1,1,1,Extremities,Extremities
S52.6,Extremities,-0.18344852367532508,-4.2736704084674155,19333,1,Extremities,-0.13030539037710837,-3.9084784086638207,3693,1,1,1,Extremities,Extremities
S52.9,Extremities,0.9607488675862799,-4.2736704084674155,2114,4,Extremities,0.4958974219028552,-3.9084784086638207,455,3,4,3,Extremities,Extremities
S53.0,Extremities,-0.4476622517908154,-4.2736704084674155,1891,1,Extremities,-0.15995250686515278,-3.9084784086638207,69,1,1,1,Extremities,Extremities
S53.1,Extremities,-0.3035146824431736,-4.2736704084674155,2585,1,Extremities,-0.19932792536369331,-3.9084784086638207,321,1,1,1,Extremities,Extremities
S53.2,Extremities,-0.8865422324907457,-4.2736704084674155,81,1,Extremities,-0.882036943394423,-3.9084784086638207,15,1,1,1,Extremities,Extremities
S53.3,Extremities,-0.595212646637412,-4.2736704084674155,174,1,Extremities,-0.7866119538834699,-3.9084784086638207,36,1,1,1,Extremities,Extremities
S53.4,Extremities,-0.7559391374922129,-4.2736704084674155,687,1,Extremities,-0.41288756707099966,-3.9084784086638207,161,1,1,1,Extremities,Extremities
S54.0,Extremities,-0.7266010869699829,-4.2736704084674155,1274,1,Extremities,-1.0155933555296262,-3.9084784086638207,135,1,1,1,Extremities,Extremities
S54.1,Extremities,-0.7640750715461387,-4.2736704084674155,1021,1,Extremities,-0.7957979785009348,-3.9084784086638207,122,1,1,1,Extremities,Extremities
S54.2,Extremities,-1.0246526388440385,-4.2736704084674155,974,1,Extremities,-1.1240455630568467,-3.9084784086638207,180,1,1,1,Extremities,Extremities
S54.3,Extremities,-0.7723594935912068,-4.2736704084674155,52,1,Extremities,-0.7773259817747581,-3.9084784086638207,11,1,1,1,Extremities,Extremities
S54.8,Extremities,-0.9353146900579439,-4.2736704084674155,41,1,Extremities,-0.604311038561065,-3.9084784086638207,11,1,1,1,Extremities,Extremities
S54.9,Extremities,-1.2734565620455167,-4.2736704084674155,30,1,Extremities,-1.0433407113519733,-3.9084784086638207,11,1,1,1,Extremities,Extremities
S55.0,Extremities,-0.8247711060955006,-4.2736704084674155,1115,1,Extremities,-0.8546617491634446,-3.9084784086638207,130,1,1,1,Extremities,Extremities
S55.1,Extremities,-0.5166309839641627,-4.2736704084674155,1430,1,Extremities,-0.1398785212312627,-3.9084784086638207,205,1,1,1,Extremities,Extremities
S55.2,Extremities,-0.04911668859673997,-4.2736704084674155,327,1,Extremities,0.027432496345509396,-3.9084784086638207,45,2,1,2,Extremities,Extremities
S55.8,Extremities,-0.49152390403337837,-4.2736704084674155,145,1,Extremities,-1.0937693147076308,-3.9084784086638207,20,1,1,1,Extremities,Extremities
S55.9,Extremities,-0.30180976911422785,-4.2736704084674155,57,1,Extremities,-1.1778521348166127,-3.9084784086638207,19,1,1,1,Extremities,Extremities
S56.0,Extremities,0.24128326620709928,-4.2736704084674155,71,2,Extremities,-0.6220870629479677,-3.9084784086638207,21,1,2,1,Extremities,Extremities
S56.1,Extremities,-0.8493935788916412,-4.2736704084674155,417,1,Extremities,-0.720043176127948,-3.9084784086638207,94,1,1,1,Extremities,Extremities
S56.2,Extremities,-0.6946194970887875,-4.2736704084674155,1410,1,Extremities,-0.847322516265338,-3.9084784086638207,262,1,1,1,Extremities,Extremities
S56.3,Extremities,-0.8756718491718867,-4.2736704084674155,136,1,Extremities,-0.6977382481912818,-3.9084784086638207,24,1,1,1,Extremities,Extremities
S56.4,Extremities,-0.5811284964546033,-4.2736704084674155,245,1,Extremities,-0.8683283750411047,-3.9084784086638207,78,1,1,1,Extremities,Extremities
S56.5,Extremities,-0.8358486064979961,-4.2736704084674155,886,1,Extremities,-0.19977471509884626,-3.9084784086638207,173,1,1,1,Extremities,Extremities
S56.8,Extremities,-0.40708807801958,-4.2736704084674155,531,1,Extremities,-0.9853849711824705,-3.9084784086638207,92,1,1,1,Extremities,Extremities
S56.9,Extremities,0.07154155542580067,-4.2736704084674155,778,1,Extremities,-1.1755830252723127,-3.9084784086638207,67,1,1,1,Extremities,Extremities
S57.0,Extremities,0.12191509051897577,-4.2736704084674155,32,1,Extremities,-0.7985750193413698,-3.9084784086638207,8,1,1,1,Extremities,Extremities
S57.8,Extremities,-0.09714315309916859,-4.2736704084674155,162,1,Extremities,-1.485580557974108,-3.9084784086638207,60,1,1,1,Extremities,Extremities
S58.0,Extremities,1.177595729064334,-4.2736704084674155,50,4,Extremities,-1.2991165495695676,-3.9084784086638207,14,1,4,1,Extremities,Extremities
S58.1,Extremities,1.0512804216053553,-4.2736704084674155,143,4,Extremities,-1.3654356978711213,-3.9084784086638207,24,1,4,1,Extremities,Extremities
S58.9,Extremities,0.9935179630480953,-4.2736704084674155,14,4,Extremities,1.4302280021860938,-3.9084784086638207,6,5,4,5,Extremities,Extremities
S59.0,Extremities,-0.8955759617557343,-4.2736704084674155,348,1,Extremities,0.14699462554297102,-3.9084784086638207,73,2,1,2,Extremities,Extremities
S59.1,Extremities,-1.9203615439888142,-4.2736704084674155,75,1,Extremities,-1.1130762971490409,-3.9084784086638207,7,1,1,1,Extremities,Extremities
S59.2,Extremities,-0.7303331954536648,-4.2736704084674155,1244,1,Extremities,-0.37143333485238167,-3.9084784086638207,184,1,1,1,Extremities,Extremities
