icdcm,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,NISn,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S00.81XA,Head/Neck,-0.038960837,-4.202668814,54181,1,Head/Neck,-0.180025972,-3.867465984,5635,1,1,1,Head/Neck,Head/Neck
S00.82XA,Head/Neck,1.330596601,-4.202668814,12,5,Head/Neck,-0.530150828,-3.867465984,5,1,5,1,Head/Neck,Head/Neck
S00.832A,Head/Neck,-0.439641887,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S00.83XA,Head/Neck,0.05411311,-4.202668814,42191,1,Head/Neck,-0.011792272,-3.867465984,7016,2,1,2,Head/Neck,Head/Neck
S00.84XA,Head/Neck,-0.95458723,-4.202668814,11,1,Head/Neck,-0.558205321,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S00.85XA,Head/Neck,-0.35280373,-4.202668814,37,1,Head/Neck,-0.475461528,-3.867465984,7,1,1,1,Head/Neck,Head/Neck
S00.86XA,Head/Neck,-1.073035442,-4.202668814,3,1,Head/Neck,-0.526748477,-3.867465984,73,1,1,1,Head/Neck,Head/Neck
S00.87XA,Head/Neck,1.443777224,-4.202668814,16,5,Head/Neck,-0.472325797,-3.867465984,12,1,5,1,Head/Neck,Head/Neck
S00.90XA,Head/Neck,0.313254431,-4.202668814,109,2,Head/Neck,0.222313542,-3.867465984,35,3,2,3,Head/Neck,Head/Neck
S00.91XA,Head/Neck,0.304818941,-4.202668814,1531,2,Head/Neck,-0.242591132,-3.867465984,438,1,2,1,Head/Neck,Head/Neck
S00.92XA,Head/Neck,-0.482314792,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S00.93XA,Head/Neck,0.242959319,-4.202668814,2396,2,Head/Neck,-0.057233099,-3.867465984,1398,2,2,2,Head/Neck,Head/Neck
S00.94XA,Head/Neck,-1.103856705,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S00.95XA,Head/Neck,-0.86073627,-4.202668814,7,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S00.96XA,NA,NA,NA,NA,NA,Head/Neck,-0.558205346,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S00.97XA,Head/Neck,-0.276992683,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S01.00XA,Head/Neck,0.369999229,-4.202668814,1083,3,Head/Neck,0.498794026,-3.867465984,209,4,3,4,Head/Neck,Head/Neck
S01.01XA,Head/Neck,0.052697597,-4.202668814,72163,1,Head/Neck,-0.058190032,-3.867465984,12365,2,1,2,Head/Neck,Head/Neck
S01.02XA,Head/Neck,-0.015721761,-4.202668814,1456,1,Head/Neck,0.129985449,-3.867465984,244,3,1,3,Head/Neck,Head/Neck
S01.03XA,Head/Neck,0.701138841,-4.202668814,488,3,Head/Neck,1.243958421,-3.867465984,25,5,3,5,Head/Neck,Head/Neck
S01.04XA,Head/Neck,0.822357505,-4.202668814,272,4,Head/Neck,1.736166301,-3.867465984,17,5,4,5,Head/Neck,Head/Neck
S01.05XA,Head/Neck,-0.538337246,-4.202668814,186,1,Head/Neck,-0.322027433,-3.867465984,31,1,1,1,Head/Neck,Head/Neck
S01.101A,Face,-0.428782566,-4.202668814,97,1,Face,0.169943976,-3.867465984,30,3,1,3,Face,Face
S01.102A,Face,0.646801851,-4.202668814,84,3,Face,0.777505342,-3.867465984,31,4,3,4,Face,Face
S01.109A,Face,1.000004684,-4.202668814,22,4,Face,-1.153182896,-3.867465984,3,1,4,1,Face,Face
S01.111A,Face,-0.1708316,-4.202668814,13011,1,Face,-0.248620617,-3.867465984,2444,1,1,1,Face,Face
S01.112A,Face,-0.126779459,-4.202668814,13907,1,Face,-0.200469045,-3.867465984,2673,1,1,1,Face,Face
S01.119A,Face,-0.25432668,-4.202668814,1401,1,Face,-0.2390539,-3.867465984,108,1,1,1,Face,Face
S01.121A,Face,-0.512009615,-4.202668814,455,1,Face,-0.247122689,-3.867465984,63,1,1,1,Face,Face
S01.122A,Face,-0.528768929,-4.202668814,471,1,Face,-0.048816973,-3.867465984,72,2,1,2,Face,Face
S01.129A,Face,-1.211116294,-4.202668814,42,1,Face,-1.150668091,-3.867465984,1,1,1,1,Face,Face
S01.131A,Face,-0.592150917,-4.202668814,82,1,Face,-0.407002291,-3.867465984,5,1,1,1,Face,Face
S01.132A,Face,1.168178877,-4.202668814,68,4,Face,-1.205492196,-3.867465984,6,1,4,1,Face,Face
S01.139A,Face,-0.159532268,-4.202668814,5,1,Face,-0.29294634,-3.867465984,1,1,1,1,Face,Face
S01.141A,Face,-0.576880377,-4.202668814,33,1,Face,2.167525724,-3.867465984,3,5,1,5,Face,Face
S01.142A,Face,-0.373769151,-4.202668814,32,1,Face,2.202653847,-3.867465984,3,5,1,5,Face,Face
S01.149A,Face,-0.986622593,-4.202668814,8,1,NA,NA,NA,NA,NA,1,1,Face,Face
S01.151A,Face,-0.634668347,-4.202668814,156,1,Face,-0.433112186,-3.867465984,14,1,1,1,Face,Face
S01.152A,Face,-0.489557527,-4.202668814,117,1,Face,-0.34625579,-3.867465984,19,1,1,1,Face,Face
S01.159A,Face,-0.650977785,-4.202668814,13,1,NA,NA,NA,NA,NA,1,1,Face,Face
