icdcm,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,NISn,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S06.346A,Head/Neck,0.291488126,-4.202668814,6551,2,Head/Neck,1.060343632,-3.867465984,286,5,2,5,Head/Neck,Head/Neck
S06.347A,Head/Neck,0.291488126,-4.202668814,6551,2,Head/Neck,1.060343632,-3.867465984,286,5,2,5,Head/Neck,Head/Neck
S06.348A,Head/Neck,0.291488126,-4.202668814,6551,2,Head/Neck,1.060343632,-3.867465984,286,5,2,5,Head/Neck,Head/Neck
S06.349A,Head/Neck,0.291488126,-4.202668814,6551,2,Head/Neck,1.060343632,-3.867465984,286,5,2,5,Head/Neck,Head/Neck
S06.350A,Head/Neck,0.383029215,-4.202668814,3068,3,Head/Neck,0.69669714,-3.867465984,484,4,3,4,Head/Neck,Head/Neck
S06.351A,Head/Neck,-0.002489526,-4.202668814,1239,1,Head/Neck,0.099665769,-3.867465984,95,2,1,2,Head/Neck,Head/Neck
S06.352A,Head/Neck,0.787922528,-4.202668814,61,4,Head/Neck,-0.511797936,-3.867465984,4,1,4,1,Head/Neck,Head/Neck
S06.353A,Head/Neck,-8.19E-04,-4.202668814,81,1,Head/Neck,-4.118028335,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S06.354A,Head/Neck,0.373459759,-4.202668814,184,3,Head/Neck,-0.976216052,-3.867465984,3,1,3,1,Head/Neck,Head/Neck
S06.355A,Head/Neck,-0.059296767,-4.202668814,213,1,Head/Neck,1.71598652,-3.867465984,6,5,1,5,Head/Neck,Head/Neck
S06.356A,Head/Neck,0.362684322,-4.202668814,6593,3,Head/Neck,0.878513952,-3.867465984,275,5,3,5,Head/Neck,Head/Neck
S06.357A,Head/Neck,0.362684322,-4.202668814,6593,3,Head/Neck,0.878513952,-3.867465984,275,5,3,5,Head/Neck,Head/Neck
S06.358A,Head/Neck,0.362684322,-4.202668814,6593,3,Head/Neck,0.878513952,-3.867465984,275,5,3,5,Head/Neck,Head/Neck
S06.359A,Head/Neck,0.362684322,-4.202668814,6593,3,Head/Neck,0.878513952,-3.867465984,275,5,3,5,Head/Neck,Head/Neck
S06.360A,Head/Neck,0.596517052,-4.202668814,2746,3,Head/Neck,0.665189018,-3.867465984,358,4,3,4,Head/Neck,Head/Neck
S06.361A,Head/Neck,0.486037004,-4.202668814,805,3,Head/Neck,0.749894656,-3.867465984,84,4,3,4,Head/Neck,Head/Neck
S06.362A,Head/Neck,1.05799067,-4.202668814,62,4,Head/Neck,-0.226111184,-3.867465984,1,1,4,1,Head/Neck,Head/Neck
S06.363A,Head/Neck,0.686640256,-4.202668814,91,3,Head/Neck,2.170118287,-3.867465984,2,5,3,5,Head/Neck,Head/Neck
S06.364A,Head/Neck,1.182632742,-4.202668814,264,4,Head/Neck,-0.694994513,-3.867465984,1,1,4,1,Head/Neck,Head/Neck
S06.365A,Head/Neck,0.693866238,-4.202668814,183,3,Head/Neck,-1.594851028,-3.867465984,6,1,3,1,Head/Neck,Head/Neck
S06.366A,Head/Neck,0.630354361,-4.202668814,8570,3,Head/Neck,0.909786859,-3.867465984,320,5,3,5,Head/Neck,Head/Neck
S06.367A,Head/Neck,0.630354361,-4.202668814,8570,3,Head/Neck,0.909786859,-3.867465984,320,5,3,5,Head/Neck,Head/Neck
S06.368A,Head/Neck,0.630354361,-4.202668814,8570,3,Head/Neck,0.909786859,-3.867465984,320,5,3,5,Head/Neck,Head/Neck
S06.369A,Head/Neck,0.630354361,-4.202668814,8570,3,Head/Neck,0.909786859,-3.867465984,320,5,3,5,Head/Neck,Head/Neck
S06.370A,Head/Neck,0.52726148,-4.202668814,436,3,Head/Neck,0.206124824,-3.867465984,198,3,3,3,Head/Neck,Head/Neck
S06.371A,Head/Neck,0.139007181,-4.202668814,163,1,Head/Neck,0.36420094,-3.867465984,26,3,1,3,Head/Neck,Head/Neck
S06.372A,Head/Neck,1.32700486,-4.202668814,11,5,Head/Neck,-0.57591288,-3.867465984,6,1,5,1,Head/Neck,Head/Neck
S06.373A,Head/Neck,-1.232609979,-4.202668814,9,1,Head/Neck,2.261499076,-3.867465984,2,5,1,5,Head/Neck,Head/Neck
S06.374A,Head/Neck,0.942296545,-4.202668814,26,4,Head/Neck,-0.707753424,-3.867465984,2,1,4,1,Head/Neck,Head/Neck
S06.375A,Head/Neck,0.834006607,-4.202668814,27,4,Head/Neck,-0.717284485,-3.867465984,4,1,4,1,Head/Neck,Head/Neck
S06.376A,Head/Neck,0.566266859,-4.202668814,1299,3,Head/Neck,0.88778109,-3.867465984,132,5,3,5,Head/Neck,Head/Neck
S06.377A,Head/Neck,0.566266859,-4.202668814,1299,3,Head/Neck,0.88778109,-3.867465984,132,5,3,5,Head/Neck,Head/Neck
S06.378A,Head/Neck,0.566266859,-4.202668814,1299,3,Head/Neck,0.88778109,-3.867465984,132,5,3,5,Head/Neck,Head/Neck
S06.379A,Head/Neck,0.566266859,-4.202668814,1299,3,Head/Neck,0.88778109,-3.867465984,132,5,3,5,Head/Neck,Head/Neck
S06.380A,Head/Neck,1.327547891,-4.202668814,271,5,Head/Neck,1.073234458,-3.867465984,46,5,5,5,Head/Neck,Head/Neck
S06.381A,Head/Neck,1.942665436,-4.202668814,106,5,Head/Neck,-0.55914766,-3.867465984,3,1,5,1,Head/Neck,Head/Neck
S06.382A,Head/Neck,1.724931217,-4.202668814,14,5,Head/Neck,-0.616341537,-3.867465984,1,1,5,1,Head/Neck,Head/Neck
S06.383A,Head/Neck,2.238650673,-4.202668814,28,5,Head/Neck,1.99812468,-3.867465984,4,5,5,5,Head/Neck,Head/Neck
S06.384A,Head/Neck,1.743475185,-4.202668814,156,5,Head/Neck,2.774720913,-3.867465984,2,5,5,5,Head/Neck,Head/Neck
S06.385A,Head/Neck,1.99255482,-4.202668814,110,5,Head/Neck,-1.111762163,-3.867465984,2,1,5,1,Head/Neck,Head/Neck
S06.386A,Head/Neck,2.080338866,-4.202668814,3399,5,Head/Neck,2.590468752,-3.867465984,66,5,5,5,Head/Neck,Head/Neck
S06.387A,Head/Neck,2.080338866,-4.202668814,3399,5,Head/Neck,2.590468752,-3.867465984,66,5,5,5,Head/Neck,Head/Neck
S06.388A,Head/Neck,2.080338866,-4.202668814,3399,5,Head/Neck,2.590468752,-3.867465984,66,5,5,5,Head/Neck,Head/Neck
S06.389A,Head/Neck,2.080338866,-4.202668814,3399,5,Head/Neck,2.590468752,-3.867465984,66,5,5,5,Head/Neck,Head/Neck
S06.4X0A,Head/Neck,-0.232010192,-4.202668814,3375,1,Head/Neck,-0.209793352,-3.867465984,914,1,1,1,Head/Neck,Head/Neck
S06.4X1A,Head/Neck,-0.183149986,-4.202668814,1233,1,Head/Neck,-0.427084708,-3.867465984,222,1,1,1,Head/Neck,Head/Neck
S06.4X2A,Head/Neck,-1.192888952,-4.202668814,58,1,Head/Neck,0.373260288,-3.867465984,20,3,1,3,Head/Neck,Head/Neck
S06.4X3A,Head/Neck,-0.589238084,-4.202668814,82,1,Head/Neck,-1.33732859,-3.867465984,9,1,1,1,Head/Neck,Head/Neck
S06.4X4A,Head/Neck,-0.227615657,-4.202668814,126,1,Head/Neck,-1.40843466,-3.867465984,9,1,1,1,Head/Neck,Head/Neck
S06.4X5A,Head/Neck,-0.648289554,-4.202668814,144,1,Head/Neck,-0.812196736,-3.867465984,11,1,1,1,Head/Neck,Head/Neck
S06.4X6A,Head/Neck,-0.252939736,-4.202668814,5509,1,Head/Neck,-0.107053118,-3.867465984,825,1,1,1,Head/Neck,Head/Neck
S06.4X7A,Head/Neck,-0.252939736,-4.202668814,5509,1,Head/Neck,-0.107053118,-3.867465984,825,1,1,1,Head/Neck,Head/Neck
S06.4X8A,Head/Neck,-0.252939736,-4.202668814,5509,1,Head/Neck,-0.107053118,-3.867465984,825,1,1,1,Head/Neck,Head/Neck
S06.4X9A,Head/Neck,-0.252939736,-4.202668814,5509,1,Head/Neck,-0.107053118,-3.867465984,825,1,1,1,Head/Neck,Head/Neck
S06.5X0A,Head/Neck,0.423746876,-4.202668814,33201,3,Head/Neck,0.54427699,-3.867465984,12027,4,3,4,Head/Neck,Head/Neck
S06.5X1A,Head/Neck,0.312935193,-4.202668814,9030,2,Head/Neck,0.13954406,-3.867465984,1715,3,2,3,Head/Neck,Head/Neck
S06.5X2A,Head/Neck,0.412920283,-4.202668814,320,3,Head/Neck,0.07561256,-3.867465984,85,2,3,2,Head/Neck,Head/Neck
S06.5X3A,Head/Neck,1.066964129,-4.202668814,479,4,Head/Neck,1.209453028,-3.867465984,101,5,4,5,Head/Neck,Head/Neck
S06.5X4A,Head/Neck,1.070529921,-4.202668814,681,4,Head/Neck,1.338932786,-3.867465984,54,5,4,5,Head/Neck,Head/Neck
S06.5X5A,Head/Neck,0.415753718,-4.202668814,802,3,Head/Neck,-0.323544043,-3.867465984,77,1,3,1,Head/Neck,Head/Neck
S06.5X6A,Head/Neck,1.144574345,-4.202668814,48652,4,Head/Neck,1.34238775,-3.867465984,6718,5,4,5,Head/Neck,Head/Neck
S06.5X7A,Head/Neck,1.144574345,-4.202668814,48652,4,Head/Neck,1.34238775,-3.867465984,6718,5,4,5,Head/Neck,Head/Neck
S06.5X8A,Head/Neck,1.144574345,-4.202668814,48652,4,Head/Neck,1.34238775,-3.867465984,6718,5,4,5,Head/Neck,Head/Neck
S06.5X9A,Head/Neck,1.144574345,-4.202668814,48652,4,Head/Neck,1.34238775,-3.867465984,6718,5,4,5,Head/Neck,Head/Neck
S06.6X0A,Head/Neck,0.267613909,-4.202668814,24083,2,Head/Neck,0.437996621,-3.867465984,6577,4,2,4,Head/Neck,Head/Neck
S06.6X1A,Head/Neck,0.103358204,-4.202668814,9798,1,Head/Neck,0.196073367,-3.867465984,1845,3,1,3,Head/Neck,Head/Neck
S06.6X2A,Head/Neck,0.556045484,-4.202668814,326,3,Head/Neck,1.028961623,-3.867465984,92,5,3,5,Head/Neck,Head/Neck
S06.6X3A,Head/Neck,0.432190166,-4.202668814,471,3,Head/Neck,0.861754464,-3.867465984,103,4,3,4,Head/Neck,Head/Neck
S06.6X4A,Head/Neck,1.279590246,-4.202668814,792,5,Head/Neck,0.2923888,-3.867465984,51,3,5,3,Head/Neck,Head/Neck
S06.6X5A,Head/Neck,0.234274833,-4.202668814,777,2,Head/Neck,0.270687111,-3.867465984,89,3,2,3,Head/Neck,Head/Neck
S06.6X6A,Head/Neck,0.716583044,-4.202668814,40687,3,Head/Neck,0.786555811,-3.867465984,6024,4,3,4,Head/Neck,Head/Neck
S06.6X7A,Head/Neck,0.716583044,-4.202668814,40687,3,Head/Neck,0.786555811,-3.867465984,6024,4,3,4,Head/Neck,Head/Neck
S06.6X8A,Head/Neck,0.716583044,-4.202668814,40687,3,Head/Neck,0.786555811,-3.867465984,6024,4,3,4,Head/Neck,Head/Neck
S06.6X9A,Head/Neck,0.716583044,-4.202668814,40687,3,Head/Neck,0.786555811,-3.867465984,6024,4,3,4,Head/Neck,Head/Neck
S06.810A,Head/Neck,0.317811552,-4.202668814,60,2,Head/Neck,-1.128435808,-3.867465984,24,1,2,1,Head/Neck,Head/Neck
S06.811A,Head/Neck,-0.186744477,-4.202668814,20,1,Head/Neck,-0.415901797,-3.867465984,2,1,1,1,Head/Neck,Head/Neck
S06.812A,Head/Neck,-0.84627846,-4.202668814,2,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.813A,Head/Neck,-1.553946933,-4.202668814,7,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.814A,Head/Neck,0.63917251,-4.202668814,8,3,Head/Neck,-0.505842113,-3.867465984,2,1,3,1,Head/Neck,Head/Neck
S06.815A,Head/Neck,-1.375166885,-4.202668814,11,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.816A,Head/Neck,0.969805447,-4.202668814,202,4,Head/Neck,0.790021665,-3.867465984,30,4,4,4,Head/Neck,Head/Neck
S06.817A,Head/Neck,0.969805447,-4.202668814,202,4,Head/Neck,0.790021665,-3.867465984,30,4,4,4,Head/Neck,Head/Neck
S06.818A,Head/Neck,0.969805447,-4.202668814,202,4,Head/Neck,0.790021665,-3.867465984,30,4,4,4,Head/Neck,Head/Neck
S06.819A,Head/Neck,0.969805447,-4.202668814,202,4,Head/Neck,0.790021665,-3.867465984,30,4,4,4,Head/Neck,Head/Neck
S06.820A,Head/Neck,-0.414383233,-4.202668814,50,1,Head/Neck,0.113721617,-3.867465984,24,2,1,2,Head/Neck,Head/Neck
S06.821A,Head/Neck,0.683940174,-4.202668814,16,3,NA,NA,NA,NA,NA,3,3,Head/Neck,Head/Neck
S06.822A,Head/Neck,3.82548337,-4.202668814,2,5,Head/Neck,-3.044060504,-3.867465984,1,1,5,1,Head/Neck,Head/Neck
S06.823A,Head/Neck,-2.083687907,-4.202668814,7,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.824A,Head/Neck,-1.00199436,-4.202668814,9,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.825A,Head/Neck,-0.434470875,-4.202668814,12,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S06.826A,Head/Neck,-0.004358767,-4.202668814,160,1,Head/Neck,0.131817555,-3.867465984,32,3,1,3,Head/Neck,Head/Neck
S06.827A,Head/Neck,-0.004358767,-4.202668814,160,1,Head/Neck,0.131817555,-3.867465984,32,3,1,3,Head/Neck,Head/Neck
S06.828A,Head/Neck,-0.004358767,-4.202668814,160,1,Head/Neck,0.131817555,-3.867465984,32,3,1,3,Head/Neck,Head/Neck
S06.829A,Head/Neck,-0.004358767,-4.202668814,160,1,Head/Neck,0.131817555,-3.867465984,32,3,1,3,Head/Neck,Head/Neck
S06.890A,Head/Neck,0.462362532,-4.202668814,3384,3,Head/Neck,1.083887716,-3.867465984,154,5,3,5,Head/Neck,Head/Neck
S06.891A,Head/Neck,0.161698205,-4.202668814,1476,1,Head/Neck,0.495758665,-3.867465984,115,4,1,4,Head/Neck,Head/Neck
S06.892A,Head/Neck,-0.196195803,-4.202668814,51,1,Head/Neck,-0.429456659,-3.867465984,2,1,1,1,Head/Neck,Head/Neck
S06.893A,Head/Neck,0.268876295,-4.202668814,97,2,Head/Neck,1.869149708,-3.867465984,4,5,2,5,Head/Neck,Head/Neck
S06.894A,Head/Neck,0.215184237,-4.202668814,238,2,Head/Neck,-0.370426722,-3.867465984,1,1,2,1,Head/Neck,Head/Neck
S06.895A,Head/Neck,0.537819306,-4.202668814,201,3,Head/Neck,-0.889474147,-3.867465984,2,1,3,1,Head/Neck,Head/Neck
S06.896A,Head/Neck,0.75156728,-4.202668814,8463,4,Head/Neck,1.326411907,-3.867465984,227,5,4,5,Head/Neck,Head/Neck
S06.897A,Head/Neck,0.75156728,-4.202668814,8463,4,Head/Neck,1.326411907,-3.867465984,227,5,4,5,Head/Neck,Head/Neck
S06.898A,Head/Neck,0.75156728,-4.202668814,8463,4,Head/Neck,1.326411907,-3.867465984,227,5,4,5,Head/Neck,Head/Neck
S06.899A,Head/Neck,0.75156728,-4.202668814,8463,4,Head/Neck,1.326411907,-3.867465984,227,5,4,5,Head/Neck,Head/Neck
S06.8X6A,Head/Neck,5.980200198,-4.202668814,1,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S06.8X7A,Head/Neck,5.980200198,-4.202668814,1,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S06.8X8A,Head/Neck,5.980200198,-4.202668814,1,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S06.8X9A,Head/Neck,5.980200198,-4.202668814,1,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S06.9X0A,Head/Neck,-0.402380353,-4.202668814,2404,1,Head/Neck,0.374226142,-3.867465984,681,3,1,3,Head/Neck,Head/Neck
S06.9X1A,Head/Neck,-0.321646444,-4.202668814,2374,1,Head/Neck,-0.404482166,-3.867465984,1342,1,1,1,Head/Neck,Head/Neck
S06.9X2A,Head/Neck,-0.621677915,-4.202668814,73,1,Head/Neck,-0.828594436,-3.867465984,20,1,1,1,Head/Neck,Head/Neck
S06.9X3A,Head/Neck,-0.450393628,-4.202668814,44,1,Head/Neck,0.224477953,-3.867465984,13,3,1,3,Head/Neck,Head/Neck
S06.9X4A,Head/Neck,1.419132887,-4.202668814,63,5,Head/Neck,-0.649130114,-3.867465984,7,1,5,1,Head/Neck,Head/Neck
S06.9X5A,Head/Neck,1.033093956,-4.202668814,71,4,Head/Neck,-1.533442369,-3.867465984,8,1,4,1,Head/Neck,Head/Neck
S06.9X6A,Head/Neck,0.750244478,-4.202668814,6308,4,Head/Neck,0.256777507,-3.867465984,2090,3,4,3,Head/Neck,Head/Neck
S06.9X7A,Head/Neck,0.750244478,-4.202668814,6308,4,Head/Neck,0.256777507,-3.867465984,2090,3,4,3,Head/Neck,Head/Neck
S06.9X8A,Head/Neck,0.750244478,-4.202668814,6308,4,Head/Neck,0.256777507,-3.867465984,2090,3,4,3,Head/Neck,Head/Neck
S06.9X9A,Head/Neck,0.750244478,-4.202668814,6308,4,Head/Neck,0.256777507,-3.867465984,2090,3,4,3,Head/Neck,Head/Neck
S07.01XA,Face,-1.497915117,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Face,Face
S07.0XXA,Face,0.083433344,-4.202668814,210,1,Face,1.401482516,-3.867465984,21,5,1,5,Face,Face
S07.1XXA,Head/Neck,4.088609399,-4.202668814,72,5,Head/Neck,0.835913917,-3.867465984,10,4,5,4,Head/Neck,Head/Neck
S07.8XXA,Head/Neck,3.385640027,-4.202668814,4,5,Head/Neck,-1.129307183,-3.867465984,2,1,5,1,Head/Neck,Head/Neck
S07.9XXA,Head/Neck,4.579297165,-4.202668814,12,5,Head/Neck,-2.100707362,-3.867465984,3,1,5,1,Head/Neck,Head/Neck
S08.0XXA,Head/Neck,0.258988944,-4.202668814,1704,2,Head/Neck,0.087643531,-3.867465984,149,2,2,2,Head/Neck,Head/Neck
S08.111A,Face,0.389130728,-4.202668814,26,3,Face,-0.957202884,-3.867465984,5,1,3,1,Face,Face
S08.112A,Face,0.459672378,-4.202668814,21,3,Face,-0.500142764,-3.867465984,4,1,3,1,Face,Face
S08.119A,Face,-0.709389805,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Face,Face
S08.121A,Face,0.182070524,-4.202668814,120,2,Face,-0.964553902,-3.867465984,16,1,2,1,Face,Face
S08.122A,Face,-0.203942649,-4.202668814,150,1,Face,-0.667424333,-3.867465984,22,1,1,1,Face,Face
S08.129A,Face,3.787282296,-4.202668814,3,5,NA,NA,NA,NA,NA,5,5,Face,Face
S08.811A,Head/Neck,0.664280096,-4.202668814,12,3,NA,NA,NA,NA,NA,3,3,Head/Neck,Head/Neck
S08.812A,Head/Neck,-0.975364102,-4.202668814,46,1,Head/Neck,1.318347301,-3.867465984,7,5,1,5,Head/Neck,Head/Neck
S08.89XA,Head/Neck,0.310050209,-4.202668814,25,2,Head/Neck,-0.822811163,-3.867465984,3,1,2,1,Head/Neck,Head/Neck
S09.0XXA,Head/Neck,0.255329746,-4.202668814,561,2,Head/Neck,-0.071335182,-3.867465984,102,1,2,1,Head/Neck,Head/Neck
S09.10XA,Head/Neck,-0.06137202,-4.202668814,156,1,Head/Neck,-1.12851409,-3.867465984,9,1,1,1,Head/Neck,Head/Neck
S09.11XA,Head/Neck,-0.617273772,-4.202668814,6,1,Head/Neck,-0.558244092,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S09.12XA,Head/Neck,0.481135971,-4.202668814,474,3,Head/Neck,-0.33493524,-3.867465984,163,1,3,1,Head/Neck,Head/Neck
S09.19XA,Head/Neck,0.425752068,-4.202668814,35,3,Head/Neck,-0.770227422,-3.867465984,17,1,3,1,Head/Neck,Head/Neck
S09.20XA,Face,-0.888004512,-4.202668814,103,1,Face,-0.878025677,-3.867465984,3,1,1,1,Face,Face
S09.21XA,Face,-0.055137606,-4.202668814,382,1,Face,-0.201901641,-3.867465984,67,1,1,1,Face,Face
S09.22XA,Face,-0.471403266,-4.202668814,395,1,Face,-0.058765815,-3.867465984,67,2,1,2,Face,Face
S09.301A,Head/Neck,-0.365020979,-4.202668814,73,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S09.302A,Head/Neck,-0.823586104,-4.202668814,80,1,Head/Neck,-0.710332605,-3.867465984,2,1,1,1,Head/Neck,Head/Neck
S09.309A,Head/Neck,-1.164616054,-4.202668814,44,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S09.311A,Head/Neck,0.494535493,-4.202668814,12,3,NA,NA,NA,NA,NA,3,3,Head/Neck,Head/Neck
S09.312A,Head/Neck,1.58661003,-4.202668814,12,5,Head/Neck,-0.313140059,-3.867465984,3,1,5,1,Head/Neck,Head/Neck
S09.313A,Head/Neck,-0.829954357,-4.202668814,15,1,Head/Neck,-0.342427977,-3.867465984,14,1,1,1,Head/Neck,Head/Neck
S09.391A,Head/Neck,-0.772438641,-4.202668814,135,1,Head/Neck,-1.979561602,-3.867465984,7,1,1,1,Head/Neck,Head/Neck
S09.392A,Head/Neck,-0.331005588,-4.202668814,128,1,Head/Neck,-1.187545181,-3.867465984,8,1,1,1,Head/Neck,Head/Neck
S09.399A,Head/Neck,-0.147282858,-4.202668814,38,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S09.8XXA,Head/Neck,0.237004691,-4.202668814,2774,2,Head/Neck,-0.173462095,-3.867465984,761,1,2,1,Head/Neck,Head/Neck
S09.90XA,Head/Neck,0.272871812,-4.202668814,17056,2,Head/Neck,-0.099582373,-3.867465984,7572,1,2,1,Head/Neck,Head/Neck
S09.91XA,Head/Neck,-0.15852286,-4.202668814,451,1,Head/Neck,-0.239718153,-3.867465984,61,1,1,1,Head/Neck,Head/Neck
S09.92XA,Head/Neck,-0.184268677,-4.202668814,654,1,Head/Neck,0.019528258,-3.867465984,45,2,1,2,Head/Neck,Head/Neck
S09.93XA,Head/Neck,0.098352305,-4.202668814,7684,1,Head/Neck,-0.098353896,-3.867465984,390,1,1,1,Head/Neck,Head/Neck
S10.0XXA,Head/Neck,0.517234213,-4.202668814,445,3,Head/Neck,0.492546587,-3.867465984,74,4,3,4,Head/Neck,Head/Neck
S10.10XA,Head/Neck,-1.099825531,-4.202668814,22,1,Head/Neck,-0.507999067,-3.867465984,5,1,1,1,Head/Neck,Head/Neck
S10.11XA,Head/Neck,0.484161239,-4.202668814,145,3,Head/Neck,-0.605391912,-3.867465984,24,1,3,1,Head/Neck,Head/Neck
S10.12XA,Head/Neck,-0.640536715,-4.202668814,1,1,Head/Neck,-0.558245327,-3.867465984,2,1,1,1,Head/Neck,Head/Neck
S10.14XA,Head/Neck,1.806279202,-4.202668814,4,5,Head/Neck,-1.275648108,-3.867465984,1,1,5,1,Head/Neck,Head/Neck
S10.15XA,Head/Neck,2.079750941,-4.202668814,6,5,Head/Neck,-0.558244209,-3.867465984,1,1,5,1,Head/Neck,Head/Neck
S10.17XA,Head/Neck,-0.350160436,-4.202668814,1,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S10.80XA,Head/Neck,0.330518639,-4.202668814,48,2,Head/Neck,-0.464384947,-3.867465984,6,1,2,1,Head/Neck,Head/Neck
S10.81XA,Head/Neck,0.308702776,-4.202668814,2074,2,Head/Neck,-0.246597371,-3.867465984,91,1,2,1,Head/Neck,Head/Neck
S10.82XA,Head/Neck,-0.646892142,-4.202668814,2,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S10.83XA,Head/Neck,0.327322365,-4.202668814,2031,2,Head/Neck,0.044301078,-3.867465984,165,2,2,2,Head/Neck,Head/Neck
S10.84XA,Head/Neck,1.349646003,-4.202668814,17,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S10.85XA,Head/Neck,-0.739301037,-4.202668814,2,1,Head/Neck,-0.488479935,-3.867465984,3,1,1,1,Head/Neck,Head/Neck
S10.86XA,NA,NA,NA,NA,NA,Head/Neck,-0.528990861,-3.867465984,10,1,1,1,Head/Neck,Head/Neck
S10.87XA,Head/Neck,-0.555648717,-4.202668814,5,1,Head/Neck,-0.189598475,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S10.90XA,Head/Neck,0.339615889,-4.202668814,64,3,Head/Neck,-0.455744222,-3.867465984,3,1,3,1,Head/Neck,Head/Neck
S10.91XA,Head/Neck,0.28509418,-4.202668814,3185,2,Head/Neck,-0.075590257,-3.867465984,390,1,2,1,Head/Neck,Head/Neck
S10.92XA,NA,NA,NA,NA,NA,Head/Neck,-0.561725352,-3.867465984,4,1,1,1,Head/Neck,Head/Neck
S10.93XA,Head/Neck,0.321753668,-4.202668814,3329,2,Head/Neck,0.336305989,-3.867465984,495,3,2,3,Head/Neck,Head/Neck
S10.94XA,Head/Neck,1.468046808,-4.202668814,5,5,Head/Neck,-0.556646828,-3.867465984,4,1,5,1,Head/Neck,Head/Neck
S10.95XA,Head/Neck,-0.892109482,-4.202668814,7,1,Head/Neck,-0.344470306,-3.867465984,3,1,1,1,Head/Neck,Head/Neck
S10.96XA,Head/Neck,-0.589135218,-4.202668814,1,1,Head/Neck,-0.435278358,-3.867465984,20,1,1,1,Head/Neck,Head/Neck
S10.97XA,Head/Neck,-1.227802452,-4.202668814,9,1,Head/Neck,-0.675349768,-3.867465984,3,1,1,1,Head/Neck,Head/Neck
S11.011A,Head/Neck,0.373189049,-4.202668814,175,3,Head/Neck,-0.845759235,-3.867465984,16,1,3,1,Head/Neck,Head/Neck
S11.012A,Head/Neck,-1.222345766,-4.202668814,11,1,Head/Neck,-0.654960336,-3.867465984,3,1,1,1,Head/Neck,Head/Neck
S11.013A,Head/Neck,-1.11192443,-4.202668814,30,1,Head/Neck,-2.096664329,-3.867465984,2,1,1,1,Head/Neck,Head/Neck
S11.014A,Head/Neck,3.826548196,-4.202668814,8,5,NA,NA,NA,NA,NA,5,5,Head/Neck,Head/Neck
S11.015A,Head/Neck,-0.146100086,-4.202668814,1,1,Head/Neck,-0.383201085,-3.867465984,1,1,1,1,Head/Neck,Head/Neck
S11.019A,Head/Neck,-0.734329284,-4.202668814,4,1,Head/Neck,-0.960104269,-3.867465984,3,1,1,1,Head/Neck,Head/Neck
S11.021A,Head/Neck,0.537577329,-4.202668814,296,3,Head/Neck,0.358820708,-3.867465984,48,3,3,3,Head/Neck,Head/Neck
S11.022A,Head/Neck,1.890436272,-4.202668814,15,5,Head/Neck,2.725208166,-3.867465984,4,5,5,5,Head/Neck,Head/Neck
S11.023A,Head/Neck,1.90219911,-4.202668814,44,5,Head/Neck,2.809667472,-3.867465984,4,5,5,5,Head/Neck,Head/Neck
S11.024A,Head/Neck,0.218954159,-4.202668814,10,2,Head/Neck,2.61296334,-3.867465984,1,5,2,5,Head/Neck,Head/Neck
S11.025A,Head/Neck,-0.458709967,-4.202668814,2,1,Head/Neck,6.459338341,-3.867465984,1,5,1,5,Head/Neck,Head/Neck
S11.029A,Head/Neck,4.840246066,-4.202668814,3,5,Head/Neck,-1.493193933,-3.867465984,6,1,5,1,Head/Neck,Head/Neck
S11.031A,Head/Neck,0.755208731,-4.202668814,16,4,Head/Neck,3.987983872,-3.867465984,5,5,4,5,Head/Neck,Head/Neck
S11.033A,Head/Neck,-0.8782592,-4.202668814,3,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
S11.039A,Head/Neck,-1.318231304,-4.202668814,2,1,NA,NA,NA,NA,NA,1,1,Head/Neck,Head/Neck
