icdcm,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,dxrep,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S27.429A,Chest,0.7222234009010199,-4.202668814495247,8,3,Chest,-0.32720319993017605,-3.8422926291197053,2,1,3,1,Chest,Chest
S27.431A,Chest,0.6905396524695363,-4.202668814495247,55,3,Chest,1.2970663888618752,-3.8422926291197053,6,5,3,5,Chest,Chest
S27.432A,Chest,0.7522556792961199,-4.202668814495247,4,4,NA,NA,NA,NA,NA,4,4,Chest,Chest
S27.439A,Chest,0.09590482904429244,-4.202668814495247,13,1,Chest,-0.4358977524935412,-3.8422926291197053,2,1,1,1,Chest,Chest
S27.491A,Chest,0.7172734340858604,-4.202668814495247,22,3,Chest,0.4781971000824691,-3.8422926291197053,9,4,3,4,Chest,Chest
S27.492A,Chest,0.42465920537533725,-4.202668814495247,6,3,NA,NA,NA,NA,NA,3,3,Chest,Chest
S27.499A,Chest,-0.7610003592862725,-4.202668814495247,7,1,Chest,-0.3746307719159308,-3.8422926291197053,1,1,1,1,Chest,Chest
S27.50XA,Chest,1.1223772993320762,-4.202668814495247,21,4,Chest,3.3680951053474324,-3.8422926291197053,2,5,4,5,Chest,Chest
S27.51XA,Chest,1.6660954829704417,-4.202668814495247,2,5,Chest,-0.40792186129534486,-3.8422926291197053,1,1,5,1,Chest,Chest
S27.52XA,Chest,0.29216482498665575,-4.202668814495247,7,2,Chest,-1.1084727152308964,-3.8422926291197053,1,1,2,1,Chest,Chest
S27.53XA,Chest,-0.4360773944466763,-4.202668814495247,27,1,Chest,-0.559112769342775,-3.8422926291197053,3,1,1,1,Chest,Chest
S27.59XA,Chest,0.1606730136403494,-4.202668814495247,24,1,Chest,3.484087056648738,-3.8422926291197053,3,5,1,5,Chest,Chest
S27.60XA,Chest,0.006422978033838874,-4.202668814495247,72,1,Chest,-0.7275144347799415,-3.8422926291197053,17,1,1,1,Chest,Chest
S27.63XA,Chest,1.0225889101714996,-4.202668814495247,216,4,Chest,-0.12998337863038678,-3.8422926291197053,18,1,4,1,Chest,Chest
S27.69XA,Chest,-0.1931782784477134,-4.202668814495247,416,1,Chest,0.6465810869175256,-3.8422926291197053,99,4,1,4,Chest,Chest
S27.802A,Chest,0.5897476085472276,-4.202668814495247,273,3,Chest,1.7924746845058515,-3.8422926291197053,15,5,3,5,Chest,Chest
S27.803A,Chest,0.2407635089259723,-4.202668814495247,3318,2,Chest,0.05319100256384218,-3.8422926291197053,394,2,2,2,Chest,Chest
S27.808A,Chest,0.4589466367929943,-4.202668814495247,521,3,Chest,0.05770287674396748,-3.8422926291197053,193,2,3,2,Chest,Chest
S27.809A,Chest,0.3358035714254752,-4.202668814495247,324,3,Chest,-0.4233487774277271,-3.8422926291197053,64,1,3,1,Chest,Chest
S27.812A,Chest,0.8862914791013886,-4.202668814495247,57,4,Chest,1.5990018322084627,-3.8422926291197053,12,5,4,5,Chest,Chest
S27.813A,Chest,0.22691260154293072,-4.202668814495247,156,2,Chest,0.8914829161208878,-3.8422926291197053,55,5,2,5,Chest,Chest
S27.818A,Chest,-0.43331568060391146,-4.202668814495247,75,1,Chest,0.09392328513086536,-3.8422926291197053,55,2,1,2,Chest,Chest
S27.819A,Chest,0.4699583324754839,-4.202668814495247,29,3,Chest,0.4503220016010877,-3.8422926291197053,17,4,3,4,Chest,Chest
S27.892A,Chest,-8.787734947538167e-4,-4.202668814495247,976,1,Chest,0.18063245396107155,-3.8422926291197053,408,3,1,3,Chest,Chest
S27.893A,Chest,-0.02909636669539419,-4.202668814495247,115,1,Chest,0.17541533339841603,-3.8422926291197053,13,3,1,3,Chest,Chest
S27.898A,Chest,-0.21376095002575715,-4.202668814495247,1134,1,Chest,0.9274065515549776,-3.8422926291197053,23,5,1,5,Chest,Chest
S27.899A,Chest,0.24296190704792436,-4.202668814495247,396,2,Chest,1.5315677690026113,-3.8422926291197053,22,5,2,5,Chest,Chest
S27.9XXA,Chest,2.07236306233475,-4.202668814495247,133,5,Chest,0.014217098161856056,-3.8422926291197053,69,2,5,2,Chest,Chest
S28.0XXA,Chest,3.462403655509611,-4.202668814495247,96,5,Chest,0.33793497251382565,-3.8422926291197053,88,3,5,3,Chest,Chest
S28.1XXA,Chest,0.5128151039915902,-4.202668814495247,73,3,NA,NA,NA,NA,NA,3,3,Chest,Chest
S28.221A,Chest,-0.6405976175167437,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Chest,Chest
S28.222A,Chest,-0.565349621325873,-4.202668814495247,4,1,Chest,-1.5112347685973992,-3.8422926291197053,1,1,1,1,Chest,Chest
S28.229A,Chest,-2.409651842407866,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Chest,Chest
S29.001A,Chest,-0.6406732172809707,-4.202668814495247,9,1,Chest,-0.8511219236749606,-3.8422926291197053,9,1,1,1,Chest,Chest
S29.002A,Chest,-0.7207197633397147,-4.202668814495247,9,1,Chest,-0.46675924143578595,-3.8422926291197053,2,1,1,1,Chest,Chest
S29.009A,Chest,-0.7807866919229826,-4.202668814495247,11,1,Chest,0.4156010577404179,-3.8422926291197053,25,4,1,4,Chest,Chest
S29.011A,Chest,-0.1832080371289037,-4.202668814495247,178,1,Chest,-0.541306196716511,-3.8422926291197053,125,1,1,1,Chest,Chest
S29.012A,Chest,-0.3971820803445696,-4.202668814495247,383,1,Chest,-0.3705492433638521,-3.8422926291197053,144,1,1,1,Chest,Chest
S29.019A,Chest,-0.7069868971313024,-4.202668814495247,77,1,Chest,-0.43509056354635806,-3.8422926291197053,22,1,1,1,Chest,Chest
S29.021A,Chest,-0.010964663708104805,-4.202668814495247,380,1,Chest,-0.8409311329049756,-3.8422926291197053,21,1,1,1,Chest,Chest
S29.022A,Chest,-1.197683776371933,-4.202668814495247,39,1,Chest,-0.5012784222196304,-3.8422926291197053,10,1,1,1,Chest,Chest
S29.029A,Chest,0.6953834937076162,-4.202668814495247,105,3,Chest,-0.45069057986783934,-3.8422926291197053,1,1,3,1,Chest,Chest
S29.091A,Chest,-0.042264471512779615,-4.202668814495247,37,1,Chest,0.6976755299326155,-3.8422926291197053,13,4,1,4,Chest,Chest
S29.092A,Chest,0.20325136999920781,-4.202668814495247,38,2,Chest,-1.2783843376556958,-3.8422926291197053,3,1,2,1,Chest,Chest
S29.099A,Chest,0.020565864148991402,-4.202668814495247,89,1,NA,NA,NA,NA,NA,1,1,Chest,Chest
S29.8XXA,Chest,0.009159956823175646,-4.202668814495247,6175,1,Chest,0.030544943585091713,-3.8422926291197053,95,2,1,2,Chest,Chest
S29.9XXA,Chest,0.962805883221231,-4.202668814495247,2181,4,Chest,-0.0731566879832742,-3.8422926291197053,352,1,4,1,Chest,Chest
S30.0XXA,Abdomen,0.10327521149526912,-4.202668814495247,8823,1,Abdomen,-0.026925032105231242,-3.8422926291197053,2946,2,1,2,Abdomen,Abdomen
S30.1XXA,Abdomen,0.05528178565792544,-4.202668814495247,24565,1,Abdomen,-0.033563561850593726,-3.8422926291197053,3885,2,1,2,Abdomen,Abdomen
S30.201A,Abdomen,-0.3125080151007667,-4.202668814495247,80,1,Abdomen,-0.44346491515836134,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S30.202A,Abdomen,-1.1353396784846823,-4.202668814495247,39,1,Abdomen,-0.5960770473923418,-3.8422926291197053,4,1,1,1,Abdomen,Abdomen
S30.20XA,Abdomen,-0.7174175305655636,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S30.21XA,Abdomen,0.11983229436398411,-4.202668814495247,282,1,Abdomen,0.5415991609863345,-3.8422926291197053,48,4,1,4,Abdomen,Abdomen
S30.22XA,Abdomen,0.256389407096451,-4.202668814495247,858,2,Abdomen,-0.13099794320462899,-3.8422926291197053,187,1,2,1,Abdomen,Abdomen
S30.23XA,Abdomen,-0.30921022742737486,-4.202668814495247,235,1,Abdomen,-0.6299036825426343,-3.8422926291197053,66,1,1,1,Abdomen,Abdomen
S30.3XXA,Abdomen,0.39516020088378534,-4.202668814495247,52,3,Abdomen,-0.5718476166649203,-3.8422926291197053,5,1,3,1,Abdomen,Abdomen
S30.810A,Abdomen,-0.0036839956875707198,-4.202668814495247,8118,1,Abdomen,-0.07093272045236886,-3.8422926291197053,907,1,1,1,Abdomen,Abdomen
S30.811A,Abdomen,-0.12809242721794853,-4.202668814495247,19515,1,Abdomen,-0.3079377282937052,-3.8422926291197053,1327,1,1,1,Abdomen,Abdomen
S30.812A,Abdomen,0.11296676070407517,-4.202668814495247,115,1,Abdomen,-0.47481970920197625,-3.8422926291197053,30,1,1,1,Abdomen,Abdomen
S30.813A,Abdomen,0.24971013858692953,-4.202668814495247,135,2,Abdomen,-0.4828798284842907,-3.8422926291197053,37,1,2,1,Abdomen,Abdomen
S30.814A,Abdomen,-0.10907881605284886,-4.202668814495247,49,1,Abdomen,0.6779362419270738,-3.8422926291197053,36,4,1,4,Abdomen,Abdomen
S30.815A,Abdomen,-0.09893508613188248,-4.202668814495247,17,1,Abdomen,2.6338894406147384,-3.8422926291197053,3,5,1,5,Abdomen,Abdomen
S30.816A,Abdomen,1.324880247204269,-4.202668814495247,9,5,NA,NA,NA,NA,NA,5,5,Abdomen,Abdomen
S30.817A,Abdomen,0.896307612912583,-4.202668814495247,12,4,Abdomen,0.5464561109558735,-3.8422926291197053,22,4,4,4,Abdomen,Abdomen
S30.820A,Abdomen,-0.8773017541632873,-4.202668814495247,4,1,Abdomen,-0.4965456288437278,-3.8422926291197053,38,1,1,1,Abdomen,Abdomen
S30.821A,Abdomen,-0.5590226736841953,-4.202668814495247,4,1,Abdomen,-0.5519712158913608,-3.8422926291197053,21,1,1,1,Abdomen,Abdomen
S30.822A,Abdomen,-0.4113274537057639,-4.202668814495247,1,1,Abdomen,-0.5969967020845739,-3.8422926291197053,7,1,1,1,Abdomen,Abdomen
S30.823A,NA,NA,NA,NA,NA,Abdomen,-0.40061765299228896,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.824A,NA,NA,NA,NA,NA,Abdomen,-0.4588389212211796,-3.8422926291197053,4,1,1,1,Abdomen,Abdomen
S30.825A,NA,NA,NA,NA,NA,Abdomen,-0.5259600286332131,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.826A,NA,NA,NA,NA,NA,Abdomen,-0.525960028634695,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.840A,Abdomen,-0.7740895189906885,-4.202668814495247,4,1,Abdomen,-0.525960028636177,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.841A,Abdomen,-0.6502985047056167,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S30.842A,NA,NA,NA,NA,NA,Abdomen,-0.6781186154863401,-3.8422926291197053,5,1,1,1,Abdomen,Abdomen
S30.843A,Abdomen,-1.02300233691274,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S30.850A,Abdomen,-1.0593623018275393,-4.202668814495247,11,1,Abdomen,-0.48509060790254904,-3.8422926291197053,8,1,1,1,Abdomen,Abdomen
S30.851A,Abdomen,-1.104363417079843,-4.202668814495247,40,1,Abdomen,-0.5073435470064113,-3.8422926291197053,16,1,1,1,Abdomen,Abdomen
S30.852A,Abdomen,-1.3283006212036188,-4.202668814495247,2,1,Abdomen,-0.5259623783142591,-3.8422926291197053,3,1,1,1,Abdomen,Abdomen
S30.853A,Abdomen,-0.6850525607432318,-4.202668814495247,4,1,Abdomen,-0.525961203488951,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S30.854A,Abdomen,-0.8529556925376416,-4.202668814495247,1,1,Abdomen,-0.11055411836230007,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.855A,Abdomen,-0.6357982838200595,-4.202668814495247,1,1,Abdomen,-0.565353846010666,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.856A,Abdomen,-0.600519295555653,-4.202668814495247,1,1,Abdomen,-0.03261058137363013,-3.8422926291197053,1,2,1,2,Abdomen,Abdomen
S30.857A,Abdomen,-0.9120029009083888,-4.202668814495247,3,1,Abdomen,-0.5178781526569922,-3.8422926291197053,3,1,1,1,Abdomen,Abdomen
S30.860A,NA,NA,NA,NA,NA,Abdomen,-0.48450943840706645,-3.8422926291197053,51,1,1,1,Abdomen,Abdomen
S30.861A,Abdomen,-0.3603305852414962,-4.202668814495247,3,1,Abdomen,-0.4909461530754093,-3.8422926291197053,97,1,1,1,Abdomen,Abdomen
S30.862A,NA,NA,NA,NA,NA,Abdomen,-0.3385795173982219,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S30.863A,NA,NA,NA,NA,NA,Abdomen,-0.5563948799236039,-3.8422926291197053,7,1,1,1,Abdomen,Abdomen
S30.864A,NA,NA,NA,NA,NA,Abdomen,-0.4694226347483277,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S30.867A,NA,NA,NA,NA,NA,Abdomen,-0.5259600266757493,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.870A,Abdomen,-1.2180280898391682,-4.202668814495247,4,1,Abdomen,-0.3402141838200445,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.871A,Abdomen,-0.7818928265014303,-4.202668814495247,11,1,Abdomen,-0.4072930273812891,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S30.872A,NA,NA,NA,NA,NA,Abdomen,-0.5259600265584733,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.873A,Abdomen,-0.7503345257300899,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S30.874A,NA,NA,NA,NA,NA,Abdomen,-0.4101036959986478,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S30.91XA,Abdomen,0.831310018620879,-4.202668814495247,85,4,Abdomen,-0.10890838869245681,-3.8422926291197053,63,1,4,1,Abdomen,Abdomen
S30.92XA,Abdomen,0.32602134300257823,-4.202668814495247,122,2,Abdomen,0.05583271098462454,-3.8422926291197053,43,2,2,2,Abdomen,Abdomen
S30.93XA,Abdomen,0.5766102537636786,-4.202668814495247,21,3,Abdomen,-0.4252943311212398,-3.8422926291197053,8,1,3,1,Abdomen,Abdomen
S30.94XA,Abdomen,0.29356252221173634,-4.202668814495247,75,2,Abdomen,-0.76683594660940535,-3.8422926291197053,8,1,2,1,Abdomen,Abdomen
S30.95XA,Abdomen,0.699664834942697,-4.202668814495247,10,3,Abdomen,-0.5340457395515584,-3.8422926291197053,5,1,3,1,Abdomen,Abdomen
S30.96XA,Abdomen,3.853276630527885,-4.202668814495247,1,5,NA,NA,NA,NA,NA,5,5,Abdomen,Abdomen
S30.98XA,Abdomen,-1.4992099333194733,-4.202668814495247,4,1,Abdomen,-0.43808155309683416,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S31.000A,Abdomen,0.6118305908921543,-4.202668814495247,186,3,Abdomen,-0.10194647517438525,-3.8422926291197053,195,1,3,1,Abdomen,Abdomen
S31.001A,Abdomen,0.4908822240159285,-4.202668814495247,146,3,Abdomen,0.7793363248601642,-3.8422926291197053,25,4,3,4,Abdomen,Abdomen
S31.010A,Abdomen,-0.1343736911799664,-4.202668814495247,990,1,Abdomen,-0.09099564551677633,-3.8422926291197053,197,1,1,1,Abdomen,Abdomen
S31.011A,Abdomen,0.6410636619992046,-4.202668814495247,154,3,Abdomen,1.0537000855483167,-3.8422926291197053,16,5,3,5,Abdomen,Abdomen
S31.020A,Abdomen,0.19870590268496827,-4.202668814495247,108,2,Abdomen,-0.5614601190048651,-3.8422926291197053,27,1,2,1,Abdomen,Abdomen
S31.021A,Abdomen,0.5067604965442588,-4.202668814495247,50,3,Abdomen,1.2446754331037126,-3.8422926291197053,11,5,3,5,Abdomen,Abdomen
S31.030A,Abdomen,0.07227842028938386,-4.202668814495247,397,1,Abdomen,0.8345946269857369,-3.8422926291197053,26,5,1,5,Abdomen,Abdomen
S31.031A,Abdomen,0.14990169949413096,-4.202668814495247,121,1,Abdomen,-0.9037546420040418,-3.8422926291197053,24,1,1,1,Abdomen,Abdomen
S31.040A,Abdomen,0.14657297037129507,-4.202668814495247,182,1,Abdomen,-0.46683576348355993,-3.8422926291197053,30,1,1,1,Abdomen,Abdomen
S31.041A,Abdomen,0.18670501902283435,-4.202668814495247,105,2,Abdomen,-0.02290297897406911,-3.8422926291197053,25,2,2,2,Abdomen,Abdomen
S31.050A,Abdomen,-0.3375196770393347,-4.202668814495247,22,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.051A,Abdomen,-0.009756603537268576,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.100A,Abdomen,0.4421322599675302,-4.202668814495247,60,3,Abdomen,-0.0680854948070206,-3.8422926291197053,25,1,3,1,Abdomen,Abdomen
S31.101A,Abdomen,-2.1424313142280202,-4.202668814495247,46,1,Abdomen,0.3195492767630281,-3.8422926291197053,17,3,1,3,Abdomen,Abdomen
S31.102A,Abdomen,0.6180942973184346,-4.202668814495247,54,3,Abdomen,-0.6522283101347338,-3.8422926291197053,12,1,3,1,Abdomen,Abdomen
S31.103A,Abdomen,0.38224729974634986,-4.202668814495247,89,3,Abdomen,-0.008786337927143633,-3.8422926291197053,105,2,3,2,Abdomen,Abdomen
S31.104A,Abdomen,0.20846822781388089,-4.202668814495247,114,2,Abdomen,-0.3199171004582099,-3.8422926291197053,116,1,2,1,Abdomen,Abdomen
S31.105A,Abdomen,0.41169636545452887,-4.202668814495247,15,3,Abdomen,0.4032311341805598,-3.8422926291197053,26,4,3,4,Abdomen,Abdomen
S31.109A,Abdomen,0.4635109006973544,-4.202668814495247,380,3,Abdomen,0.19167518537478867,-3.8422926291197053,367,3,3,3,Abdomen,Abdomen
S31.110A,Abdomen,-0.01975465193463102,-4.202668814495247,402,1,Abdomen,-0.24936215154743593,-3.8422926291197053,60,1,1,1,Abdomen,Abdomen
S31.111A,Abdomen,-0.5911361341613679,-4.202668814495247,467,1,Abdomen,0.04435859009141552,-3.8422926291197053,77,2,1,2,Abdomen,Abdomen
S31.112A,Abdomen,-0.05165870820358369,-4.202668814495247,210,1,Abdomen,-0.0646120838025014,-3.8422926291197053,53,1,1,1,Abdomen,Abdomen
S31.113A,Abdomen,-0.5111998189566269,-4.202668814495247,583,1,Abdomen,-0.28400156034785934,-3.8422926291197053,189,1,1,1,Abdomen,Abdomen
S31.114A,Abdomen,-0.1637363369081562,-4.202668814495247,761,1,Abdomen,-0.3763743114011352,-3.8422926291197053,212,1,1,1,Abdomen,Abdomen
S31.115A,Abdomen,-0.30165560082407006,-4.202668814495247,137,1,Abdomen,-0.4787544723949919,-3.8422926291197053,30,1,1,1,Abdomen,Abdomen
S31.119A,Abdomen,-0.19687399210268747,-4.202668814495247,2645,1,Abdomen,-0.04517370076502606,-3.8422926291197053,364,2,1,2,Abdomen,Abdomen
S31.120A,Abdomen,-1.0352447466186616,-4.202668814495247,35,1,Abdomen,-0.4471097281773352,-3.8422926291197053,7,1,1,1,Abdomen,Abdomen
S31.121A,Abdomen,-0.2898992471512097,-4.202668814495247,28,1,Abdomen,-0.5665455267128473,-3.8422926291197053,9,1,1,1,Abdomen,Abdomen
S31.122A,Abdomen,-0.905041643120948,-4.202668814495247,22,1,Abdomen,-0.5259601183970323,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S31.123A,Abdomen,-0.41620681471420334,-4.202668814495247,46,1,Abdomen,-0.748403751614422,-3.8422926291197053,15,1,1,1,Abdomen,Abdomen
S31.124A,Abdomen,0.16824942003802607,-4.202668814495247,55,2,Abdomen,-0.4977456899988096,-3.8422926291197053,26,1,2,1,Abdomen,Abdomen
S31.125A,Abdomen,0.6254510847454041,-4.202668814495247,28,3,Abdomen,-0.6688397698278832,-3.8422926291197053,5,1,3,1,Abdomen,Abdomen
S31.129A,Abdomen,0.01087214740915091,-4.202668814495247,114,1,Abdomen,-0.5185687922184146,-3.8422926291197053,37,1,1,1,Abdomen,Abdomen
S31.130A,Abdomen,0.1278446644647049,-4.202668814495247,248,1,Abdomen,-0.6988605554337948,-3.8422926291197053,14,1,1,1,Abdomen,Abdomen
S31.131A,Abdomen,-0.37219350708947824,-4.202668814495247,299,1,Abdomen,-0.05949680112056811,-3.8422926291197053,20,2,1,2,Abdomen,Abdomen
S31.132A,Abdomen,-0.0697895914771444,-4.202668814495247,144,1,Abdomen,-0.8802773591427077,-3.8422926291197053,8,1,1,1,Abdomen,Abdomen
S31.133A,Abdomen,-0.006199068013350588,-4.202668814495247,332,1,Abdomen,0.536236617303326,-3.8422926291197053,42,4,1,4,Abdomen,Abdomen
S31.134A,Abdomen,-0.2211382124099229,-4.202668814495247,414,1,Abdomen,0.5789366215286847,-3.8422926291197053,42,4,1,4,Abdomen,Abdomen
S31.135A,Abdomen,-0.18751810457678003,-4.202668814495247,92,1,Abdomen,-0.5035060915570995,-3.8422926291197053,4,1,1,1,Abdomen,Abdomen
S31.139A,Abdomen,0.44320017892902724,-4.202668814495247,632,3,Abdomen,-0.24602188316207463,-3.8422926291197053,55,1,3,1,Abdomen,Abdomen
S31.140A,Abdomen,0.3402853286523817,-4.202668814495247,84,3,Abdomen,-0.6137267350707385,-3.8422926291197053,5,1,3,1,Abdomen,Abdomen
S31.141A,Abdomen,0.3183576551574263,-4.202668814495247,64,2,Abdomen,-0.490943013512399,-3.8422926291197053,7,1,2,1,Abdomen,Abdomen
S31.142A,Abdomen,-1.9872439186604842,-4.202668814495247,43,1,Abdomen,-0.5790454192998212,-3.8422926291197053,3,1,1,1,Abdomen,Abdomen
S31.143A,Abdomen,-0.004463682354822247,-4.202668814495247,130,1,Abdomen,-0.7647594496800928,-3.8422926291197053,24,1,1,1,Abdomen,Abdomen
S31.144A,Abdomen,-0.44850288255260917,-4.202668814495247,129,1,Abdomen,-0.6034222151196217,-3.8422926291197053,21,1,1,1,Abdomen,Abdomen
S31.145A,Abdomen,-0.801732463211152,-4.202668814495247,43,1,Abdomen,-0.6206101904970448,-3.8422926291197053,4,1,1,1,Abdomen,Abdomen
S31.149A,Abdomen,0.4662875316806579,-4.202668814495247,145,3,Abdomen,-0.4486703333701781,-3.8422926291197053,28,1,3,1,Abdomen,Abdomen
S31.150A,Abdomen,-0.5803905807828927,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.151A,Abdomen,-0.45259651592428507,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.152A,Abdomen,-0.3366487414737878,-4.202668814495247,3,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.153A,Abdomen,-0.4421733167776926,-4.202668814495247,14,1,Abdomen,-0.405653856636695,-3.8422926291197053,7,1,1,1,Abdomen,Abdomen
S31.154A,Abdomen,-0.2696922731456326,-4.202668814495247,9,1,Abdomen,-0.5424652739583101,-3.8422926291197053,3,1,1,1,Abdomen,Abdomen
S31.155A,Abdomen,-1.108221231283717,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.159A,Abdomen,0.18756323230533364,-4.202668814495247,32,2,Abdomen,-0.4226654787397345,-3.8422926291197053,12,1,2,1,Abdomen,Abdomen
S31.20XA,Abdomen,-0.8723194254042989,-4.202668814495247,55,1,Abdomen,-0.5537147077750704,-3.8422926291197053,37,1,1,1,Abdomen,Abdomen
S31.21XA,Abdomen,-0.035510033973239534,-4.202668814495247,508,1,Abdomen,-0.25438684299478254,-3.8422926291197053,90,1,1,1,Abdomen,Abdomen
S31.22XA,Abdomen,-0.6687159878750654,-4.202668814495247,23,1,Abdomen,-0.4036384902481419,-3.8422926291197053,6,1,1,1,Abdomen,Abdomen
S31.23XA,Abdomen,0.9238070610082839,-4.202668814495247,77,4,Abdomen,-0.4695537213160659,-3.8422926291197053,10,1,4,1,Abdomen,Abdomen
S31.24XA,Abdomen,0.16159947830171242,-4.202668814495247,34,1,Abdomen,-0.3360786427830557,-3.8422926291197053,5,1,1,1,Abdomen,Abdomen
S31.25XA,Abdomen,-0.5922118953869964,-4.202668814495247,10,1,Abdomen,-0.44547130915214106,-3.8422926291197053,5,1,1,1,Abdomen,Abdomen
S31.30XA,Abdomen,0.4113015489683407,-4.202668814495247,112,3,Abdomen,-0.07347115221861962,-3.8422926291197053,81,1,3,1,Abdomen,Abdomen
S31.31XA,Abdomen,-0.01807129934847967,-4.202668814495247,1104,1,Abdomen,0.18897332919014512,-3.8422926291197053,116,3,1,3,Abdomen,Abdomen
S31.32XA,Abdomen,-0.4401987350319558,-4.202668814495247,65,1,Abdomen,-0.4221271637967324,-3.8422926291197053,7,1,1,1,Abdomen,Abdomen
S31.33XA,Abdomen,-0.3132744677037143,-4.202668814495247,184,1,Abdomen,-0.5526652113711049,-3.8422926291197053,20,1,1,1,Abdomen,Abdomen
S31.34XA,Abdomen,0.4898758626101172,-4.202668814495247,59,3,Abdomen,-0.6099887879037238,-3.8422926291197053,13,1,3,1,Abdomen,Abdomen
S31.35XA,Abdomen,-0.5738186827042974,-4.202668814495247,23,1,Abdomen,-0.4383741078451808,-3.8422926291197053,4,1,1,1,Abdomen,Abdomen
S31.40XA,Abdomen,-0.8034145441019693,-4.202668814495247,18,1,Abdomen,-0.5911714713509958,-3.8422926291197053,12,1,1,1,Abdomen,Abdomen
S31.41XA,Abdomen,-0.30591216354736217,-4.202668814495247,950,1,Abdomen,-0.4451097554022896,-3.8422926291197053,160,1,1,1,Abdomen,Abdomen
S31.42XA,Abdomen,0.3014143279666699,-4.202668814495247,25,2,Abdomen,-0.5014347503443517,-3.8422926291197053,10,1,2,1,Abdomen,Abdomen
S31.43XA,Abdomen,-0.7437917898624786,-4.202668814495247,10,1,Abdomen,-0.43789679629175704,-3.8422926291197053,2,1,1,1,Abdomen,Abdomen
S31.44XA,Abdomen,-0.6804927042910097,-4.202668814495247,6,1,Abdomen,-0.20747138489087694,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S31.45XA,Abdomen,-0.4799563366029021,-4.202668814495247,4,1,Abdomen,-0.48480075095838526,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S31.501A,Abdomen,-1.110945854904315,-4.202668814495247,13,1,Abdomen,-0.5959239533573079,-3.8422926291197053,13,1,1,1,Abdomen,Abdomen
S31.502A,Abdomen,1.5982641089661778,-4.202668814495247,8,5,Abdomen,1.7287357536056016,-3.8422926291197053,7,5,5,5,Abdomen,Abdomen
S31.50XA,Abdomen,-1.846058095801079,-4.202668814495247,5,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.511A,Abdomen,0.7513581814069672,-4.202668814495247,103,4,Abdomen,-0.5353241976512035,-3.8422926291197053,1,1,4,1,Abdomen,Abdomen
S31.512A,Abdomen,-0.3372836247090173,-4.202668814495247,96,1,Abdomen,-0.525960196086839,-3.8422926291197053,1,1,1,1,Abdomen,Abdomen
S31.521A,Abdomen,1.0362290970242507,-4.202668814495247,5,4,NA,NA,NA,NA,NA,4,4,Abdomen,Abdomen
S31.522A,Abdomen,4.434813046242135,-4.202668814495247,1,5,NA,NA,NA,NA,NA,5,5,Abdomen,Abdomen
S31.531A,Abdomen,0.5098596279739868,-4.202668814495247,14,3,Abdomen,-0.2938856228722611,-3.8422926291197053,1,1,3,1,Abdomen,Abdomen
S31.532A,Abdomen,-0.42572918796915465,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.541A,Abdomen,-0.6841415491198003,-4.202668814495247,7,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
