icdcm,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,dxrep,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S58.029A,Extremities,-0.30329897960687424,-4.202668814495247,5,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S58.111A,Extremities,0.8932155985358602,-4.202668814495247,30,4,Extremities,-0.41500509025498383,-3.8422926291197053,2,1,4,1,Extremities,Extremities
S58.112A,Extremities,1.2626888689734752,-4.202668814495247,30,5,Extremities,-0.4223423839790655,-3.8422926291197053,8,1,5,1,Extremities,Extremities
S58.119A,Extremities,-1.5133858782734275,-4.202668814495247,11,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S58.121A,Extremities,-0.794997778841678,-4.202668814495247,23,1,Extremities,-0.5068051395324005,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S58.122A,Extremities,0.8323864262038846,-4.202668814495247,48,4,Extremities,-0.46509987182034546,-3.8422926291197053,8,1,4,1,Extremities,Extremities
S58.129A,Extremities,-0.4938385391070783,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S58.911A,Extremities,-1.0990195584767464,-4.202668814495247,2,1,Extremities,0.8675433635581428,-3.8422926291197053,2,5,1,5,Extremities,Extremities
S58.912A,Extremities,-0.6428003227160174,-4.202668814495247,1,1,Extremities,-0.9145978140312165,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S58.919A,Extremities,-0.7768719481761486,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S58.921A,Extremities,-0.6428007131927861,-4.202668814495247,2,1,Extremities,-0.3271021645633612,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S58.922A,Extremities,1.6364266559658567,-4.202668814495247,8,5,Extremities,-0.15338065644002022,-3.8422926291197053,1,1,5,1,Extremities,Extremities
S59.001A,Extremities,0.0010138441080905657,-4.202668814495247,45,1,Extremities,0.08318209099780867,-3.8422926291197053,20,2,1,2,Extremities,Extremities
S59.002A,Extremities,-0.6760441499407256,-4.202668814495247,53,1,Extremities,0.503827612577568,-3.8422926291197053,17,4,1,4,Extremities,Extremities
S59.009A,Extremities,-0.4576770158627851,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.011A,Extremities,-0.47158890196359476,-4.202668814495247,10,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.012A,Extremities,-0.572358540681366,-4.202668814495247,9,1,Extremities,-0.4276501418564623,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S59.019A,Extremities,-0.45348158620574286,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.021A,Extremities,-0.49030572401707123,-4.202668814495247,65,1,Extremities,-0.46965574054623,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S59.022A,Extremities,-0.5429274130342678,-4.202668814495247,64,1,Extremities,-0.761718083839297,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S59.029A,Extremities,-0.46847674748075113,-4.202668814495247,7,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.031A,Extremities,-0.5017370072841846,-4.202668814495247,8,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.032A,Extremities,-0.4628221144805728,-4.202668814495247,11,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.039A,Extremities,-1.4176891433598884,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.041A,Extremities,-0.5520368074462356,-4.202668814495247,5,1,Extremities,-0.3638450709416236,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S59.042A,Extremities,-1.159768944858642,-4.202668814495247,8,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.091A,Extremities,-0.8635930786929743,-4.202668814495247,28,1,Extremities,-0.35923641446314386,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S59.092A,Extremities,-0.5914777765158987,-4.202668814495247,40,1,Extremities,-0.4041501361704744,-3.8422926291197053,13,1,1,1,Extremities,Extremities
S59.101A,Extremities,-0.539874780530102,-4.202668814495247,3,1,Extremities,-0.2905896798100897,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S59.102A,Extremities,-0.7439807210007685,-4.202668814495247,5,1,Extremities,-0.8116202393097991,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S59.111A,Extremities,-0.49646671027334704,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.112A,Extremities,-0.5939232770262869,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.121A,Extremities,-2.2334437496553377,-4.202668814495247,26,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.122A,Extremities,-0.5845620674830356,-4.202668814495247,25,1,Extremities,-0.6030747592460722,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S59.129A,Extremities,-0.6500097742795263,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.132A,Extremities,-0.6002377950209804,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.141A,Extremities,-0.6428002877058833,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.142A,Extremities,-0.5586508981534041,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.191A,Extremities,-0.4932811375283513,-4.202668814495247,3,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.192A,Extremities,-0.562965908747689,-4.202668814495247,4,1,Extremities,-0.2170998065441457,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S59.201A,Extremities,0.15317168275425896,-4.202668814495247,83,1,Extremities,-0.1977960797574183,-3.8422926291197053,47,1,1,1,Extremities,Extremities
S59.202A,Extremities,-0.6445043566066189,-4.202668814495247,100,1,Extremities,0.4816815652539546,-3.8422926291197053,39,4,1,4,Extremities,Extremities
S59.209A,Extremities,-0.5272727267095192,-4.202668814495247,3,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.211A,Extremities,-0.5898326847421619,-4.202668814495247,33,1,Extremities,-0.31976309856838503,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S59.212A,Extremities,-0.5836054186057946,-4.202668814495247,39,1,Extremities,-0.36266950258331154,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S59.221A,Extremities,-0.5446541221875874,-4.202668814495247,349,1,Extremities,-0.494874823990013,-3.8422926291197053,19,1,1,1,Extremities,Extremities
S59.222A,Extremities,-0.5843206095411931,-4.202668814495247,449,1,Extremities,-0.5065098296411799,-3.8422926291197053,31,1,1,1,Extremities,Extremities
S59.229A,Extremities,-0.5407570324504611,-4.202668814495247,22,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.231A,Extremities,-0.6357922084218774,-4.202668814495247,15,1,Extremities,-0.39629167097194706,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S59.232A,Extremities,-0.4932507695152126,-4.202668814495247,23,1,Extremities,-0.5797304050809633,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S59.239A,Extremities,-0.5824671527494591,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.241A,Extremities,-0.47544128982534895,-4.202668814495247,12,1,Extremities,-0.40732256414844786,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S59.242A,Extremities,-0.5896796455123359,-4.202668814495247,21,1,Extremities,-0.33268614163123394,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S59.291A,Extremities,0.2376239841192603,-4.202668814495247,77,2,Extremities,-0.4984939382632,-3.8422926291197053,23,1,2,1,Extremities,Extremities
S59.292A,Extremities,-0.5660520818018946,-4.202668814495247,65,1,Extremities,-0.4720143168057203,-3.8422926291197053,17,1,1,1,Extremities,Extremities
S59.299A,Extremities,-1.0253896062689962,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S59.801A,Extremities,-0.43067908991717935,-4.202668814495247,318,1,Extremities,-0.4930832704302344,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S59.802A,Extremities,-0.31061741378915286,-4.202668814495247,369,1,Extremities,-0.44494511694065597,-3.8422926291197053,13,1,1,1,Extremities,Extremities
S59.809A,Extremities,-0.6184860991744182,-4.202668814495247,73,1,Extremities,-0.46944261322596287,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S59.811A,Extremities,0.29284263130527755,-4.202668814495247,16,2,Extremities,-0.4647242856770887,-3.8422926291197053,3,1,2,1,Extremities,Extremities
S59.812A,Extremities,-0.7149930087444366,-4.202668814495247,24,1,Extremities,-1.1982930930351194,-3.8422926291197053,5,1,1,1,Extremities,Extremities
S59.819A,Extremities,6.314645897137777,-4.202668814495247,1,5,NA,NA,NA,NA,NA,5,5,Extremities,Extremities
S59.901A,Extremities,0.826094009160672,-4.202668814495247,39,4,Extremities,-0.5329623924020584,-3.8422926291197053,56,1,4,1,Extremities,Extremities
S59.902A,Extremities,1.1136786808548567,-4.202668814495247,30,4,Extremities,-0.5182756914934751,-3.8422926291197053,46,1,4,1,Extremities,Extremities
S59.909A,Extremities,-0.7389279012463881,-4.202668814495247,4,1,Extremities,-0.461670997591558,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S59.911A,Extremities,0.4348307040795299,-4.202668814495247,45,3,Extremities,-0.590839545112509,-3.8422926291197053,10,1,3,1,Extremities,Extremities
S59.912A,Extremities,1.054801668240715,-4.202668814495247,38,4,Extremities,-0.5615759812917214,-3.8422926291197053,17,1,4,1,Extremities,Extremities
S59.919A,Extremities,0.7293868451542208,-4.202668814495247,5,3,Extremities,-0.5128741788760165,-3.8422926291197053,2,1,3,1,Extremities,Extremities
S60.00XA,Extremities,-0.13373554858518164,-4.202668814495247,253,1,Extremities,-0.44633513763867383,-3.8422926291197053,31,1,1,1,Extremities,Extremities
S60.011A,Extremities,-0.002003354973624102,-4.202668814495247,282,1,Extremities,-0.4545549732145579,-3.8422926291197053,26,1,1,1,Extremities,Extremities
S60.012A,Extremities,-0.5396897596002337,-4.202668814495247,265,1,Extremities,-0.6253699295415592,-3.8422926291197053,34,1,1,1,Extremities,Extremities
S60.019A,Extremities,-0.862408645871194,-4.202668814495247,16,1,Extremities,-0.602334685016214,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.021A,Extremities,0.46266440913761264,-4.202668814495247,119,3,Extremities,-0.47504281022598543,-3.8422926291197053,17,1,3,1,Extremities,Extremities
S60.022A,Extremities,0.5929384130128256,-4.202668814495247,110,3,Extremities,-0.874895641740561,-3.8422926291197053,10,1,3,1,Extremities,Extremities
S60.029A,Extremities,-0.755261550808339,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.031A,Extremities,-0.17862309651282354,-4.202668814495247,119,1,Extremities,-0.39186941245654633,-3.8422926291197053,20,1,1,1,Extremities,Extremities
S60.032A,Extremities,0.5668373688604237,-4.202668814495247,106,3,Extremities,-0.3963174889183401,-3.8422926291197053,13,1,3,1,Extremities,Extremities
S60.039A,Extremities,3.734303403053066,-4.202668814495247,3,5,NA,NA,NA,NA,NA,5,5,Extremities,Extremities
S60.041A,Extremities,0.2477677787651641,-4.202668814495247,127,2,Extremities,-0.3942698299288085,-3.8422926291197053,11,1,2,1,Extremities,Extremities
S60.042A,Extremities,-0.15766848507633568,-4.202668814495247,131,1,Extremities,-0.5126102703258706,-3.8422926291197053,23,1,1,1,Extremities,Extremities
S60.049A,Extremities,-0.6432337450043648,-4.202668814495247,6,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.051A,Extremities,0.43328241476161167,-4.202668814495247,113,3,Extremities,-0.3577834129180035,-3.8422926291197053,12,1,3,1,Extremities,Extremities
S60.052A,Extremities,-0.17635484420618808,-4.202668814495247,117,1,Extremities,-0.5043353943356284,-3.8422926291197053,17,1,1,1,Extremities,Extremities
S60.059A,Extremities,-2.0797593602938726,-4.202668814495247,10,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.10XA,Extremities,1.012803715993619,-4.202668814495247,21,4,Extremities,-0.525967903106621,-3.8422926291197053,1,1,4,1,Extremities,Extremities
S60.111A,Extremities,-0.9957656116167743,-4.202668814495247,11,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.112A,Extremities,-0.5129497544649915,-4.202668814495247,13,1,Extremities,-0.4843442009191737,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.121A,Extremities,-0.4807699751626087,-4.202668814495247,13,1,Extremities,-0.5259690779258518,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.122A,Extremities,1.7747462812458923,-4.202668814495247,8,5,Extremities,-0.5031379684278802,-3.8422926291197053,3,1,5,1,Extremities,Extremities
S60.129A,Extremities,-1.2747860572117558,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.131A,Extremities,-0.5577847343567659,-4.202668814495247,14,1,Extremities,3.1666601413661617,-3.8422926291197053,3,5,1,5,Extremities,Extremities
S60.132A,Extremities,1.2542680703899591,-4.202668814495247,16,4,Extremities,-0.5433443229100939,-3.8422926291197053,3,1,4,1,Extremities,Extremities
S60.141A,Extremities,-0.4321441651663052,-4.202668814495247,14,1,Extremities,-0.26924191148197135,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.142A,Extremities,0.31828308681309914,-4.202668814495247,10,2,Extremities,-0.07143912422936538,-3.8422926291197053,1,1,2,1,Extremities,Extremities
S60.151A,Extremities,2.2463373754426943,-4.202668814495247,5,5,Extremities,-0.4668777707954285,-3.8422926291197053,2,1,5,1,Extremities,Extremities
S60.152A,Extremities,-0.8176461695495215,-4.202668814495247,9,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.211A,Extremities,0.13108509591362472,-4.202668814495247,1643,1,Extremities,-0.30170064536700314,-3.8422926291197053,246,1,1,1,Extremities,Extremities
S60.212A,Extremities,-0.11015796280887022,-4.202668814495247,1699,1,Extremities,-0.3105650968014386,-3.8422926291197053,275,1,1,1,Extremities,Extremities
S60.219A,Extremities,-0.5338602612507066,-4.202668814495247,104,1,Extremities,1.1198450850878905,-3.8422926291197053,13,5,1,5,Extremities,Extremities
S60.221A,Extremities,0.12324833269126963,-4.202668814495247,3286,1,Extremities,-0.30426529250113704,-3.8422926291197053,592,1,1,1,Extremities,Extremities
S60.222A,Extremities,0.21367305961048375,-4.202668814495247,3392,2,Extremities,-0.25029099311914443,-3.8422926291197053,531,1,2,1,Extremities,Extremities
S60.229A,Extremities,0.36253749422770365,-4.202668814495247,243,3,Extremities,-0.48705597518816623,-3.8422926291197053,33,1,3,1,Extremities,Extremities
S60.311A,Extremities,0.06498816734038926,-4.202668814495247,553,1,Extremities,-0.41010222810204444,-3.8422926291197053,44,1,1,1,Extremities,Extremities
S60.312A,Extremities,0.02772018484380068,-4.202668814495247,474,1,Extremities,-0.03990748642740403,-3.8422926291197053,40,2,1,2,Extremities,Extremities
S60.319A,Extremities,-3.000421386973747,-4.202668814495247,11,1,Extremities,-0.6453772015627227,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.321A,Extremities,-0.7264309330113764,-4.202668814495247,1,1,Extremities,-0.46465483951581854,-3.8422926291197053,10,1,1,1,Extremities,Extremities
S60.322A,Extremities,-0.6391268082888701,-4.202668814495247,4,1,Extremities,-0.5053867896519854,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S60.341A,Extremities,-0.3068329239091402,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.342A,NA,NA,NA,NA,NA,Extremities,-0.43809803215461984,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.351A,Extremities,-0.7268502269707621,-4.202668814495247,5,1,Extremities,-0.49117927285082535,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.352A,Extremities,-0.8638240156969322,-4.202668814495247,5,1,Extremities,-0.4625718429260026,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.361A,NA,NA,NA,NA,NA,Extremities,-0.5510217147700892,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.362A,NA,NA,NA,NA,NA,Extremities,-0.4968962720867215,-3.8422926291197053,5,1,1,1,Extremities,Extremities
S60.371A,Extremities,-0.4894987105782708,-4.202668814495247,4,1,Extremities,-0.4528860995834466,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S60.372A,Extremities,-0.3000440545774979,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.391A,Extremities,-0.7129785075900704,-4.202668814495247,4,1,Extremities,-0.5259679623377609,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.392A,Extremities,-0.6818956249864289,-4.202668814495247,3,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.410A,Extremities,-0.160190013622954,-4.202668814495247,422,1,Extremities,-0.46522911290307095,-3.8422926291197053,46,1,1,1,Extremities,Extremities
S60.411A,Extremities,0.192407710074627,-4.202668814495247,421,2,Extremities,0.18399398974725592,-3.8422926291197053,40,3,2,3,Extremities,Extremities
S60.412A,Extremities,-0.18251403226301516,-4.202668814495247,358,1,Extremities,0.1543225687694939,-3.8422926291197053,48,3,1,3,Extremities,Extremities
S60.413A,Extremities,0.21442348212127488,-4.202668814495247,320,2,Extremities,-0.4402010318271759,-3.8422926291197053,33,1,2,1,Extremities,Extremities
S60.414A,Extremities,-0.1416124434559306,-4.202668814495247,334,1,Extremities,-0.4233509487781977,-3.8422926291197053,44,1,1,1,Extremities,Extremities
S60.415A,Extremities,0.2575271462858451,-4.202668814495247,333,2,Extremities,-0.38418218574558105,-3.8422926291197053,23,1,2,1,Extremities,Extremities
S60.416A,Extremities,0.31095741908350427,-4.202668814495247,383,2,Extremities,-0.3549714734304621,-3.8422926291197053,31,1,2,1,Extremities,Extremities
S60.417A,Extremities,0.2054509171633529,-4.202668814495247,352,2,Extremities,-0.43801537011309943,-3.8422926291197053,32,1,2,1,Extremities,Extremities
S60.418A,Extremities,0.4401667116473091,-4.202668814495247,107,3,Extremities,0.44631902498077647,-3.8422926291197053,20,4,3,4,Extremities,Extremities
S60.419A,Extremities,0.05316766910057425,-4.202668814495247,1129,1,Extremities,-0.31986625307738076,-3.8422926291197053,77,1,1,1,Extremities,Extremities
S60.420A,Extremities,-1.1076941071534945,-4.202668814495247,1,1,Extremities,-0.4765658897520128,-3.8422926291197053,14,1,1,1,Extremities,Extremities
S60.421A,Extremities,-0.6576723610578817,-4.202668814495247,5,1,Extremities,-0.5027550936525593,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S60.422A,Extremities,-0.3335330388653189,-4.202668814495247,1,1,Extremities,-0.4436843300079497,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S60.423A,Extremities,-0.32870535269499807,-4.202668814495247,2,1,Extremities,-0.5668412597703366,-3.8422926291197053,9,1,1,1,Extremities,Extremities
S60.424A,NA,NA,NA,NA,NA,Extremities,-0.43223836379454644,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S60.425A,Extremities,-0.32298388145337653,-4.202668814495247,2,1,Extremities,-1.172187348241646,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S60.426A,NA,NA,NA,NA,NA,Extremities,-0.4172109310971754,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.427A,Extremities,-0.2390366460325391,-4.202668814495247,1,1,Extremities,-0.5259679571901712,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.428A,Extremities,-0.31660779484911006,-4.202668814495247,1,1,Extremities,-0.511683719098818,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.429A,Extremities,-0.7603396302668786,-4.202668814495247,2,1,Extremities,-0.790451859065835,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S60.441A,Extremities,-0.2823934016333607,-4.202668814495247,1,1,Extremities,-0.30250880634147187,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.442A,NA,NA,NA,NA,NA,Extremities,-0.4953178592659475,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.443A,NA,NA,NA,NA,NA,Extremities,-0.30246913506601103,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.444A,NA,NA,NA,NA,NA,Extremities,-0.5259691323846472,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.445A,NA,NA,NA,NA,NA,Extremities,-0.4608755136035323,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.447A,Extremities,-0.39954261093069793,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.450A,Extremities,-1.71931132118025,-4.202668814495247,5,1,Extremities,-0.4510125713251024,-3.8422926291197053,9,1,1,1,Extremities,Extremities
S60.451A,Extremities,-0.41618649061454344,-4.202668814495247,4,1,Extremities,-0.4626811820073902,-3.8422926291197053,7,1,1,1,Extremities,Extremities
S60.452A,Extremities,-0.38040593442103837,-4.202668814495247,3,1,Extremities,-0.516646430970321,-3.8422926291197053,16,1,1,1,Extremities,Extremities
S60.453A,Extremities,-0.3238685530170584,-4.202668814495247,3,1,Extremities,-0.547356823864766,-3.8422926291197053,5,1,1,1,Extremities,Extremities
S60.454A,Extremities,-0.38732473211518986,-4.202668814495247,3,1,Extremities,-0.448901226206659,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.455A,Extremities,-0.5945295963255849,-4.202668814495247,2,1,Extremities,-0.4797259889076386,-3.8422926291197053,5,1,1,1,Extremities,Extremities
S60.456A,Extremities,-1.1428263225136708,-4.202668814495247,3,1,Extremities,-0.5259691317316529,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.457A,Extremities,-0.6275258478707838,-4.202668814495247,2,1,Extremities,-0.4756785726220625,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.458A,Extremities,-0.44475006664489297,-4.202668814495247,3,1,Extremities,-0.5080177422841463,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.459A,Extremities,-0.43784254251541993,-4.202668814495247,5,1,Extremities,-0.5642464850307425,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.460A,NA,NA,NA,NA,NA,Extremities,-0.5259761808051222,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.461A,NA,NA,NA,NA,NA,Extremities,-0.5122551436138467,-3.8422926291197053,10,1,1,1,Extremities,Extremities
S60.462A,NA,NA,NA,NA,NA,Extremities,-0.6666916472112264,-3.8422926291197053,8,1,1,1,Extremities,Extremities
S60.463A,NA,NA,NA,NA,NA,Extremities,-0.5085135886908764,-3.8422926291197053,5,1,1,1,Extremities,Extremities
S60.464A,NA,NA,NA,NA,NA,Extremities,-0.5259714818820052,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S60.465A,NA,NA,NA,NA,NA,Extremities,-0.5615771374364273,-3.8422926291197053,10,1,1,1,Extremities,Extremities
S60.466A,NA,NA,NA,NA,NA,Extremities,-0.5259691323061031,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.469A,NA,NA,NA,NA,NA,Extremities,-0.056969807772227696,-3.8422926291197053,1,2,2,2,Extremities,Extremities
S60.470A,Extremities,-0.27612452435224716,-4.202668814495247,2,1,Extremities,-0.4915698455022946,-3.8422926291197053,12,1,1,1,Extremities,Extremities
S60.471A,Extremities,-0.500304192149169,-4.202668814495247,2,1,Extremities,2.818696148482208,-3.8422926291197053,4,5,1,5,Extremities,Extremities
S60.472A,Extremities,-0.4397649584703085,-4.202668814495247,2,1,Extremities,-0.4503944227174787,-3.8422926291197053,4,1,1,1,Extremities,Extremities
S60.473A,NA,NA,NA,NA,NA,Extremities,-0.6616247967683441,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.474A,Extremities,-0.15310828297825538,-4.202668814495247,1,1,Extremities,-0.3992121695551849,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S60.475A,Extremities,-0.30260993348120774,-4.202668814495247,1,1,Extremities,-0.4106329086663913,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.476A,Extremities,-0.15310554338946794,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.477A,Extremities,-0.6545778671811394,-4.202668814495247,2,1,Extremities,-0.36549205868576334,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.478A,Extremities,-0.7265214223143288,-4.202668814495247,2,1,Extremities,-0.591313888893223,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.479A,Extremities,-0.5770058533978529,-4.202668814495247,1,1,Extremities,-0.37441645206417196,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.511A,Extremities,-0.0665310923998855,-4.202668814495247,13836,1,Extremities,-0.30824752578547665,-3.8422926291197053,1271,1,1,1,Extremities,Extremities
S60.512A,Extremities,8.357407568609145e-4,-4.202668814495247,12963,1,Extremities,-0.22060477644115614,-3.8422926291197053,1226,1,1,1,Extremities,Extremities
S60.519A,Extremities,-0.20915619970211047,-4.202668814495247,1505,1,Extremities,-0.07544440209610216,-3.8422926291197053,74,1,1,1,Extremities,Extremities
S60.521A,Extremities,-0.4876500534908966,-4.202668814495247,4,1,Extremities,0.14478478095834382,-3.8422926291197053,35,3,1,3,Extremities,Extremities
S60.522A,Extremities,-0.5547057752459974,-4.202668814495247,5,1,Extremities,0.5105424927013582,-3.8422926291197053,23,4,1,4,Extremities,Extremities
S60.529A,Extremities,-0.6037373141753187,-4.202668814495247,2,1,Extremities,-0.40494066657946126,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.541A,Extremities,-0.4920521528802229,-4.202668814495247,4,1,Extremities,-0.5519975371977758,-3.8422926291197053,2,1,1,1,Extremities,Extremities
S60.542A,Extremities,-0.49195192158634776,-4.202668814495247,5,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S60.551A,Extremities,-0.6310951384478841,-4.202668814495247,17,1,Extremities,0.028374967783658393,-3.8422926291197053,20,2,1,2,Extremities,Extremities
S60.552A,Extremities,-1.0801748248648135,-4.202668814495247,20,1,Extremities,-0.4956113953916351,-3.8422926291197053,26,1,1,1,Extremities,Extremities
S60.559A,Extremities,-0.622107240586092,-4.202668814495247,4,1,Extremities,-0.8716241008610566,-3.8422926291197053,6,1,1,1,Extremities,Extremities
S60.561A,NA,NA,NA,NA,NA,Extremities,-0.5254375210550218,-3.8422926291197053,36,1,1,1,Extremities,Extremities
S60.562A,NA,NA,NA,NA,NA,Extremities,-0.47671155095131607,-3.8422926291197053,43,1,1,1,Extremities,Extremities
S60.569A,NA,NA,NA,NA,NA,Extremities,-0.4569455541681786,-3.8422926291197053,3,1,1,1,Extremities,Extremities
S60.571A,Extremities,-0.6945620329260223,-4.202668814495247,12,1,Extremities,-0.46972249235361674,-3.8422926291197053,41,1,1,1,Extremities,Extremities
S60.572A,Extremities,-0.48915765302063924,-4.202668814495247,10,1,Extremities,-0.49505710041907497,-3.8422926291197053,37,1,1,1,Extremities,Extremities
S60.579A,NA,NA,NA,NA,NA,Extremities,-0.5259680660686051,-3.8422926291197053,1,1,1,1,Extremities,Extremities
S60.811A,Extremities,-0.014320772337892411,-4.202668814495247,3075,1,Extremities,-0.25001790932717144,-3.8422926291197053,336,1,1,1,Extremities,Extremities
S60.812A,Extremities,-0.07707174870236883,-4.202668814495247,2918,1,Extremities,-0.2594718616922282,-3.8422926291197053,435,1,1,1,Extremities,Extremities
S60.819A,Extremities,0.15635264474686353,-4.202668814495247,125,1,Extremities,-0.48129715394426387,-3.8422926291197053,52,1,1,1,Extremities,Extremities
S60.821A,Extremities,3.591750081388364,-4.202668814495247,2,5,Extremities,-0.4659612759703417,-3.8422926291197053,4,1,5,1,Extremities,Extremities
