icdbase,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,NISn,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S30.2,Abdomen,0.17842644616077338,-4.285670466553626,1409,1,Abdomen,-0.13062308092811076,-3.8786441179476343,292,1,1,1,Abdomen,Abdomen
S30.3,Abdomen,0.1779337332954351,-4.285670466553626,52,1,Abdomen,-0.9971721813815138,-3.8786441179476343,5,1,1,1,Abdomen,Abdomen
S30.8,Abdomen,-0.1214392562715588,-4.285670466553626,26631,1,Abdomen,-0.3097495877993852,-3.8786441179476343,2504,1,1,1,Abdomen,Abdomen
S30.9,Abdomen,0.5524692177380532,-4.285670466553626,311,3,Abdomen,-0.20626178558687733,-3.8786441179476343,126,1,3,1,Abdomen,Abdomen
S31.0,Abdomen,0.21112855469259972,-4.285670466553626,2432,1,Abdomen,0.1268383446147425,-3.8786441179476343,573,2,1,2,Abdomen,Abdomen
S31.1,Abdomen,-0.09087284153550566,-4.285670466553626,8717,1,Abdomen,-0.06284316826795458,-3.8786441179476343,1943,1,1,1,Abdomen,Abdomen
S31.2,Abdomen,0.12639351343482497,-4.285670466553626,701,1,Abdomen,-0.7183654555165581,-3.8786441179476343,152,1,1,1,Abdomen,Abdomen
S31.3,Abdomen,0.16135517153743142,-4.285670466553626,1514,1,Abdomen,0.08473067240064193,-3.8786441179476343,238,2,1,2,Abdomen,Abdomen
S31.4,Abdomen,-0.37509717512857615,-4.285670466553626,1008,1,Abdomen,-0.8318199667956148,-3.8786441179476343,184,1,1,1,Abdomen,Abdomen
S31.5,Abdomen,0.4625656500926927,-4.285670466553626,257,3,Abdomen,0.34721469353879375,-3.8786441179476343,23,3,3,3,Abdomen,Abdomen
S31.6,Abdomen,0.39828711409383716,-4.285670466553626,6103,2,Abdomen,0.0012733353044024197,-3.8786441179476343,1564,1,2,1,Abdomen,Abdomen
S31.8,Abdomen,0.25783123320546947,-4.285670466553626,3399,2,Abdomen,-0.4236805365877446,-3.8786441179476343,794,1,2,1,Abdomen,Abdomen
S32.0,Abdomen,-0.14553786732705953,-4.285670466553626,62254,1,Abdomen,-0.19027023874274346,-3.8786441179476343,14901,1,1,1,Abdomen,Abdomen
S32.01,Abdomen,-0.16032124195387476,-4.285670466553626,667,1,Abdomen,-0.28876991033532406,-3.8786441179476343,114,1,1,1,Abdomen,Abdomen
S32.1,Abdomen,-0.08291311279036327,-4.285670466553626,19762,1,Abdomen,-0.028069992414560718,-3.8786441179476343,6015,1,1,1,Abdomen,Abdomen
S32.11,Abdomen,-0.0010620939757392989,-4.285670466553626,357,1,Abdomen,-0.44700609041167055,-3.8786441179476343,63,1,1,1,Abdomen,Abdomen
S32.2,Abdomen,-0.3300186946343172,-4.285670466553626,872,1,Abdomen,-0.12533058819691534,-3.8786441179476343,314,1,1,1,Abdomen,Abdomen
S32.21,Abdomen,-2.256332415089986,-4.285670466553626,33,1,Abdomen,-1.0025396239505955,-3.8786441179476343,3,1,1,1,Abdomen,Abdomen
S32.3,Abdomen,0.23469792703988096,-4.285670466553626,7073,1,Abdomen,0.3188696694017192,-3.8786441179476343,1456,3,1,3,Abdomen,Abdomen
S32.31,Abdomen,-0.2468589698794322,-4.285670466553626,1042,1,Abdomen,-0.7000312523359866,-3.8786441179476343,191,1,1,1,Abdomen,Abdomen
S32.4,Abdomen,-0.12127834754368833,-4.285670466553626,25896,1,Abdomen,0.021076755719142755,-3.8786441179476343,5440,1,1,1,Abdomen,Abdomen
S32.41,Abdomen,-0.5256359102692548,-4.285670466553626,410,1,Abdomen,0.4227585066137624,-3.8786441179476343,64,3,1,3,Abdomen,Abdomen
S32.5,Abdomen,0.1686136467578083,-4.285670466553626,31437,1,Abdomen,0.10903664920095701,-3.8786441179476343,11059,2,1,2,Abdomen,Abdomen
S32.51,Abdomen,0.4400581542006351,-4.285670466553626,423,3,Abdomen,-0.6827388663075837,-3.8786441179476343,70,1,3,1,Abdomen,Abdomen
S32.6,Abdomen,0.21158306656331358,-4.285670466553626,1437,1,Abdomen,0.06214071602223275,-3.8786441179476343,411,2,1,2,Abdomen,Abdomen
S32.61,Abdomen,-0.3299841201210848,-4.285670466553626,117,1,Abdomen,-1.114141363391322,-3.8786441179476343,17,1,1,1,Abdomen,Abdomen
S32.8,Abdomen,0.4118999317398591,-4.285670466553626,11577,2,Abdomen,0.0656376907151148,-3.8786441179476343,2375,2,2,2,Abdomen,Abdomen
S32.81,Abdomen,1.143887363743181,-4.285670466553626,592,4,Abdomen,1.2341555725918898,-3.8786441179476343,84,5,4,5,Abdomen,Abdomen
S32.9,Abdomen,0.7501627139821037,-4.285670466553626,4844,3,Abdomen,0.493818142578667,-3.8786441179476343,520,4,3,4,Abdomen,Abdomen
S32.91,Abdomen,0.6744830289639296,-4.285670466553626,381,3,Abdomen,-0.7388772380549927,-3.8786441179476343,13,1,3,1,Abdomen,Abdomen
S33.0,Abdomen,-0.9458053519691612,-4.285670466553626,138,1,Abdomen,-2.135783588678764,-3.8786441179476343,4,1,1,1,Abdomen,Abdomen
S33.1,Abdomen,-0.38268173412435896,-4.285670466553626,594,1,Abdomen,-0.9566885999211614,-3.8786441179476343,71,1,1,1,Abdomen,Abdomen
S33.2,Abdomen,-0.1690030214561,-4.285670466553626,1945,1,Abdomen,-0.7916350224148747,-3.8786441179476343,240,1,1,1,Abdomen,Abdomen
S33.3,Abdomen,0.028324805296341075,-4.285670466553626,138,1,Abdomen,-1.500460883830622,-3.8786441179476343,41,1,1,1,Abdomen,Abdomen
S33.4,Abdomen,-0.126130813328545,-4.285670466553626,540,1,Abdomen,-0.8369971727108922,-3.8786441179476343,153,1,1,1,Abdomen,Abdomen
S33.5,Abdomen,-0.7267082051143332,-4.285670466553626,3872,1,Abdomen,-0.1943317562516701,-3.8786441179476343,246,1,1,1,Abdomen,Abdomen
S33.6,Abdomen,0.08710481231367113,-4.285670466553626,119,1,Abdomen,-1.0531525985159005,-3.8786441179476343,22,1,1,1,Abdomen,Abdomen
S33.8,Abdomen,-1.1858531783871624,-4.285670466553626,199,1,Abdomen,-1.0085345493679883,-3.8786441179476343,19,1,1,1,Abdomen,Abdomen
S33.9,Abdomen,-0.06160907292529028,-4.285670466553626,124,1,Abdomen,0.2844696411049353,-3.8786441179476343,40,2,1,2,Abdomen,Abdomen
S34.0,Abdomen,-1.0250810868754254,-4.285670466553626,278,1,Abdomen,-1.4726971923449332,-3.8786441179476343,23,1,1,1,Abdomen,Abdomen
S34.1,Abdomen,-0.3990640872315059,-4.285670466553626,1609,1,Abdomen,-0.06973068545671653,-3.8786441179476343,397,1,1,1,Abdomen,Abdomen
S34.2,Abdomen,-1.6250634474349095,-4.285670466553626,225,1,Abdomen,-1.1878284419025824,-3.8786441179476343,46,1,1,1,Abdomen,Abdomen
S34.3,Abdomen,0.3033345534829627,-4.285670466553626,247,2,Abdomen,0.3056903997473342,-3.8786441179476343,23,3,2,3,Abdomen,Abdomen
S34.4,Abdomen,0.08274677756791858,-4.285670466553626,40,1,Abdomen,-1.1187303847282928,-3.8786441179476343,17,1,1,1,Abdomen,Abdomen
S34.5,Abdomen,1.0756038768370553,-4.285670466553626,10,4,Abdomen,-1.0588095794894004,-3.8786441179476343,3,1,4,1,Abdomen,Abdomen
S34.6,Abdomen,1.8058200223903222,-4.285670466553626,8,5,Abdomen,-0.8441519159924213,-3.8786441179476343,4,1,5,1,Abdomen,Abdomen
S34.8,Abdomen,-1.4641729800240848,-4.285670466553626,11,1,Abdomen,-0.8281393182621941,-3.8786441179476343,6,1,1,1,Abdomen,Abdomen
S34.9,Abdomen,-1.904278023838439,-4.285670466553626,17,1,Abdomen,-0.962853358815427,-3.8786441179476343,2,1,1,1,Abdomen,Abdomen
S35.0,Abdomen,1.7178986822832136,-4.285670466553626,737,5,Abdomen,0.671843959187194,-3.8786441179476343,68,4,5,4,Abdomen,Abdomen
S35.1,Abdomen,2.0091771537494187,-4.285670466553626,852,5,Abdomen,1.2813596633955817,-3.8786441179476343,107,5,5,5,Abdomen,Abdomen
S35.2,Abdomen,0.5033854713132478,-4.285670466553626,1168,3,Abdomen,0.6245317451761093,-3.8786441179476343,240,4,3,4,Abdomen,Abdomen
S35.3,Abdomen,1.264286773251758,-4.285670466553626,445,5,Abdomen,0.9692535854496158,-3.8786441179476343,72,5,5,5,Abdomen,Abdomen
S35.4,Abdomen,0.36156177486082225,-4.285670466553626,698,2,Abdomen,-0.046192535069899614,-3.8786441179476343,115,1,2,1,Abdomen,Abdomen
S35.5,Abdomen,1.4647313257376187,-4.285670466553626,2057,5,Abdomen,1.0988806790474974,-3.8786441179476343,294,5,5,5,Abdomen,Abdomen
S35.8,Abdomen,0.7788761684998805,-4.285670466553626,789,4,Abdomen,0.6589901675337442,-3.8786441179476343,111,4,4,4,Abdomen,Abdomen
S35.9,Abdomen,0.8194473480002615,-4.285670466553626,304,4,Abdomen,0.09117735470301887,-3.8786441179476343,21,2,4,2,Abdomen,Abdomen
S36.0,Abdomen,0.14793606901212347,-4.285670466553626,24174,1,Abdomen,0.07950909417362534,-3.8786441179476343,4805,2,1,2,Abdomen,Abdomen
S36.1,Abdomen,0.40438300123397075,-4.285670466553626,24127,2,Abdomen,0.27223535928557047,-3.8786441179476343,4426,2,2,2,Abdomen,Abdomen
S36.2,Abdomen,0.30495129468564586,-4.285670466553626,2522,2,Abdomen,0.4309524396038705,-3.8786441179476343,433,3,2,3,Abdomen,Abdomen
S36.3,Abdomen,0.4246874202511594,-4.285670466553626,2289,3,Abdomen,0.4407503132602406,-3.8786441179476343,487,3,3,3,Abdomen,Abdomen
S36.4,Abdomen,0.37882259833868054,-4.285670466553626,8448,2,Abdomen,0.22031618794010804,-3.8786441179476343,1638,2,2,2,Abdomen,Abdomen
S36.5,Abdomen,0.2942897151901448,-4.285670466553626,7045,2,Abdomen,0.3765673760774098,-3.8786441179476343,1347,3,2,3,Abdomen,Abdomen
S36.6,Abdomen,0.3721653468628533,-4.285670466553626,1034,2,Abdomen,0.04778361353651037,-3.8786441179476343,399,2,2,2,Abdomen,Abdomen
S36.8,Abdomen,0.5459537001882834,-4.285670466553626,14284,3,Abdomen,0.5973840606935248,-3.8786441179476343,3250,4,3,4,Abdomen,Abdomen
S36.9,Abdomen,0.9682484814864311,-4.285670466553626,390,4,Abdomen,0.32156211718340727,-3.8786441179476343,79,3,4,3,Abdomen,Abdomen
S37.0,Abdomen,-0.010951293249060216,-4.285670466553626,12522,1,Abdomen,-0.19666037581677404,-3.8786441179476343,2500,1,1,1,Abdomen,Abdomen
S37.1,Abdomen,-0.45282817014310384,-4.285670466553626,443,1,Abdomen,-0.007030837419412194,-3.8786441179476343,174,1,1,1,Abdomen,Abdomen
S37.2,Abdomen,0.16069507644222725,-4.285670466553626,2727,1,Abdomen,-0.1557637324317486,-3.8786441179476343,788,1,1,1,Abdomen,Abdomen
S37.3,Abdomen,-0.18792576933972954,-4.285670466553626,1020,1,Abdomen,0.4624376143409409,-3.8786441179476343,1507,4,1,4,Abdomen,Abdomen
S37.4,Abdomen,-0.4623704006304554,-4.285670466553626,65,1,Abdomen,-1.2732130316153958,-3.8786441179476343,6,1,1,1,Abdomen,Abdomen
S37.5,Abdomen,0.6933770884870475,-4.285670466553626,14,3,Abdomen,-0.9435453578991262,-3.8786441179476343,8,1,3,1,Abdomen,Abdomen
S37.6,Abdomen,0.0028189819666594655,-4.285670466553626,212,1,Abdomen,0.07632384299042685,-3.8786441179476343,28,2,1,2,Abdomen,Abdomen
S37.8,Abdomen,-0.2970135452998077,-4.285670466553626,4117,1,Abdomen,-0.42379328936687227,-3.8786441179476343,569,1,1,1,Abdomen,Abdomen
S37.9,Abdomen,0.31829564947386685,-4.285670466553626,107,2,Abdomen,0.7835198039906411,-3.8786441179476343,181,4,2,4,Abdomen,Abdomen
S38.0,Abdomen,0.7302539489635621,-4.285670466553626,20,3,Abdomen,1.9726866878546494,-3.8786441179476343,10,5,3,5,Abdomen,Abdomen
S38.1,Abdomen,1.4596033498058838,-4.285670466553626,97,5,Abdomen,0.5160104298693368,-3.8786441179476343,122,4,5,4,Abdomen,Abdomen
S38.2,Abdomen,-0.31170147640126994,-4.285670466553626,69,1,Abdomen,-0.8274003569997234,-3.8786441179476343,8,1,1,1,Abdomen,Abdomen
S38.3,Abdomen,2.0182960710476014,-4.285670466553626,4,5,Abdomen,-2.248043482260726,-3.8786441179476343,3,1,5,1,Abdomen,Abdomen
S39.0,Abdomen,-0.2744547175016232,-4.285670466553626,2348,1,Abdomen,-0.6237277703082823,-3.8786441179476343,1237,1,1,1,Abdomen,Abdomen
S39.8,Abdomen,0.05026325691805664,-4.285670466553626,1305,1,Abdomen,-0.07741613649502892,-3.8786441179476343,343,1,1,1,Abdomen,Abdomen
S39.9,Abdomen,0.1421913414982668,-4.285670466553626,2683,1,Abdomen,-0.13158584090187944,-3.8786441179476343,573,1,1,1,Abdomen,Abdomen
S40.0,Extremities,0.25144038045610934,-4.285670466553626,22729,2,Extremities,-0.14165000991960514,-3.8786441179476343,3712,1,2,1,Extremities,Extremities
S40.2,Extremities,-0.16740501049807097,-4.285670466553626,24895,1,Extremities,-0.4529943249036438,-3.8786441179476343,1695,1,1,1,Extremities,Extremities
S40.8,Extremities,0.11563175614163514,-4.285670466553626,16368,1,Extremities,-0.08614886158798127,-3.8786441179476343,2023,1,1,1,Extremities,Extremities
S40.9,Extremities,-0.028348004204144267,-4.285670466553626,221,1,Extremities,-0.5136394454974359,-3.8786441179476343,70,1,1,1,Extremities,Extremities
S41.0,Extremities,0.28065415257483184,-4.285670466553626,6723,2,Extremities,-0.5061266107096634,-3.8786441179476343,824,1,2,1,Extremities,Extremities
S41.1,Extremities,0.2426739895709067,-4.285670466553626,15880,2,Extremities,0.02249650450914521,-3.8786441179476343,2451,1,2,1,Extremities,Extremities
S42.0,Extremities,-0.12639813715548937,-4.285670466553626,29442,1,Extremities,-0.2438397271021869,-3.8786441179476343,5756,1,1,1,Extremities,Extremities
S42.01,Extremities,0.14887325438829527,-4.285670466553626,690,1,Extremities,-1.0855709745913553,-3.8786441179476343,120,1,1,1,Extremities,Extremities
S42.1,Extremities,-0.18267663203607828,-4.285670466553626,19934,1,Extremities,-0.14065919480706332,-3.8786441179476343,3498,1,1,1,Extremities,Extremities
S42.11,Extremities,-0.6548554115103398,-4.285670466553626,1048,1,Extremities,-0.07916063728864173,-3.8786441179476343,160,1,1,1,Extremities,Extremities
S42.2,Extremities,0.11198671977613765,-4.285670466553626,20940,1,Extremities,0.09690655933547242,-3.8786441179476343,8157,2,1,2,Extremities,Extremities
S42.21,Extremities,0.3786641182164128,-4.285670466553626,701,2,Extremities,0.27269746171726267,-3.8786441179476343,114,2,2,2,Extremities,Extremities
S42.3,Extremities,0.30634492330539925,-4.285670466553626,10390,2,Extremities,0.1332515367529782,-3.8786441179476343,2741,2,2,2,Extremities,Extremities
S42.31,Extremities,0.18804612962838935,-4.285670466553626,1927,1,Extremities,-0.002304590002164375,-3.8786441179476343,310,1,1,1,Extremities,Extremities
S42.4,Extremities,-0.6412869774734873,-4.285670466553626,19458,1,Extremities,-0.15885167083575852,-3.8786441179476343,2802,1,1,1,Extremities,Extremities
S42.41,Extremities,-0.135005220990134,-4.285670466553626,2317,1,Extremities,-0.446663883490379,-3.8786441179476343,530,1,1,1,Extremities,Extremities
S42.9,Extremities,0.4321326659657214,-4.285670466553626,541,3,Extremities,0.41774587816441017,-3.8786441179476343,223,3,3,3,Extremities,Extremities
S42.91,Extremities,1.3404925476687115,-4.285670466553626,93,5,Extremities,-1.5544899262941307,-3.8786441179476343,2,1,5,1,Extremities,Extremities
S43.0,Extremities,-0.10677298167691304,-4.285670466553626,4612,1,Extremities,-0.3396675705046282,-3.8786441179476343,1285,1,1,1,Extremities,Extremities
S43.1,Extremities,-0.8579854639663719,-4.285670466553626,3085,1,Extremities,-1.1524229777726545,-3.8786441179476343,517,1,1,1,Extremities,Extremities
S43.2,Extremities,-0.005355767300266268,-4.285670466553626,509,1,Extremities,-0.4110706821120956,-3.8786441179476343,74,1,1,1,Extremities,Extremities
S43.3,Extremities,-0.03288482817174525,-4.285670466553626,1457,1,Extremities,-0.9256349103965459,-3.8786441179476343,9,1,1,1,Extremities,Extremities
S43.4,Extremities,-0.7094872127443924,-4.285670466553626,1412,1,Extremities,-0.5869974726972358,-3.8786441179476343,408,1,1,1,Extremities,Extremities
S43.5,Extremities,-0.7738454416010457,-4.285670466553626,610,1,Extremities,-0.5614915813187031,-3.8786441179476343,85,1,1,1,Extremities,Extremities
S43.6,Extremities,0.6289634376542563,-4.285670466553626,54,3,Extremities,-1.0714912357379596,-3.8786441179476343,6,1,3,1,Extremities,Extremities
S43.8,Extremities,-0.15723820042184777,-4.285670466553626,133,1,Extremities,-0.9334335788983562,-3.8786441179476343,15,1,1,1,Extremities,Extremities
S43.9,Extremities,-0.08306749678009384,-4.285670466553626,22,1,NA,NA,NA,NA,NA,1,1,Extremities,Extremities
S44.0,Extremities,-1.115409130373983,-4.285670466553626,473,1,Extremities,-0.34053955407042485,-3.8786441179476343,101,1,1,1,Extremities,Extremities
S44.1,Extremities,-0.8858501933647167,-4.285670466553626,403,1,Extremities,-0.2680304262914802,-3.8786441179476343,81,1,1,1,Extremities,Extremities
S44.2,Extremities,-1.6261098004689545,-4.285670466553626,616,1,Extremities,-1.094329965281976,-3.8786441179476343,110,1,1,1,Extremities,Extremities
S44.3,Extremities,0.6773124058552724,-4.285670466553626,40,3,Extremities,-1.0197076050032494,-3.8786441179476343,22,1,3,1,Extremities,Extremities
S44.4,Extremities,-0.8961311492620554,-4.285670466553626,29,1,Extremities,-0.4554144649254279,-3.8786441179476343,3,1,1,1,Extremities,Extremities
S44.5,Extremities,-0.8031505396656473,-4.285670466553626,38,1,Extremities,-0.6793574007136305,-3.8786441179476343,6,1,1,1,Extremities,Extremities
S44.8,Extremities,-1.5084442039677464,-4.285670466553626,38,1,Extremities,-0.6628840833728126,-3.8786441179476343,7,1,1,1,Extremities,Extremities
S44.9,Extremities,-1.1275126976982723,-4.285670466553626,135,1,Extremities,-1.017606459283701,-3.8786441179476343,25,1,1,1,Extremities,Extremities
S45.0,Extremities,0.19126381904038278,-4.285670466553626,395,1,Extremities,1.0582366305295186,-3.8786441179476343,65,5,1,5,Extremities,Extremities
S45.1,Extremities,0.438997803276393,-4.285670466553626,1240,3,Extremities,0.15753843718368946,-3.8786441179476343,268,2,3,2,Extremities,Extremities
S45.2,Extremities,0.46780914470953566,-4.285670466553626,428,3,Extremities,0.7853131840949958,-3.8786441179476343,68,4,3,4,Extremities,Extremities
S45.3,Extremities,-1.3796660691293665,-4.285670466553626,194,1,Extremities,0.7487053159331439,-3.8786441179476343,20,4,1,4,Extremities,Extremities
S45.8,Extremities,-0.038243024192099816,-4.285670466553626,133,1,Extremities,-1.3119970015081523,-3.8786441179476343,33,1,1,1,Extremities,Extremities
S45.9,Extremities,-0.2530882512887584,-4.285670466553626,382,1,Extremities,1.0630834487300487,-3.8786441179476343,19,5,1,5,Extremities,Extremities
S46.0,Extremities,-0.6842903448710951,-4.285670466553626,866,1,Extremities,-0.7358050601682927,-3.8786441179476343,594,1,1,1,Extremities,Extremities
S46.1,Extremities,-0.7550144594991788,-4.285670466553626,147,1,Extremities,-0.9042608199440016,-3.8786441179476343,38,1,1,1,Extremities,Extremities
S46.2,Extremities,-0.3819628782630986,-4.285670466553626,836,1,Extremities,-0.7290019106975664,-3.8786441179476343,204,1,1,1,Extremities,Extremities
S46.3,Extremities,-0.3632887613469286,-4.285670466553626,529,1,Extremities,-0.9643587787634901,-3.8786441179476343,157,1,1,1,Extremities,Extremities
S46.8,Extremities,-0.3561293414199841,-4.285670466553626,660,1,Extremities,0.1779974909605675,-3.8786441179476343,216,2,1,2,Extremities,Extremities
S46.9,Extremities,-0.5017681948524654,-4.285670466553626,1184,1,Extremities,-0.33302010412364835,-3.8786441179476343,235,1,1,1,Extremities,Extremities
S47.1,Extremities,0.2467538883211757,-4.285670466553626,48,2,Extremities,-1.253895197884267,-3.8786441179476343,18,1,2,1,Extremities,Extremities
S47.2,Extremities,-0.2690561690576886,-4.285670466553626,49,1,Extremities,-1.0354345750472047,-3.8786441179476343,15,1,1,1,Extremities,Extremities
S47.9,Extremities,2.14264959418204,-4.285670466553626,15,5,NA,NA,NA,NA,NA,5,5,Extremities,Extremities
S48.0,Extremities,2.2939054643142427,-4.285670466553626,33,5,Extremities,-2.346772660723549,-3.8786441179476343,5,1,5,1,Extremities,Extremities
S48.1,Extremities,1.0326777489398629,-4.285670466553626,120,4,Extremities,-1.0735283306589367,-3.8786441179476343,17,1,4,1,Extremities,Extremities
S48.9,Extremities,1.311486572019142,-4.285670466553626,44,5,Extremities,-0.7548392890753729,-3.8786441179476343,7,1,5,1,Extremities,Extremities
S49.0,Extremities,-1.284011351953907,-4.285670466553626,193,1,Extremities,-0.28526872566282274,-3.8786441179476343,48,1,1,1,Extremities,Extremities
S49.1,Extremities,-1.1879968980496503,-4.285670466553626,253,1,Extremities,-1.1672343443277269,-3.8786441179476343,32,1,1,1,Extremities,Extremities
S49.8,Extremities,1.077082969592964,-4.285670466553626,129,4,Extremities,-0.9613057795448895,-3.8786441179476343,57,1,4,1,Extremities,Extremities
S49.9,Extremities,0.15609332784747107,-4.285670466553626,859,1,Extremities,-0.208303687661777,-3.8786441179476343,363,1,1,1,Extremities,Extremities
S50.0,Extremities,0.035615583140821125,-4.285670466553626,6970,1,Extremities,-0.38824934962203633,-3.8786441179476343,1243,1,1,1,Extremities,Extremities
S50.1,Extremities,0.5145038745368086,-4.285670466553626,5908,3,Extremities,0.14527385865399947,-3.8786441179476343,911,2,3,2,Extremities,Extremities
S50.3,Extremities,-0.11763642556995701,-4.285670466553626,24551,1,Extremities,-0.3748460130936043,-3.8786441179476343,3046,1,1,1,Extremities,Extremities
S50.8,Extremities,0.0703586417667453,-4.285670466553626,17059,1,Extremities,-0.309776120192587,-3.8786441179476343,2133,1,1,1,Extremities,Extremities
S50.9,Extremities,0.35870838757435797,-4.285670466553626,94,2,Extremities,0.5786822086710502,-3.8786441179476343,72,4,2,4,Extremities,Extremities
S51.0,Extremities,0.20120573769712546,-4.285670466553626,13969,1,Extremities,-0.20136568011569672,-3.8786441179476343,3011,1,1,1,Extremities,Extremities
S51.8,Extremities,0.16878970515827824,-4.285670466553626,16858,1,Extremities,-0.18403469642040024,-3.8786441179476343,4621,1,1,1,Extremities,Extremities
S52.0,Extremities,-0.10679280246508052,-4.285670466553626,6682,1,Extremities,-0.4471546002318123,-3.8786441179476343,1669,1,1,1,Extremities,Extremities
S52.01,Extremities,-0.3579590346285178,-4.285670466553626,2189,1,Extremities,-0.24223889115254518,-3.8786441179476343,476,1,1,1,Extremities,Extremities
S52.1,Extremities,-0.23664644099973853,-4.285670466553626,5813,1,Extremities,-0.3684124195191178,-3.8786441179476343,1315,1,1,1,Extremities,Extremities
S52.11,Extremities,-0.05862349973346993,-4.285670466553626,735,1,Extremities,-0.10447187726419555,-3.8786441179476343,162,1,1,1,Extremities,Extremities
S52.2,Extremities,-0.28324460816327157,-4.285670466553626,9336,1,Extremities,-0.16563267782908495,-3.8786441179476343,1438,1,1,1,Extremities,Extremities
S52.21,Extremities,-0.43064254427433757,-4.285670466553626,4088,1,Extremities,-0.037381908638995175,-3.8786441179476343,796,1,1,1,Extremities,Extremities
S52.3,Extremities,-0.3210059374981804,-4.285670466553626,7832,1,Extremities,-0.6593003746023914,-3.8786441179476343,1009,1,1,1,Extremities,Extremities
S52.31,Extremities,-0.10526683507683567,-4.285670466553626,3087,1,Extremities,-0.3439234288917279,-3.8786441179476343,576,1,1,1,Extremities,Extremities
S52.5,Extremities,-0.37135795148680034,-4.285670466553626,29898,1,Extremities,-0.38170418073973106,-3.8786441179476343,7237,1,1,1,Extremities,Extremities
S52.51,Extremities,-0.12325595571012025,-4.285670466553626,4104,1,Extremities,-0.2548156304279276,-3.8786441179476343,1033,1,1,1,Extremities,Extremities
S52.6,Extremities,-0.20323267089934385,-4.285670466553626,16658,1,Extremities,-0.061172569052960146,-3.8786441179476343,2982,1,1,1,Extremities,Extremities
S52.61,Extremities,-0.18049691814769278,-4.285670466553626,2779,1,Extremities,-0.5372846712926787,-3.8786441179476343,715,1,1,1,Extremities,Extremities
S52.9,Extremities,0.8690151294429497,-4.285670466553626,1556,4,Extremities,0.4080673328625536,-3.8786441179476343,350,3,4,3,Extremities,Extremities
S52.91,Extremities,1.1922950107242238,-4.285670466553626,581,4,Extremities,0.7653496005882819,-3.8786441179476343,105,4,4,4,Extremities,Extremities
S53.0,Extremities,-0.45351151939701084,-4.285670466553626,1891,1,Extremities,-0.17258451613511686,-3.8786441179476343,69,1,1,1,Extremities,Extremities
S53.1,Extremities,-0.2779766232806994,-4.285670466553626,2585,1,Extremities,-0.28312097111365125,-3.8786441179476343,321,1,1,1,Extremities,Extremities
S53.2,Extremities,-0.8991247859686302,-4.285670466553626,81,1,Extremities,-0.7042685239052839,-3.8786441179476343,15,1,1,1,Extremities,Extremities
S53.3,Extremities,-0.566818339232649,-4.285670466553626,174,1,Extremities,-0.615389161925742,-3.8786441179476343,36,1,1,1,Extremities,Extremities
S53.4,Extremities,-0.7405299549396049,-4.285670466553626,687,1,Extremities,-0.0686480214894323,-3.8786441179476343,161,1,1,1,Extremities,Extremities
S54.0,Extremities,-0.7605020191343687,-4.285670466553626,1274,1,Extremities,-0.8209080048435415,-3.8786441179476343,135,1,1,1,Extremities,Extremities
S54.1,Extremities,-0.7718070223524207,-4.285670466553626,1021,1,Extremities,-0.639362218666992,-3.8786441179476343,122,1,1,1,Extremities,Extremities
S54.2,Extremities,-1.0526426367377548,-4.285670466553626,974,1,Extremities,-0.5943961358711456,-3.8786441179476343,180,1,1,1,Extremities,Extremities
S54.3,Extremities,-0.7662098481202668,-4.285670466553626,52,1,Extremities,-0.6694163974004627,-3.8786441179476343,11,1,1,1,Extremities,Extremities
S54.8,Extremities,-0.9186525380321814,-4.285670466553626,41,1,Extremities,-0.47719356581612477,-3.8786441179476343,11,1,1,1,Extremities,Extremities
S54.9,Extremities,-1.2160721071284424,-4.285670466553626,30,1,Extremities,-0.828095884274123,-3.8786441179476343,11,1,1,1,Extremities,Extremities
S55.0,Extremities,-0.8568973740896981,-4.285670466553626,1115,1,Extremities,-0.7422210417345362,-3.8786441179476343,130,1,1,1,Extremities,Extremities
S55.1,Extremities,-0.5403951176519657,-4.285670466553626,1430,1,Extremities,-0.21977484969849476,-3.8786441179476343,205,1,1,1,Extremities,Extremities
S55.2,Extremities,-0.025268879357740266,-4.285670466553626,327,1,Extremities,0.05033249022721336,-3.8786441179476343,45,2,1,2,Extremities,Extremities
S55.8,Extremities,-0.4578870056424189,-4.285670466553626,145,1,Extremities,0.9646881661884591,-3.8786441179476343,20,5,1,5,Extremities,Extremities
S55.9,Extremities,-0.2813672690535339,-4.285670466553626,57,1,Extremities,-0.8968426201843295,-3.8786441179476343,19,1,1,1,Extremities,Extremities
S56.0,Extremities,0.20794933607096686,-4.285670466553626,71,1,Extremities,-0.6245431043421033,-3.8786441179476343,21,1,1,1,Extremities,Extremities
S56.1,Extremities,-0.8362523920024731,-4.285670466553626,417,1,Extremities,-0.6883434222228679,-3.8786441179476343,94,1,1,1,Extremities,Extremities
S56.2,Extremities,-0.6960559905723145,-4.285670466553626,1410,1,Extremities,-0.7349892160245909,-3.8786441179476343,262,1,1,1,Extremities,Extremities
S56.3,Extremities,-0.8502864488527502,-4.285670466553626,136,1,Extremities,-0.7100861072607044,-3.8786441179476343,24,1,1,1,Extremities,Extremities
