icdcm,TQIPbr,TQIPeffect,TQIPint,TQIPn,TQIPais,NISbr,NISeffect,NISint,NISn,NISais,TQIPais_mod,NISais_mod,TQIPbr_mod,NISbr_mod
S31.632A,Abdomen,0.029530328764027548,-4.202668814495247,78,1,Abdomen,-0.3249731495650022,-3.867465984199183,25,1,1,1,Abdomen,Abdomen
S31.633A,Abdomen,0.22310660445990646,-4.202668814495247,147,2,Abdomen,-0.07538251752453198,-3.867465984199183,37,1,2,1,Abdomen,Abdomen
S31.634A,Abdomen,0.27026489068694076,-4.202668814495247,183,2,Abdomen,0.7417820550702205,-3.867465984199183,39,4,2,4,Abdomen,Abdomen
S31.635A,Abdomen,0.6511436839639612,-4.202668814495247,53,3,Abdomen,-0.8960774514766807,-3.867465984199183,13,1,3,1,Abdomen,Abdomen
S31.639A,Abdomen,0.37859448376266663,-4.202668814495247,607,3,Abdomen,-0.0745631110768415,-3.867465984199183,48,1,3,1,Abdomen,Abdomen
S31.640A,Abdomen,0.7620403284796309,-4.202668814495247,131,4,Abdomen,-0.24671149056478658,-3.867465984199183,38,1,4,1,Abdomen,Abdomen
S31.641A,Abdomen,0.3974030154038227,-4.202668814495247,103,3,Abdomen,-0.17917679118682694,-3.867465984199183,40,1,3,1,Abdomen,Abdomen
S31.642A,Abdomen,-0.5224446126740563,-4.202668814495247,52,1,Abdomen,-1.0146689116427754,-3.867465984199183,7,1,1,1,Abdomen,Abdomen
S31.643A,Abdomen,0.276706944095109,-4.202668814495247,132,2,Abdomen,-0.17547196249003122,-3.867465984199183,48,1,2,1,Abdomen,Abdomen
S31.644A,Abdomen,0.2713985624593259,-4.202668814495247,158,2,Abdomen,0.3669797335557394,-3.867465984199183,34,3,2,3,Abdomen,Abdomen
S31.645A,Abdomen,-1.1037747539305158,-4.202668814495247,42,1,Abdomen,-0.7609529328536777,-3.867465984199183,10,1,1,1,Abdomen,Abdomen
S31.649A,Abdomen,0.5754342087387105,-4.202668814495247,116,3,Abdomen,-0.04230444012360301,-3.867465984199183,60,2,3,2,Abdomen,Abdomen
S31.653A,Abdomen,-0.009757456620029614,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.654A,Abdomen,-0.009757656553848153,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.655A,Abdomen,-0.47944304806799454,-4.202668814495247,2,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.659A,Abdomen,-0.5122542029266851,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.801A,Abdomen,-0.2789961920805492,-4.202668814495247,182,1,Abdomen,-0.036848506805905824,-3.867465984199183,25,2,1,2,Abdomen,Abdomen
S31.802A,Abdomen,-1.280250661477725,-4.202668814495247,21,1,Abdomen,-0.3506281084688377,-3.867465984199183,2,1,1,1,Abdomen,Abdomen
S31.803A,Abdomen,0.8646233182157206,-4.202668814495247,35,4,Abdomen,-0.4421072946922412,-3.867465984199183,2,1,4,1,Abdomen,Abdomen
S31.804A,Abdomen,1.0095229883564927,-4.202668814495247,11,4,Abdomen,-1.035008209294581,-3.867465984199183,1,1,4,1,Abdomen,Abdomen
S31.805A,Abdomen,-1.1479958977776832,-4.202668814495247,5,1,Abdomen,-0.5582751537864374,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S31.809A,Abdomen,0.5637646332594526,-4.202668814495247,72,3,Abdomen,-0.26479850691590695,-3.867465984199183,89,1,3,1,Abdomen,Abdomen
S31.811A,Abdomen,0.5130458109753516,-4.202668814495247,544,3,Abdomen,-0.3222978311597496,-3.867465984199183,81,1,3,1,Abdomen,Abdomen
S31.812A,Abdomen,0.3983177762607396,-4.202668814495247,109,3,Abdomen,-0.7191581962836255,-3.867465984199183,15,1,3,1,Abdomen,Abdomen
S31.813A,Abdomen,-0.38168607414326333,-4.202668814495247,373,1,Abdomen,-0.746476504765708,-3.867465984199183,43,1,1,1,Abdomen,Abdomen
S31.814A,Abdomen,0.40744416509845693,-4.202668814495247,225,3,Abdomen,-0.4817483780808185,-3.867465984199183,32,1,3,1,Abdomen,Abdomen
S31.815A,Abdomen,-0.477829039139937,-4.202668814495247,18,1,Abdomen,-0.4900704751508164,-3.867465984199183,6,1,1,1,Abdomen,Abdomen
S31.819A,Abdomen,0.38524307935960556,-4.202668814495247,196,3,Abdomen,0.060794707411349916,-3.867465984199183,159,2,3,2,Abdomen,Abdomen
S31.821A,Abdomen,0.0369377887346208,-4.202668814495247,623,1,Abdomen,0.025265911936165245,-3.867465984199183,99,2,1,2,Abdomen,Abdomen
S31.822A,Abdomen,0.2968865307088167,-4.202668814495247,82,2,Abdomen,-0.5042898768732496,-3.867465984199183,18,1,2,1,Abdomen,Abdomen
S31.823A,Abdomen,-0.1888023711816499,-4.202668814495247,360,1,Abdomen,0.06073011206997277,-3.867465984199183,39,2,1,2,Abdomen,Abdomen
S31.824A,Abdomen,0.33915099670193893,-4.202668814495247,220,3,Abdomen,-0.5769404362973558,-3.867465984199183,42,1,3,1,Abdomen,Abdomen
S31.825A,Abdomen,-0.4284580826052191,-4.202668814495247,18,1,Abdomen,-0.47061786448721593,-3.867465984199183,3,1,1,1,Abdomen,Abdomen
S31.829A,Abdomen,0.507146819692171,-4.202668814495247,215,3,Abdomen,-0.35060065393583445,-3.867465984199183,135,1,3,1,Abdomen,Abdomen
S31.831A,Abdomen,0.16001576608858406,-4.202668814495247,313,1,Abdomen,-0.19002319425138003,-3.867465984199183,69,1,1,1,Abdomen,Abdomen
S31.832A,Abdomen,0.6671698096728782,-4.202668814495247,15,3,Abdomen,-0.553297210986901,-3.867465984199183,5,1,3,1,Abdomen,Abdomen
S31.833A,Abdomen,-0.8869526795199658,-4.202668814495247,14,1,Abdomen,-0.5499488593513444,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S31.834A,Abdomen,-0.7265122996099941,-4.202668814495247,7,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.835A,Abdomen,-0.043364713689432656,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S31.839A,Abdomen,1.0681516883261564,-4.202668814495247,6,4,Abdomen,-0.5423823445558558,-3.867465984199183,5,1,4,1,Abdomen,Abdomen
S32.000A,Abdomen,-0.12109635934985136,-4.202668814495247,295,1,Abdomen,-0.17291111393105216,-3.867465984199183,71,1,1,1,Abdomen,Abdomen
S32.001A,Abdomen,-1.0588685468430987,-4.202668814495247,102,1,Abdomen,-0.716946036655658,-3.867465984199183,26,1,1,1,Abdomen,Abdomen
S32.001B,Abdomen,-0.6427855709174971,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.002A,Abdomen,0.5008129145240878,-4.202668814495247,22,3,Abdomen,-0.5115047237249825,-3.867465984199183,4,1,3,1,Abdomen,Abdomen
S32.008A,Abdomen,0.02733705928689855,-4.202668814495247,761,1,Abdomen,0.16029471889567348,-3.867465984199183,46,3,1,3,Abdomen,Abdomen
S32.008B,Abdomen,-1.8934496975730806,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.009A,Abdomen,-0.11235185570736231,-4.202668814495247,3361,1,Abdomen,-0.06869468853652196,-3.867465984199183,438,2,1,2,Abdomen,Abdomen
S32.009B,Abdomen,2.2885090297710216,-4.202668814495247,13,5,Abdomen,0.6054354040521431,-3.867465984199183,5,4,5,4,Abdomen,Abdomen
S32.010A,Abdomen,-0.08959247018222632,-4.202668814495247,8464,1,Abdomen,-0.24438351500422684,-3.867465984199183,846,1,1,1,Abdomen,Abdomen
S32.010B,Abdomen,-0.5387158451311641,-4.202668814495247,10,1,Abdomen,-0.5582751830459612,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.011A,Abdomen,-0.14164596354839146,-4.202668814495247,2566,1,Abdomen,-0.1656442639120448,-3.867465984199183,793,1,1,1,Abdomen,Abdomen
S32.011B,Abdomen,-2.813942997574096,-4.202668814495247,12,1,Abdomen,-0.5582751923213768,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.012A,Abdomen,-0.38920235173737,-4.202668814495247,938,1,Abdomen,-0.3154267317529404,-3.867465984199183,206,1,1,1,Abdomen,Abdomen
S32.012B,Abdomen,-0.2962982046499826,-4.202668814495247,6,1,Abdomen,-0.9032623469903797,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.018A,Abdomen,-0.02099863640110079,-4.202668814495247,13874,1,Abdomen,-0.07346872508474737,-3.867465984199183,1019,1,1,1,Abdomen,Abdomen
S32.018B,Abdomen,-0.2875150482075902,-4.202668814495247,105,1,Abdomen,-0.8496794850270725,-3.867465984199183,10,1,1,1,Abdomen,Abdomen
S32.019A,Abdomen,-0.06970725790194779,-4.202668814495247,3974,1,Abdomen,-0.07832690391153402,-3.867465984199183,4336,1,1,1,Abdomen,Abdomen
S32.019B,Abdomen,0.7389855996550153,-4.202668814495247,34,3,Abdomen,-0.5743629334753751,-3.867465984199183,16,1,3,1,Abdomen,Abdomen
S32.020A,Abdomen,-0.023028679986289102,-4.202668814495247,4501,1,Abdomen,-0.06540854880400591,-3.867465984199183,403,2,1,2,Abdomen,Abdomen
S32.020B,Abdomen,0.9131654205853793,-4.202668814495247,6,4,Abdomen,-0.5582754638659481,-3.867465984199183,1,1,4,1,Abdomen,Abdomen
S32.021A,Abdomen,-0.1781587292384753,-4.202668814495247,1246,1,Abdomen,0.11248037208010322,-3.867465984199183,376,2,1,2,Abdomen,Abdomen
S32.021B,Abdomen,-1.1495855475088401,-4.202668814495247,8,1,Abdomen,-1.326995956511906,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.022A,Abdomen,-0.23758251787321136,-4.202668814495247,428,1,Abdomen,-0.275333790302856,-3.867465984199183,87,1,1,1,Abdomen,Abdomen
S32.022B,Abdomen,0.08932529419598245,-4.202668814495247,4,1,Abdomen,-0.18321783230583868,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.028A,Abdomen,-0.04121096788958068,-4.202668814495247,14874,1,Abdomen,-0.14901096704422656,-3.867465984199183,840,1,1,1,Abdomen,Abdomen
S32.028B,Abdomen,-0.3276379259618991,-4.202668814495247,135,1,Abdomen,0.6368762275634582,-3.867465984199183,13,4,1,4,Abdomen,Abdomen
S32.029A,Abdomen,-0.026661035198350443,-4.202668814495247,3729,1,Abdomen,-0.18751311749502783,-3.867465984199183,3551,1,1,1,Abdomen,Abdomen
S32.029B,Abdomen,-0.40914567261438317,-4.202668814495247,35,1,Abdomen,-0.4927766554453503,-3.867465984199183,14,1,1,1,Abdomen,Abdomen
S32.030A,Abdomen,-0.047354486947248836,-4.202668814495247,2946,1,Abdomen,-0.48659455939142343,-3.867465984199183,266,1,1,1,Abdomen,Abdomen
S32.030B,Abdomen,-0.6154258162753998,-4.202668814495247,2,1,Abdomen,-0.12830142686133025,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.031A,Abdomen,-0.04746900555692423,-4.202668814495247,861,1,Abdomen,-0.20720097205040544,-3.867465984199183,214,1,1,1,Abdomen,Abdomen
S32.031B,Abdomen,-1.166692841415266,-4.202668814495247,6,1,Abdomen,-0.41267411370297763,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.032A,Abdomen,0.1293833833421916,-4.202668814495247,282,1,Abdomen,-0.632535399842799,-3.867465984199183,58,1,1,1,Abdomen,Abdomen
S32.032B,Abdomen,0.36368102665338636,-4.202668814495247,4,3,NA,NA,NA,NA,NA,3,3,Abdomen,Abdomen
S32.038A,Abdomen,-0.07493386712638235,-4.202668814495247,12635,1,Abdomen,-0.09114830490294591,-3.867465984199183,695,1,1,1,Abdomen,Abdomen
S32.038B,Abdomen,-0.271683097053827,-4.202668814495247,123,1,Abdomen,-0.4794627722725149,-3.867465984199183,6,1,1,1,Abdomen,Abdomen
S32.039A,Abdomen,0.026919708538507787,-4.202668814495247,3102,1,Abdomen,-0.015256219601849235,-3.867465984199183,2891,2,1,2,Abdomen,Abdomen
S32.039B,Abdomen,0.08915165333451061,-4.202668814495247,34,1,Abdomen,-0.9134080867742428,-3.867465984199183,18,1,1,1,Abdomen,Abdomen
S32.040A,Abdomen,0.007944097609222604,-4.202668814495247,2154,1,Abdomen,-0.10446323089538011,-3.867465984199183,237,1,1,1,Abdomen,Abdomen
S32.040B,Abdomen,-0.5288559423294371,-4.202668814495247,5,1,Abdomen,-0.574930415292472,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.041A,Abdomen,-0.2439809386660449,-4.202668814495247,679,1,Abdomen,-0.0232615566536106,-3.867465984199183,178,2,1,2,Abdomen,Abdomen
S32.041B,Abdomen,-1.4673961688268304,-4.202668814495247,4,1,Abdomen,-0.6334541181544437,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.042A,Abdomen,-0.07979566374676472,-4.202668814495247,200,1,Abdomen,-0.5236012048960483,-3.867465984199183,42,1,1,1,Abdomen,Abdomen
S32.042B,Abdomen,-0.9001184810819176,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.048A,Abdomen,0.04840033944730472,-4.202668814495247,9800,1,Abdomen,-0.14129700048473784,-3.867465984199183,573,1,1,1,Abdomen,Abdomen
S32.048B,Abdomen,0.2662616784905371,-4.202668814495247,119,2,Abdomen,-0.8117864472532982,-3.867465984199183,7,1,2,1,Abdomen,Abdomen
S32.049A,Abdomen,0.03342628034056728,-4.202668814495247,2445,1,Abdomen,-0.011039661958995651,-3.867465984199183,2258,2,1,2,Abdomen,Abdomen
S32.049B,Abdomen,-0.4736892801132483,-4.202668814495247,44,1,Abdomen,-0.7361221670681454,-3.867465984199183,19,1,1,1,Abdomen,Abdomen
S32.050A,Abdomen,-0.03665221803951205,-4.202668814495247,1031,1,Abdomen,-0.5296240293516337,-3.867465984199183,118,1,1,1,Abdomen,Abdomen
S32.050B,Abdomen,2.067575931690375,-4.202668814495247,6,5,Abdomen,-0.5647689882152312,-3.867465984199183,2,1,5,1,Abdomen,Abdomen
S32.051A,Abdomen,-0.38338459594914015,-4.202668814495247,388,1,Abdomen,-0.4171726358143273,-3.867465984199183,84,1,1,1,Abdomen,Abdomen
S32.051B,Abdomen,-0.6168570121885008,-4.202668814495247,8,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.052A,Abdomen,-0.281007673429758,-4.202668814495247,101,1,Abdomen,-1.1518563701429299,-3.867465984199183,15,1,1,1,Abdomen,Abdomen
S32.052B,Abdomen,-0.19159860877125376,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.058A,Abdomen,-0.017433289739334116,-4.202668814495247,6957,1,Abdomen,0.20879722986584348,-3.867465984199183,373,3,1,3,Abdomen,Abdomen
S32.058B,Abdomen,-1.1169452703783735,-4.202668814495247,100,1,Abdomen,-0.6050840478324812,-3.867465984199183,4,1,1,1,Abdomen,Abdomen
S32.059A,Abdomen,0.15455136904828354,-4.202668814495247,1710,1,Abdomen,-0.08495732975140644,-3.867465984199183,1509,1,1,1,Abdomen,Abdomen
S32.059B,Abdomen,0.3593219443434323,-4.202668814495247,32,3,Abdomen,-0.5795507868907809,-3.867465984199183,22,1,3,1,Abdomen,Abdomen
S32.10XA,Abdomen,-0.0039613400647128165,-4.202668814495247,8480,1,Abdomen,0.07734075384481234,-3.867465984199183,3612,2,1,2,Abdomen,Abdomen
S32.10XB,Abdomen,0.013876027559147096,-4.202668814495247,187,1,Abdomen,-0.08705609325069895,-3.867465984199183,38,1,1,1,Abdomen,Abdomen
S32.110A,Abdomen,-0.19549023333427357,-4.202668814495247,2142,1,Abdomen,-0.32177721937366244,-3.867465984199183,277,1,1,1,Abdomen,Abdomen
S32.110B,Abdomen,-1.596303656171329,-4.202668814495247,11,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.111A,Abdomen,-0.04771000249101071,-4.202668814495247,1128,1,Abdomen,-0.2623931203671962,-3.867465984199183,153,1,1,1,Abdomen,Abdomen
S32.111B,Abdomen,-1.2062492942773497,-4.202668814495247,18,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.112A,Abdomen,-0.2148004065920572,-4.202668814495247,45,1,Abdomen,-0.29386541273705674,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.112B,Abdomen,-0.4534707572090774,-4.202668814495247,2,1,Abdomen,-0.3480049949310692,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.119A,Abdomen,0.04844980226282136,-4.202668814495247,2706,1,Abdomen,-0.17191031296498663,-3.867465984199183,466,1,1,1,Abdomen,Abdomen
S32.119B,Abdomen,-0.3221208508195415,-4.202668814495247,22,1,Abdomen,-0.9307106382794023,-3.867465984199183,4,1,1,1,Abdomen,Abdomen
S32.120A,Abdomen,-0.05386231260437802,-4.202668814495247,480,1,Abdomen,-0.3504811523734219,-3.867465984199183,63,1,1,1,Abdomen,Abdomen
S32.120B,Abdomen,-0.8232734902202917,-4.202668814495247,4,1,Abdomen,-0.7557081815337373,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.121A,Abdomen,-0.37790465674114193,-4.202668814495247,550,1,Abdomen,0.15166221590951715,-3.867465984199183,99,3,1,3,Abdomen,Abdomen
S32.121B,Abdomen,-1.8613630271819837,-4.202668814495247,9,1,Abdomen,-1.366112110726739,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.122A,Abdomen,-0.906770442439223,-4.202668814495247,87,1,Abdomen,-0.7052597751619557,-3.867465984199183,11,1,1,1,Abdomen,Abdomen
S32.122B,Abdomen,-1.655183037411587,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.129A,Abdomen,-0.4107190543443917,-4.202668814495247,599,1,Abdomen,-0.438388144275195,-3.867465984199183,204,1,1,1,Abdomen,Abdomen
S32.129B,Abdomen,-0.746934682566091,-4.202668814495247,2,1,Abdomen,2.2897533537045502,-3.867465984199183,2,5,1,5,Abdomen,Abdomen
S32.130A,Abdomen,-0.46446922653053957,-4.202668814495247,213,1,Abdomen,0.3563124197205115,-3.867465984199183,28,3,1,3,Abdomen,Abdomen
S32.130B,Abdomen,-0.6427875572192759,-4.202668814495247,1,1,Abdomen,-0.5608503162193893,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.131A,Abdomen,-0.3229380889929993,-4.202668814495247,178,1,Abdomen,0.2545855691327576,-3.867465984199183,28,3,1,3,Abdomen,Abdomen
S32.131B,Abdomen,-0.5693617405100989,-4.202668814495247,5,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.132A,Abdomen,0.6185261722195516,-4.202668814495247,39,3,Abdomen,-0.47128651566464796,-3.867465984199183,3,1,3,1,Abdomen,Abdomen
S32.132B,Abdomen,0.39966138373547067,-4.202668814495247,7,3,Abdomen,-0.9636917554127756,-3.867465984199183,1,1,3,1,Abdomen,Abdomen
S32.139A,Abdomen,-0.19507802288297088,-4.202668814495247,149,1,Abdomen,0.27193929116484605,-3.867465984199183,60,3,1,3,Abdomen,Abdomen
S32.139B,Abdomen,-2.031033992355163,-4.202668814495247,7,1,Abdomen,-0.5736975252109688,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.14XA,Abdomen,-0.22477107308509636,-4.202668814495247,240,1,Abdomen,-0.8437425704507018,-3.867465984199183,106,1,1,1,Abdomen,Abdomen
S32.14XB,Abdomen,-1.0526611095056975,-4.202668814495247,4,1,Abdomen,-0.44981038260874323,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.15XA,Abdomen,0.037654779006571035,-4.202668814495247,145,1,Abdomen,-0.14173535532630846,-3.867465984199183,57,1,1,1,Abdomen,Abdomen
S32.15XB,Abdomen,-0.8312918197824025,-4.202668814495247,2,1,Abdomen,-1.431182426361374,-3.867465984199183,2,1,1,1,Abdomen,Abdomen
S32.16XA,Abdomen,-0.6667752307596265,-4.202668814495247,57,1,Abdomen,0.8236876241837388,-3.867465984199183,25,4,1,4,Abdomen,Abdomen
S32.16XB,Abdomen,-0.9696166915743315,-4.202668814495247,3,1,Abdomen,-0.5582765413702289,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.17XA,Abdomen,-2.1108100269256145,-4.202668814495247,40,1,Abdomen,-0.7033061898505877,-3.867465984199183,11,1,1,1,Abdomen,Abdomen
S32.17XB,Abdomen,-0.796416718122888,-4.202668814495247,1,1,Abdomen,-1.185256265819476,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.19XA,Abdomen,0.14111966997297928,-4.202668814495247,2856,1,Abdomen,-0.15867629800012778,-3.867465984199183,948,1,1,1,Abdomen,Abdomen
S32.19XB,Abdomen,0.15596964145806702,-4.202668814495247,77,1,Abdomen,-0.8912325393366567,-3.867465984199183,8,1,1,1,Abdomen,Abdomen
S32.2XXA,Abdomen,-0.16904504444514126,-4.202668814495247,872,1,Abdomen,-0.09361826659632588,-3.867465984199183,314,1,1,1,Abdomen,Abdomen
S32.2XXB,Abdomen,-2.1058596030370103,-4.202668814495247,33,1,Abdomen,-0.3198684413590833,-3.867465984199183,3,1,1,1,Abdomen,Abdomen
S32.301A,Abdomen,0.1409792560262361,-4.202668814495247,1564,1,Abdomen,0.14516919169930367,-3.867465984199183,462,3,1,3,Abdomen,Abdomen
S32.301B,Abdomen,-0.0808954310951444,-4.202668814495247,209,1,Abdomen,0.13606413471102316,-3.867465984199183,57,3,1,3,Abdomen,Abdomen
S32.302A,Abdomen,0.13026870495701726,-4.202668814495247,1627,1,Abdomen,0.47900201330288467,-3.867465984199183,516,4,1,4,Abdomen,Abdomen
S32.302B,Abdomen,0.0701071290637255,-4.202668814495247,238,1,Abdomen,-0.7626982971314755,-3.867465984199183,60,1,1,1,Abdomen,Abdomen
S32.309A,Abdomen,0.4098085207700973,-4.202668814495247,225,3,Abdomen,-0.3608554815382626,-3.867465984199183,51,1,3,1,Abdomen,Abdomen
S32.309B,Abdomen,0.6091298075658305,-4.202668814495247,28,3,Abdomen,-0.9000591561153575,-3.867465984199183,1,1,3,1,Abdomen,Abdomen
S32.311A,Abdomen,0.16096076246077579,-4.202668814495247,160,1,Abdomen,0.033468664338634456,-3.867465984199183,25,2,1,2,Abdomen,Abdomen
S32.311B,Abdomen,0.8418843073426888,-4.202668814495247,19,4,Abdomen,-0.8142462953132492,-3.867465984199183,4,1,4,1,Abdomen,Abdomen
S32.312A,Abdomen,0.08300114732988807,-4.202668814495247,163,1,Abdomen,-0.7344528831663556,-3.867465984199183,27,1,1,1,Abdomen,Abdomen
S32.312B,Abdomen,-0.5382262807777584,-4.202668814495247,42,1,Abdomen,-0.7790428488540494,-3.867465984199183,7,1,1,1,Abdomen,Abdomen
S32.313A,Abdomen,-0.922643586203485,-4.202668814495247,8,1,Abdomen,-1.0718862777620886,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.313B,Abdomen,-0.9242179189426529,-4.202668814495247,4,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.314A,Abdomen,0.0718055433771492,-4.202668814495247,64,1,Abdomen,-0.3703969785697914,-3.867465984199183,5,1,1,1,Abdomen,Abdomen
S32.314B,Abdomen,-0.20406109175049975,-4.202668814495247,11,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.315A,Abdomen,0.7152212669958383,-4.202668814495247,89,3,Abdomen,1.5693772306143863,-3.867465984199183,4,5,3,5,Abdomen,Abdomen
S32.315B,Abdomen,-1.4755318576608236,-4.202668814495247,8,1,Abdomen,-0.3016684209412986,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.316A,Abdomen,1.9818236662885893,-4.202668814495247,2,5,NA,NA,NA,NA,NA,5,5,Abdomen,Abdomen
S32.391A,Abdomen,0.13426419394869737,-4.202668814495247,1670,1,Abdomen,0.15407866678917853,-3.867465984199183,202,3,1,3,Abdomen,Abdomen
S32.391B,Abdomen,-0.18345593266636726,-4.202668814495247,255,1,Abdomen,-0.7853026122509561,-3.867465984199183,32,1,1,1,Abdomen,Abdomen
S32.392A,Abdomen,0.25289202759376966,-4.202668814495247,1662,2,Abdomen,0.6368894197461875,-3.867465984199183,209,4,2,4,Abdomen,Abdomen
S32.392B,Abdomen,-0.605850579871994,-4.202668814495247,244,1,Abdomen,-0.6926213062963134,-3.867465984199183,36,1,1,1,Abdomen,Abdomen
S32.399A,Abdomen,-0.4795812742395222,-4.202668814495247,78,1,Abdomen,-0.37429914242868306,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.399B,Abdomen,-2.4155378074515745,-4.202668814495247,12,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.401A,Abdomen,0.04532850272851366,-4.202668814495247,3277,1,Abdomen,0.24294957616105228,-3.867465984199183,907,3,1,3,Abdomen,Abdomen
S32.401B,Abdomen,-0.2848525686397837,-4.202668814495247,71,1,Abdomen,1.5506841787838461,-3.867465984199183,11,5,1,5,Abdomen,Abdomen
S32.402A,Abdomen,0.15443913842469212,-4.202668814495247,3258,1,Abdomen,0.2542999110489826,-3.867465984199183,1043,3,1,3,Abdomen,Abdomen
S32.402B,Abdomen,-0.20166481786943086,-4.202668814495247,61,1,Abdomen,-1.3054656564315885,-3.867465984199183,14,1,1,1,Abdomen,Abdomen
S32.409A,Abdomen,0.10028578686577642,-4.202668814495247,903,1,Abdomen,0.23615876807072034,-3.867465984199183,94,3,1,3,Abdomen,Abdomen
S32.409B,Abdomen,-3.1281603978105177,-4.202668814495247,13,1,Abdomen,-0.28142545094404314,-3.867465984199183,1,1,1,1,Abdomen,Abdomen
S32.411A,Abdomen,-0.23895758664525799,-4.202668814495247,1094,1,Abdomen,0.24144844173946298,-3.867465984199183,104,3,1,3,Abdomen,Abdomen
S32.411B,Abdomen,-0.7428507995812845,-4.202668814495247,18,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.412A,Abdomen,0.00501277281772895,-4.202668814495247,1212,1,Abdomen,0.1211391528043768,-3.867465984199183,127,3,1,3,Abdomen,Abdomen
S32.412B,Abdomen,-0.08992141693025374,-4.202668814495247,17,1,Abdomen,4.2000164623342195,-3.867465984199183,1,5,1,5,Abdomen,Abdomen
S32.413A,Abdomen,-0.328550164757604,-4.202668814495247,91,1,Abdomen,-0.6068738295404996,-3.867465984199183,7,1,1,1,Abdomen,Abdomen
S32.413B,Abdomen,-1.093085114333467,-4.202668814495247,1,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.414A,Abdomen,-0.42055336531647375,-4.202668814495247,679,1,Abdomen,-0.2454557106876497,-3.867465984199183,72,1,1,1,Abdomen,Abdomen
S32.414B,Abdomen,-0.9125473464644451,-4.202668814495247,9,1,NA,NA,NA,NA,NA,1,1,Abdomen,Abdomen
S32.415A,Abdomen,-0.14273975510406112,-4.202668814495247,724,1,Abdomen,-0.39131800428670155,-3.867465984199183,90,1,1,1,Abdomen,Abdomen
S32.415B,Abdomen,1.0145666763483423,-4.202668814495247,5,4,NA,NA,NA,NA,NA,4,4,Abdomen,Abdomen
S32.416A,Abdomen,-0.4437513038477632,-4.202668814495247,26,1,Abdomen,-0.38292825931514285,-3.867465984199183,2,1,1,1,Abdomen,Abdomen
S32.421A,Abdomen,-0.2074778017175114,-4.202668814495247,2347,1,Abdomen,-0.5514570564553781,-3.867465984199183,458,1,1,1,Abdomen,Abdomen
S32.421B,Abdomen,-1.2000849491177525,-4.202668814495247,28,1,Abdomen,-1.0219202616158776,-3.867465984199183,3,1,1,1,Abdomen,Abdomen
